,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total,clusters,cluster
2699,16,0,15,5,23,245,0,pink
2700,134,0,127,97,164,949,0,pink
2701,0,0,0,0,0,5,0,pink
2702,0,0,5,0,5,12,0,pink
2703,5,0,5,5,5,23,0,pink
2704,5,0,5,5,5,40,0,pink
2705,38,0,36,30,44,166,0,pink
2706,30,0,35,27,38,221,0,pink
2707,33,0,29,19,43,257,0,pink
2708,27,0,20,16,31,223,0,pink
2709,118,0,116,78,156,1020,0,pink
2710,0,0,0,0,0,5,0,pink
2711,0,0,5,0,5,22,0,pink
2712,5,0,5,5,5,29,0,pink
2713,5,0,5,5,5,45,0,pink
2714,35,0,30,25,40,178,0,pink
2715,30,0,33,20,43,213,0,pink
2716,32,0,36,24,44,266,0,pink
2717,12,0,10,5,18,258,0,pink
2718,93,0,89,58,124,937,0,pink
2719,0,0,5,0,5,12,0,pink
2720,0,0,0,0,0,15,0,pink
2721,5,0,5,0,5,27,0,pink
2722,5,0,5,5,5,29,0,pink
2723,14,0,15,10,19,135,0,pink
2724,22,0,20,13,29,176,0,pink
2725,29,0,29,18,40,262,0,pink
2726,20,0,18,12,26,281,0,pink
2727,168,0,166,110,224,1095,0,pink
2728,0,0,5,0,5,13,0,pink
2729,0,0,5,0,5,10,0,pink
2730,5,0,5,5,5,41,0,pink
2731,5,0,5,5,5,39,0,pink
2732,39,0,35,23,51,198,0,pink
2733,50,0,42,33,59,222,0,pink
2734,34,0,38,25,47,256,0,pink
2735,35,0,37,21,51,316,0,pink
2736,340,5,240,197,384,1321,0,pink
2737,0,0,0,0,0,17,0,pink
2738,5,0,0,0,5,12,0,pink
2739,12,0,5,5,13,30,0,pink
2740,16,0,10,5,17,45,0,pink
2741,53,0,37,30,60,201,0,pink
2742,90,0,61,51,100,292,0,pink
2743,100,0,79,68,111,360,0,pink
2744,68,5,46,33,82,364,0,pink
2745,150,0,134,90,194,1003,0,pink
2746,0,0,5,0,5,17,0,pink
2747,0,0,0,0,0,16,0,pink
2748,5,0,5,5,5,27,0,pink
2749,5,0,5,5,5,38,0,pink
2750,25,0,27,19,33,179,0,pink
2751,36,0,36,25,47,205,0,pink
2752,47,0,35,25,57,263,0,pink
2753,31,0,29,17,43,258,0,pink
2754,52,0,74,20,106,939,0,pink
2755,0,0,5,0,5,16,0,pink
2756,0,0,0,0,0,14,0,pink
2757,0,0,0,0,0,31,0,pink
2758,0,0,0,0,0,25,0,pink
2759,5,0,14,5,17,132,0,pink
2760,10,0,14,5,23,201,0,pink
2761,16,0,21,5,29,249,0,pink
2762,20,0,24,5,36,271,0,pink
2763,25,5,50,10,68,874,0,pink
2764,0,5,0,0,5,10,0,pink
2765,0,0,0,0,0,13,0,pink
2766,0,5,5,0,5,24,0,pink
2767,0,0,5,0,5,43,0,pink
2768,5,0,5,5,10,115,0,pink
2769,5,5,14,5,18,198,0,pink
2770,11,0,11,5,18,252,0,pink
2771,5,0,14,5,18,219,0,pink
2772,34,5,52,14,72,899,0,pink
2773,5,5,0,0,5,13,0,pink
2774,0,0,0,0,0,26,0,pink
2775,0,0,5,0,5,19,0,pink
2776,5,0,0,0,5,37,0,pink
2777,5,0,5,5,13,142,0,pink
2778,5,0,15,5,16,204,0,pink
2779,5,0,17,5,21,235,0,pink
2780,11,5,12,5,19,223,0,pink
2781,35,5,57,18,75,819,0,pink
2782,0,0,5,0,5,14,0,pink
2783,0,0,0,0,0,13,0,pink
2784,0,0,5,0,5,24,0,pink
2785,5,0,5,5,5,27,0,pink
2786,5,0,10,5,12,139,0,pink
2787,5,5,17,5,18,187,0,pink
2788,12,0,16,5,23,202,0,pink
2789,11,0,5,5,17,213,0,pink
2790,39,0,62,14,87,909,0,pink
2791,0,0,0,0,0,12,0,pink
2792,0,0,0,0,0,15,0,pink
2793,5,0,0,0,5,25,0,pink
2794,0,0,5,0,5,33,0,pink
2795,5,0,5,5,12,150,0,pink
2796,5,0,16,5,21,199,0,pink
2797,11,0,22,5,27,242,0,pink
2798,14,0,15,5,25,233,0,pink
2799,42,0,59,20,81,834,0,pink
2800,0,0,5,0,5,13,0,pink
2801,0,0,0,0,0,19,0,pink
2802,0,0,0,0,0,26,0,pink
2803,5,0,5,0,5,32,0,pink
2804,5,0,5,5,5,138,0,pink
2805,5,0,20,5,24,182,0,pink
2806,12,0,19,5,25,214,0,pink
2807,16,0,11,5,20,210,0,pink
2808,42,0,48,15,75,841,0,pink
2809,0,0,0,0,0,10,0,pink
2810,0,0,0,0,0,11,0,pink
2811,0,0,0,0,0,29,0,pink
2812,5,0,5,5,5,22,0,pink
2813,5,0,5,5,5,144,0,pink
2814,5,0,11,5,13,164,0,pink
2815,11,0,13,5,21,222,0,pink
2816,19,0,17,5,30,239,0,pink
2817,28,0,48,5,70,966,0,pink
2818,0,0,0,0,0,5,0,pink
2819,0,0,0,0,0,18,0,pink
2820,0,0,0,0,0,17,0,pink
2821,0,0,5,0,5,44,0,pink
2822,5,0,5,5,5,158,0,pink
2823,5,0,15,5,17,218,0,pink
2824,5,0,15,5,21,264,0,pink
2825,14,0,10,5,23,239,0,pink
2826,34,5,62,12,86,931,0,pink
2827,0,0,5,0,5,12,0,pink
2828,0,0,5,0,5,14,0,pink
2829,0,0,5,0,5,22,0,pink
2830,0,5,5,0,5,45,0,pink
2831,5,0,12,5,15,159,0,pink
2832,10,5,20,5,27,196,0,pink
2833,5,0,18,5,24,239,0,pink
2834,10,0,5,5,15,244,0,pink
2835,45,19,71,14,120,1035,0,pink
2836,0,5,0,0,5,25,0,pink
2837,0,5,0,0,5,20,0,pink
2838,0,0,5,0,5,25,0,pink
2839,5,5,5,5,5,46,0,pink
2840,5,5,10,5,18,165,0,pink
2841,5,5,11,5,21,187,0,pink
2842,16,5,28,5,41,283,0,pink
2843,11,5,20,5,33,284,0,pink
2844,60,5,69,24,109,990,0,pink
2845,5,5,0,0,5,12,0,pink
2846,5,0,5,5,5,15,0,pink
2847,0,0,0,0,0,30,0,pink
2848,0,0,0,0,0,38,0,pink
2849,5,5,5,5,10,144,0,pink
2850,5,0,12,0,18,208,0,pink
2851,25,5,34,13,47,278,0,pink
2852,25,5,13,5,31,265,0,pink
2853,45,5,60,19,88,873,0,pink
2854,0,5,5,0,5,14,0,pink
2855,0,0,0,0,0,10,0,pink
2856,5,0,0,0,5,18,0,pink
2857,5,0,5,5,5,31,0,pink
2858,5,0,10,5,12,143,0,pink
2859,5,0,5,5,10,165,0,pink
2860,20,5,21,10,32,243,0,pink
2861,15,0,17,5,28,249,0,pink
2862,30,5,53,5,76,939,0,pink
2863,0,0,0,0,0,5,0,pink
2864,0,0,0,0,0,18,0,pink
2865,0,0,5,0,5,20,0,pink
2866,0,0,5,0,5,26,0,pink
2867,5,5,5,5,5,129,0,pink
2868,5,0,14,5,15,193,0,pink
2869,10,0,15,5,23,259,0,pink
2870,15,0,16,5,27,287,0,pink
2871,13,0,23,5,35,516,0,pink
2872,0,0,0,0,0,5,0,pink
2873,0,0,5,0,5,5,0,pink
2874,0,0,5,0,5,5,0,pink
2875,0,0,0,0,0,12,0,pink
2876,0,0,5,0,5,70,0,pink
2877,5,0,5,0,5,94,0,pink
2878,5,0,5,0,13,183,0,pink
2879,5,0,5,5,11,142,0,pink
2880,0,5,40,0,42,607,0,pink
2881,0,0,0,0,0,10,0,pink
2882,0,0,0,0,0,18,0,pink
2883,0,0,0,0,0,26,0,pink
2884,0,0,5,0,5,41,0,pink
2885,0,0,10,0,10,152,0,pink
2886,0,0,13,0,13,136,0,pink
2887,0,0,5,0,5,104,0,pink
2888,0,5,11,0,13,120,0,pink
2889,0,5,39,0,40,512,0,pink
2890,0,5,0,0,5,17,0,pink
2891,0,0,5,0,5,5,0,pink
2892,0,0,0,0,0,26,0,pink
2893,0,0,5,0,5,30,0,pink
2894,0,0,5,0,5,106,0,pink
2895,0,0,14,0,14,101,0,pink
2896,0,0,11,0,11,106,0,pink
2897,0,0,5,0,5,118,0,pink
2898,15,5,58,15,64,540,0,pink
2899,0,5,0,0,5,18,0,pink
2900,0,0,5,0,5,18,0,pink
2901,0,5,5,0,5,21,0,pink
2902,0,5,5,0,5,27,0,pink
2903,5,5,20,5,21,127,0,pink
2904,5,5,20,5,21,121,0,pink
2905,0,0,5,0,5,87,0,pink
2906,0,0,5,0,5,121,0,pink
2907,262,5,303,259,307,899,0,pink
2908,0,0,0,0,0,12,0,pink
2909,5,0,5,5,5,23,0,pink
2910,5,0,5,5,5,28,0,pink
2911,12,0,14,12,14,42,0,pink
2912,50,0,63,50,63,199,0,pink
2913,76,5,85,75,87,221,0,pink
2914,61,0,71,60,72,172,0,pink
2915,59,0,66,59,66,202,0,pink
2916,272,5,297,268,302,832,0,pink
2917,0,0,5,0,5,19,0,pink
2918,5,0,5,5,5,25,0,pink
2919,5,0,5,5,5,25,0,pink
2920,12,0,13,12,13,39,0,pink
2921,57,0,62,55,64,180,0,pink
2922,71,0,77,70,78,206,0,pink
2923,59,0,64,58,65,149,0,pink
2924,66,5,73,66,74,189,0,pink
2925,116,0,138,106,148,587,0,pink
2926,5,0,5,0,5,14,0,pink
2927,5,0,5,5,5,22,0,pink
2928,5,0,5,5,5,26,0,pink
2929,10,0,14,10,14,39,0,pink
2930,35,0,39,31,43,147,0,pink
2931,32,0,35,30,37,130,0,pink
2932,21,0,27,21,27,101,0,pink
2933,13,0,18,11,20,108,0,pink
2934,43,0,53,30,66,565,0,pink
2935,0,0,5,0,5,17,0,pink
2936,5,0,5,5,5,17,0,pink
2937,5,0,5,5,5,33,0,pink
2938,5,0,5,5,5,38,0,pink
2939,17,0,15,10,22,147,0,pink
2940,5,0,12,5,14,120,0,pink
2941,5,0,11,5,13,101,0,pink
2942,5,0,5,5,5,92,0,pink
2943,37,0,61,33,65,546,0,pink
2944,0,0,5,0,5,11,0,pink
2945,5,0,5,5,5,22,0,pink
2946,5,0,5,5,5,29,0,pink
2947,5,0,5,5,5,34,0,pink
2948,13,0,17,12,18,151,0,pink
2949,5,0,12,5,13,109,0,pink
2950,5,0,12,5,13,85,0,pink
2951,5,0,10,5,10,105,0,pink
2952,28,0,56,23,61,520,0,pink
2953,0,0,0,0,0,14,0,pink
2954,5,0,5,5,5,22,0,pink
2955,0,0,5,0,5,23,0,pink
2956,5,0,0,0,5,34,0,pink
2957,5,0,5,5,5,115,0,pink
2958,5,0,22,5,23,117,0,pink
2959,5,0,13,5,14,92,0,pink
2960,5,0,10,5,11,103,0,pink
2961,37,0,67,33,71,562,0,pink
2962,0,0,5,0,5,14,0,pink
2963,0,0,0,0,0,12,0,pink
2964,5,0,5,5,5,26,0,pink
2965,5,0,5,5,5,26,0,pink
2966,5,0,17,5,17,149,0,pink
2967,10,0,16,5,18,117,0,pink
2968,5,0,10,5,11,112,0,pink
2969,5,0,19,5,20,106,0,pink
2970,61,5,82,48,96,566,0,pink
2971,0,0,0,0,0,10,0,pink
2972,0,0,5,0,5,13,0,pink
2973,5,0,5,5,5,27,0,pink
2974,5,0,5,5,5,32,0,pink
2975,16,0,17,13,20,145,0,pink
2976,20,5,25,15,31,142,0,pink
2977,5,0,14,5,16,94,0,pink
2978,10,0,14,5,16,103,0,pink
2979,133,0,151,117,167,720,0,pink
2980,0,0,0,0,0,16,0,pink
2981,0,0,0,0,0,12,0,pink
2982,5,0,5,5,5,25,0,pink
2983,5,0,5,5,5,33,0,pink
2984,37,0,44,33,48,179,0,pink
2985,32,0,38,29,41,158,0,pink
2986,27,0,31,23,35,163,0,pink
2987,29,0,28,24,33,134,0,pink
2988,185,0,142,121,206,770,0,pink
2989,5,0,5,5,5,20,0,pink
2990,5,0,5,5,5,19,0,pink
2991,5,0,5,5,5,24,0,pink
2992,5,0,5,5,5,40,0,pink
2993,41,0,32,26,47,181,0,pink
2994,47,0,35,31,51,177,0,pink
2995,48,0,40,34,54,155,0,pink
2996,39,0,27,24,42,154,0,pink
2997,121,0,98,67,152,607,0,pink
2998,0,0,0,0,0,14,0,pink
2999,5,0,5,0,5,14,0,pink
3000,0,0,0,0,0,11,0,pink
3001,5,0,5,5,5,32,0,pink
3002,29,0,18,14,33,146,0,pink
3003,37,0,30,26,41,155,0,pink
3004,28,0,24,16,36,119,0,pink
3005,21,0,18,5,32,116,0,pink
3006,67,0,56,30,93,604,0,pink
3007,0,0,0,0,0,18,0,pink
3008,5,0,5,5,5,21,0,pink
3009,0,0,0,0,0,24,0,pink
3010,5,0,5,5,5,45,0,pink
3011,18,0,13,5,25,149,0,pink
3012,22,0,20,11,31,147,0,pink
3013,12,0,5,5,17,100,0,pink
3014,5,0,11,5,14,100,0,pink
3015,60,0,74,33,101,564,0,pink
3016,0,0,0,0,0,14,0,pink
3017,0,0,0,0,0,18,0,pink
3018,5,0,5,5,5,32,0,pink
3019,5,0,5,5,11,43,0,pink
3020,21,0,21,12,30,144,0,pink
3021,5,0,17,5,20,120,0,pink
3022,10,0,12,5,18,108,0,pink
3023,5,0,12,5,15,85,0,pink
3024,40,0,63,27,76,550,0,pink
3025,5,0,0,0,5,15,0,pink
3026,5,0,5,5,5,22,0,pink
3027,5,0,0,0,5,28,0,pink
3028,0,0,5,0,5,27,0,pink
3029,16,0,23,12,27,118,0,pink
3030,13,0,18,5,23,135,0,pink
3031,5,0,10,5,11,95,0,pink
3032,5,0,10,5,11,110,0,pink
3033,13,0,32,10,35,524,0,pink
3034,0,0,5,0,5,23,0,pink
3035,0,0,0,0,0,18,0,pink
3036,5,0,5,5,5,18,0,pink
3037,5,0,5,5,5,31,0,pink
3038,5,0,13,5,13,141,0,pink
3039,5,0,5,5,5,119,0,pink
3040,0,0,5,0,5,80,0,pink
3041,5,0,5,5,5,94,0,pink
3042,16,0,45,12,49,573,0,pink
3043,0,0,0,0,0,25,0,pink
3044,0,0,0,0,0,27,0,pink
3045,5,0,5,5,5,32,0,pink
3046,5,0,5,5,5,36,0,pink
3047,5,0,12,5,12,131,0,pink
3048,5,0,12,5,14,119,0,pink
3049,5,0,10,5,12,96,0,pink
3050,0,0,5,0,5,107,0,pink
3051,44,0,61,34,71,580,0,pink
3052,5,0,5,0,5,19,0,pink
3053,0,0,0,0,0,21,0,pink
3054,5,0,5,0,5,26,0,pink
3055,5,0,5,5,5,31,0,pink
3056,20,0,23,15,28,156,0,pink
3057,10,0,14,5,17,131,0,pink
3058,5,0,5,5,5,103,0,pink
3059,5,0,5,5,5,93,0,pink
3060,42,0,50,31,61,548,0,pink
3061,5,0,0,0,5,26,0,pink
3062,0,0,0,0,0,12,0,pink
3063,5,0,5,5,5,32,0,pink
3064,5,0,5,0,5,29,0,pink
3065,16,0,17,14,19,135,0,pink
3066,11,0,12,5,16,122,0,pink
3067,5,0,10,5,12,108,0,pink
3068,5,0,5,5,5,84,0,pink
3069,37,0,61,31,67,625,0,pink
3070,0,0,0,0,0,17,0,pink
3071,0,0,5,0,5,24,0,pink
3072,5,0,5,5,5,40,0,pink
3073,5,0,5,5,5,35,0,pink
3074,16,0,17,13,20,141,0,pink
3075,5,0,10,5,10,132,0,pink
3076,5,0,11,5,13,129,0,pink
3077,5,0,13,5,14,107,0,pink
3078,19,0,41,14,46,570,0,pink
3079,0,0,0,0,0,17,0,pink
3080,0,0,0,0,0,15,0,pink
3081,0,0,0,0,0,30,0,pink
3082,5,0,5,5,5,32,0,pink
3083,5,0,10,5,10,127,0,pink
3084,5,0,11,5,12,123,0,pink
3085,5,0,10,5,10,118,0,pink
3086,5,0,5,5,5,108,0,pink
3087,63,0,81,43,101,639,0,pink
3088,0,0,5,0,5,20,0,pink
3089,0,0,0,0,0,22,0,pink
3090,5,0,5,5,5,29,0,pink
3091,5,0,5,5,5,46,0,pink
3092,17,0,16,11,22,126,0,pink
3093,17,0,25,14,28,157,0,pink
3094,16,0,19,10,25,128,0,pink
3095,5,0,13,5,14,111,0,pink
3096,194,0,164,132,226,786,0,pink
3097,5,0,5,5,5,17,0,pink
3098,5,0,5,5,5,19,0,pink
3099,5,0,5,5,5,32,0,pink
3100,5,0,5,5,11,43,0,pink
3101,53,0,42,39,56,187,0,pink
3102,54,0,39,34,59,180,0,pink
3103,36,0,38,24,50,151,0,pink
3104,33,0,31,24,40,157,0,pink
3105,75,0,70,43,102,557,0,pink
3106,5,0,5,5,5,17,0,pink
3107,0,0,5,0,5,20,0,pink
3108,5,0,5,5,5,29,0,pink
3109,5,0,5,0,5,31,0,pink
3110,14,0,12,5,18,113,0,pink
3111,18,0,17,10,25,134,0,pink
3112,18,0,16,10,24,118,0,pink
3113,18,0,18,12,24,95,0,pink
3114,23,0,47,11,59,559,0,pink
3115,0,0,5,0,5,13,0,pink
3116,0,0,0,0,0,14,0,pink
3117,0,0,5,0,5,30,0,pink
3118,5,0,5,5,5,36,0,pink
3119,5,0,15,5,17,123,0,pink
3120,5,0,14,5,17,126,0,pink
3121,5,0,10,5,14,124,0,pink
3122,5,0,5,0,5,93,0,pink
3123,11,0,35,5,42,488,0,pink
3124,0,0,0,0,0,17,0,pink
3125,0,0,0,0,0,21,0,pink
3126,5,0,5,5,5,24,0,pink
3127,0,0,5,0,5,28,0,pink
3128,5,0,5,0,11,114,0,pink
3129,5,0,5,0,5,118,0,pink
3130,5,0,11,5,12,91,0,pink
3131,0,0,5,0,5,75,0,pink
3132,16,0,30,5,38,530,0,pink
3133,5,0,0,0,5,10,0,pink
3134,0,0,0,0,0,19,0,pink
3135,0,0,5,0,5,30,0,pink
3136,5,0,5,0,5,46,0,pink
3137,5,0,5,5,5,118,0,pink
3138,5,0,5,5,5,113,0,pink
3139,5,0,5,5,10,103,0,pink
3140,5,0,5,5,5,91,0,pink
3141,15,0,33,5,40,523,0,pink
3142,0,0,5,0,5,25,0,pink
3143,0,0,0,0,0,19,0,pink
3144,5,0,5,5,5,22,0,pink
3145,0,0,0,0,0,32,0,pink
3146,5,0,5,5,5,117,0,pink
3147,5,0,5,5,11,118,0,pink
3148,5,0,5,0,5,100,0,pink
3149,5,0,5,5,5,90,0,pink
3150,17,0,35,5,44,540,0,pink
3151,0,0,0,0,0,21,0,pink
3152,0,0,0,0,0,15,0,pink
3153,0,0,5,0,5,26,0,pink
3154,5,0,0,0,5,33,0,pink
3155,5,0,5,5,11,125,0,pink
3156,5,0,5,5,11,117,0,pink
3157,5,0,12,5,14,98,0,pink
3158,5,0,5,5,5,105,0,pink
3159,22,0,33,11,44,514,0,pink
3160,0,0,0,0,0,23,0,pink
3161,5,0,5,5,5,21,0,pink
3162,0,0,5,0,5,22,0,pink
3163,0,0,5,0,5,27,0,pink
3164,5,0,5,5,11,116,0,pink
3165,5,0,5,5,11,125,0,pink
3166,5,0,5,5,11,103,0,pink
3167,5,0,5,0,5,77,0,pink
3168,16,0,36,5,47,561,0,pink
3169,5,0,5,5,5,16,0,pink
3170,0,0,0,0,0,17,0,pink
3171,0,0,0,0,0,16,0,pink
3172,0,0,0,0,0,31,0,pink
3173,0,0,5,0,5,122,0,pink
3174,5,0,10,5,13,135,0,pink
3175,5,0,10,0,14,113,0,pink
3176,5,0,5,5,11,111,0,pink
3177,5,0,38,5,41,558,0,pink
3178,0,0,0,0,0,31,0,pink
3179,0,0,0,0,0,15,0,pink
3180,0,0,5,0,5,27,0,pink
3181,5,0,5,0,5,35,0,pink
3182,5,0,5,5,5,123,0,pink
3183,5,0,14,5,14,128,0,pink
3184,5,0,5,0,5,97,0,pink
3185,5,0,5,5,5,102,0,pink
3186,17,5,43,5,61,569,0,pink
3187,5,0,5,0,5,24,0,pink
3188,0,0,0,0,0,14,0,pink
3189,0,0,0,0,0,23,0,pink
3190,5,5,5,5,5,32,0,pink
3191,5,5,5,5,12,131,0,pink
3192,5,5,13,5,18,149,0,pink
3193,5,5,5,0,11,112,0,pink
3194,5,5,10,5,12,84,0,pink
3195,31,5,52,17,68,609,0,pink
3196,0,0,5,0,5,23,0,pink
3197,0,0,5,0,5,12,0,pink
3198,0,0,0,0,0,30,0,pink
3199,5,5,0,0,5,32,0,pink
3200,5,5,13,5,16,136,0,pink
3201,5,0,13,5,14,143,0,pink
3202,5,5,10,5,13,108,0,pink
3203,12,0,14,5,20,125,0,pink
3204,20,5,44,5,57,584,0,pink
3205,0,0,0,0,0,21,0,pink
3206,0,0,0,0,0,16,0,pink
3207,5,0,5,0,5,24,0,pink
3208,0,0,5,0,5,35,0,pink
3209,5,5,5,5,5,115,0,pink
3210,5,0,14,5,14,135,0,pink
3211,5,0,5,0,10,116,0,pink
3212,5,0,13,5,19,122,0,pink
3213,17,5,20,5,30,498,0,pink
3214,0,0,0,0,0,12,0,pink
3215,0,0,0,0,0,16,0,pink
3216,5,0,5,5,5,33,0,pink
3217,0,0,0,0,0,28,0,pink
3218,5,0,5,0,5,114,0,pink
3219,5,0,5,5,5,102,0,pink
3220,5,5,5,5,5,100,0,pink
3221,5,0,5,5,5,93,0,pink
3222,12,0,30,5,37,501,0,pink
3223,0,0,0,0,0,17,0,pink
3224,0,0,0,0,0,16,0,pink
3225,5,0,5,0,5,31,0,pink
3226,0,0,5,0,5,34,0,pink
3227,5,0,5,5,5,94,0,pink
3228,0,0,5,0,5,110,0,pink
3229,5,0,12,5,13,112,0,pink
3230,5,0,5,5,5,87,0,pink
3231,5,0,12,5,12,204,0,pink
3232,0,0,0,0,0,5,0,pink
3233,0,0,0,0,0,5,0,pink
3234,0,0,0,0,0,11,0,pink
3235,5,0,5,5,5,11,0,pink
3236,0,0,5,0,5,36,0,pink
3237,5,0,5,5,5,48,0,pink
3238,0,0,5,0,5,40,0,pink
3239,0,0,5,0,5,50,0,pink
3240,0,150,1134,0,1284,19486,2,dark purple
3241,0,5,5,0,11,211,0,pink
3242,0,5,5,0,10,314,0,pink
3243,0,5,16,0,24,437,0,pink
3244,0,16,31,0,47,704,0,pink
3245,0,34,146,0,180,2979,0,pink
3246,0,29,256,0,285,3796,1,purple
3247,0,28,310,0,338,4860,1,purple
3248,0,26,363,0,389,6185,1,purple
3249,0,130,1140,0,1270,18207,2,dark purple
3250,0,5,5,0,10,175,0,pink
3251,0,5,5,0,10,287,0,pink
3252,0,5,11,0,17,409,0,pink
3253,0,5,22,0,31,634,0,pink
3254,0,31,154,0,185,2767,0,pink
3255,0,28,268,0,296,3494,1,purple
3256,0,36,331,0,367,4654,1,purple
3257,0,14,340,0,354,5787,1,purple
3258,191,101,1514,106,1699,19683,2,dark purple
3259,0,5,5,0,10,198,0,pink
3260,5,0,15,0,16,341,0,pink
3261,5,5,17,0,26,493,0,pink
3262,5,5,50,5,59,681,0,pink
3263,21,26,217,13,250,2933,0,pink
3264,51,23,315,25,364,3827,1,purple
3265,59,18,461,32,506,5054,1,purple
3266,49,18,430,29,468,6156,1,purple
3267,1311,31,1908,691,2554,19210,2,dark purple
3268,0,5,5,0,5,190,0,pink
3269,5,5,5,5,10,348,0,pink
3270,15,5,25,5,33,477,0,pink
3271,45,5,54,26,75,719,0,pink
3272,171,5,280,94,360,2971,0,pink
3273,298,10,425,170,563,3722,1,purple
3274,393,10,564,207,757,4866,1,purple
3275,386,5,548,184,752,5917,1,purple
3276,1131,14,1585,571,2156,19097,2,dark purple
3277,0,0,5,0,5,190,0,pink
3278,5,0,5,5,5,349,0,pink
3279,10,0,25,5,26,557,0,pink
3280,28,0,38,14,52,699,0,pink
3281,116,5,212,65,266,3053,0,pink
3282,218,5,343,110,457,3598,1,purple
3283,318,5,443,167,596,4737,1,purple
3284,440,5,517,205,752,5914,1,purple
3285,1083,5,1507,548,2043,18799,2,dark purple
3286,5,0,5,5,5,186,0,pink
3287,5,0,10,5,14,394,0,pink
3288,14,0,22,5,29,537,0,pink
3289,32,0,33,15,50,720,0,pink
3290,142,0,227,81,288,2939,0,pink
3291,206,0,329,117,418,3675,1,purple
3292,266,0,409,127,548,4535,1,purple
3293,414,5,474,197,692,5813,1,purple
3294,4980,11,3502,2486,6001,23956,2,dark purple
3295,5,0,5,5,5,184,0,pink
3296,23,5,21,11,33,375,0,pink
3297,62,0,37,24,75,578,0,pink
3298,157,0,110,84,183,858,0,pink
3299,731,0,513,357,887,3757,1,purple
3300,1029,5,746,521,1255,4640,1,purple
3301,1461,5,1047,773,1738,6145,1,purple
3302,1513,5,1023,714,1823,7419,1,purple
3303,4786,10,3785,2792,5782,23539,2,dark purple
3304,5,0,0,0,5,168,0,pink
3305,16,0,13,5,20,330,0,pink
3306,34,0,29,18,45,549,0,pink
3307,130,0,104,79,155,851,0,pink
3308,697,5,577,424,850,3594,1,purple
3309,1087,0,921,687,1321,4673,1,purple
3310,1394,5,1080,827,1649,6072,1,purple
3311,1426,5,1061,748,1740,7302,1,purple
3312,2023,5,2180,1202,3005,19523,2,dark purple
3313,5,0,5,0,5,155,0,pink
3314,5,0,13,5,17,389,0,pink
3315,21,5,30,14,38,552,0,pink
3316,59,0,63,43,79,734,0,pink
3317,301,5,357,191,468,3196,0,pink
3318,467,5,525,294,699,3712,1,purple
3319,579,5,607,333,853,4884,1,purple
3320,587,5,583,323,848,5901,1,purple
3321,1410,5,1827,833,2405,19371,2,dark purple
3322,0,0,5,0,5,165,0,pink
3323,5,0,12,5,15,361,0,pink
3324,15,0,25,5,33,509,0,pink
3325,37,0,46,17,66,741,0,pink
3326,207,5,270,111,367,3079,0,pink
3327,318,0,406,197,527,3696,1,purple
3328,445,0,552,281,716,4914,1,purple
3329,384,5,513,219,678,5906,1,purple
3330,1767,12,2148,1180,2742,19315,2,dark purple
3331,0,0,5,0,5,192,0,pink
3332,5,0,5,5,11,337,0,pink
3333,10,0,23,5,27,503,0,pink
3334,34,0,41,19,56,770,0,pink
3335,231,0,300,146,385,2975,0,pink
3336,394,5,476,270,600,3809,1,purple
3337,609,5,696,413,895,4961,1,purple
3338,483,5,600,323,764,5768,1,purple
3339,3145,18,3207,2077,4288,22879,2,dark purple
3340,0,0,0,0,0,135,0,pink
3341,5,0,5,5,11,322,0,pink
3342,29,0,25,16,38,542,0,pink
3343,79,5,87,51,116,804,0,pink
3344,409,5,426,266,569,3532,1,purple
3345,670,5,693,459,906,4513,1,purple
3346,986,5,972,666,1297,5954,1,purple
3347,966,5,997,617,1351,7077,1,purple
3348,5022,5,4526,3363,6192,24926,2,dark purple
3349,5,0,5,0,5,170,0,pink
3350,15,0,13,5,21,365,0,pink
3351,46,0,39,28,57,593,0,pink
3352,102,0,86,64,124,750,0,pink
3353,587,5,552,401,742,3604,1,purple
3354,1166,5,1049,804,1411,5021,1,purple
3355,1633,5,1492,1118,2009,6740,1,purple
3356,1472,5,1294,941,1826,7683,1,purple
3357,3202,5,3158,2150,4216,20961,2,dark purple
3358,5,0,5,5,5,167,0,pink
3359,10,0,14,5,16,354,0,pink
3360,20,0,23,12,31,501,0,pink
3361,73,5,67,49,92,721,0,pink
3362,469,5,463,318,614,3177,1,purple
3363,682,5,695,489,889,4202,1,purple
3364,1021,5,1006,695,1334,5456,1,purple
3365,925,5,887,578,1236,6383,1,purple
3366,1829,5,2292,1261,2864,20623,2,dark purple
3367,5,0,5,0,5,166,0,pink
3368,12,0,17,5,21,380,0,pink
3369,25,0,35,19,41,563,0,pink
3370,58,0,61,38,81,785,0,pink
3371,348,5,362,229,483,3257,1,purple
3372,420,5,537,297,661,4035,1,purple
3373,539,5,724,400,864,5419,1,purple
3374,425,0,553,270,708,6018,1,purple
3375,1513,5,1983,1018,2482,19804,2,dark purple
3376,0,0,5,0,5,183,0,pink
3377,12,0,16,5,21,347,0,pink
3378,23,0,39,18,44,567,0,pink
3379,83,5,72,50,106,844,0,pink
3380,308,5,348,212,444,3120,0,pink
3381,385,5,499,272,612,4023,1,purple
3382,398,5,563,280,682,5022,1,purple
3383,304,5,442,179,569,5698,1,purple
3384,1327,5,1833,935,2229,20058,2,dark purple
