deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
0,0,0,0,0,41
0,0,5,0,5,45
5,5,0,0,5,161
5,0,5,,5,119
5,0,5,,5,164
5,0,12,,14,107
0,0,0,0,0,26
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
49,5,27,,78,3109
0,0,0,0,0,5
0,0,0,0,0,23
0,0,0,0,0,81
5,0,0,0,5,111
5,0,5,0,11,446
5,5,5,0,12,531
13,5,5,0,20,739
20,5,15,,34,1172
24,5,16,,37,380
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,40
5,0,5,,5,78
5,0,5,,10,110
11,5,5,,18,144
89,5,116,21,185,1955
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,79
5,0,14,,19,226
16,0,33,,45,494
64,5,68,13,120,1150
14,0,5,,18,679
0,0,0,0,0,5
0,0,0,0,0,26
5,0,0,0,5,58
0,0,0,0,0,44
5,0,0,0,5,100
0,0,0,0,0,53
5,0,0,0,5,102
5,0,5,,13,293
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1096,25,915,459,1577,10990
5,0,5,0,5,117
5,5,5,,5,191
12,5,11,,17,295
17,5,13,,25,370
149,5,149,76,225,1697
219,5,223,107,341,2229
310,5,265,136,444,2782
382,5,247,125,511,3309
613,16,693,371,951,2852
5,0,5,0,5,84
5,5,5,,5,38
5,5,5,,12,50
13,0,12,,19,87
119,5,127,68,181,541
158,5,182,95,248,716
165,5,206,105,269,752
143,5,150,89,208,584
31,5,28,15,45,606
0,0,0,0,0,10
0,0,0,0,0,37
5,0,5,0,5,27
5,0,0,0,5,34
5,0,5,,10,135
5,5,5,,5,138
5,0,5,,10,125
10,0,11,,16,100
0,0,0,0,0,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
67,5,54,12,112,4165
0,0,0,0,0,11
0,0,0,0,0,45
5,0,5,,5,120
5,0,5,0,5,154
5,0,10,,17,681
13,5,13,,26,885
21,0,15,,30,1069
18,5,14,,32,1200
15,5,30,,46,1008
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,5,0,0,5,20
5,0,5,0,5,167
5,5,5,0,5,233
5,5,10,,16,299
5,5,11,,15,283
361,5,102,55,409,1700
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
10,0,5,,10,56
38,0,15,,46,170
107,5,25,18,115,461
206,0,59,27,238,1008
5,0,5,,14,648
0,0,0,0,0,12
0,0,0,0,0,71
0,0,0,0,0,89
0,0,0,0,0,71
5,0,0,0,5,116
5,0,5,,5,82
5,0,5,,5,74
0,0,5,0,5,133
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
1266,5,1151,722,1695,11317
5,0,5,,5,124
5,0,5,,5,194
12,0,20,,23,333
41,0,33,24,50,433
240,0,227,151,316,1919
297,0,302,201,398,2446
357,0,329,203,483,2850
313,5,230,132,411,3018
879,5,959,645,1193,3126
5,0,5,,5,81
5,0,5,,5,30
10,0,18,,20,62
31,0,30,23,38,104
192,0,208,140,260,675
245,0,266,187,324,807
248,0,275,183,340,835
147,5,154,102,199,532
32,0,30,,54,694
0,0,5,0,5,14
0,0,0,0,0,41
0,0,0,0,0,56
5,0,0,0,5,51
5,0,5,,11,152
5,0,5,,11,137
5,0,10,,15,128
5,0,5,,13,115
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,5
5,0,0,0,5,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
137,0,74,37,174,4241
0,0,0,0,0,17
0,0,5,0,5,57
5,0,5,,5,133
5,0,5,0,5,174
30,0,11,,34,717
22,0,16,,29,953
42,0,17,,52,1106
37,0,26,13,50,1084
76,0,44,16,104,1399
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,0,0,5,29
5,0,5,,5,206
14,0,5,,19,334
26,0,14,,33,415
28,0,18,,42,407
137,0,36,15,158,1232
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,0,0,5,41
11,0,5,0,12,141
34,0,11,,41,287
90,0,24,11,103,760
5,0,5,,11,617
0,0,0,0,0,12
0,0,0,0,0,63
0,0,0,0,0,74
5,0,5,,5,72
0,0,0,0,0,126
5,0,5,0,5,74
0,0,5,0,5,77
5,0,5,0,5,119
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
866,28,957,430,1418,11371
5,5,5,0,5,167
5,5,5,0,5,191
17,5,13,,24,299
30,5,27,15,44,437
132,5,152,72,215,1822
195,5,250,107,345,2433
260,5,294,140,418,3025
230,5,215,89,361,2997
501,18,705,325,897,3044
0,5,5,0,5,112
0,0,5,0,5,31
13,0,11,,17,74
21,5,23,14,31,127
104,5,123,62,168,556
127,5,201,85,247,795
153,5,217,106,268,821
83,5,126,51,161,528
33,5,37,10,63,698
5,5,5,0,5,32
0,0,0,0,0,29
5,0,5,0,5,44
5,5,5,,5,53
5,0,5,,5,175
5,5,5,,16,146
5,0,5,,12,132
5,0,10,,14,87
0,0,0,0,0,15
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
146,5,81,43,188,4134
0,0,5,0,5,13
5,5,0,0,5,54
5,5,0,0,5,98
5,0,5,0,5,172
16,0,5,,19,658
31,5,18,10,41,923
42,0,27,14,55,1144
49,0,25,13,61,1072
84,5,78,33,130,1495
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,12
0,0,5,0,5,25
5,0,5,,11,225
15,0,17,,24,337
30,0,26,13,43,460
33,5,26,10,50,435
92,5,44,16,121,1368
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,0,5,45
12,0,5,,15,150
26,0,17,,37,390
52,5,22,,66,780
5,0,12,,18,616
0,0,0,0,0,10
0,0,0,0,0,74
0,0,0,0,0,70
0,0,0,0,0,56
5,0,5,0,5,160
5,0,5,,5,79
5,0,5,0,5,74
5,0,5,,5,93
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
148,5,205,52,308,3318
5,5,5,0,5,36
5,0,5,,5,47
5,0,5,0,5,76
5,0,5,,5,107
10,5,27,,33,486
11,0,40,,49,660
59,5,79,25,115,963
63,5,50,17,97,943
51,5,136,27,167,835
5,5,5,0,5,25
5,0,5,,5,15
0,0,5,0,5,12
0,0,5,0,5,26
5,5,21,,25,129
5,0,31,,34,195
21,5,51,11,63,260
17,5,26,,35,173
5,0,5,0,5,179
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,35
0,0,5,0,5,33
5,0,5,0,5,47
5,0,5,0,5,38
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
25,0,19,,37,1232
0,0,0,0,0,5
0,0,0,0,0,10
5,0,0,0,5,29
5,0,0,0,5,41
0,0,5,0,5,211
5,0,5,0,5,263
15,0,11,,20,349
5,0,5,,10,324
36,0,34,11,59,444
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,5
5,0,5,,5,5
5,0,5,0,5,54
5,0,5,,11,111
12,0,13,,19,144
17,0,5,,23,124
32,0,11,,36,448
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,11
0,0,0,0,0,45
5,0,5,,5,137
22,0,5,,26,254
5,0,0,0,5,174
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,22
0,0,0,0,0,24
0,0,0,0,0,44
0,0,0,0,0,13
5,0,0,0,5,26
0,0,0,0,0,30
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1004,12,1345,932,1429,7456
5,5,5,0,5,172
5,0,12,,13,212
25,5,31,22,35,315
50,5,66,48,69,415
246,5,316,224,339,1797
271,5,369,253,390,1678
203,0,277,190,290,1366
201,5,269,189,284,1501
784,11,1099,747,1147,3817
5,5,5,0,5,131
5,0,10,,10,60
21,5,28,19,31,120
44,5,59,42,62,209
200,5,270,188,283,968
222,5,322,217,330,996
167,0,232,158,241,762
124,5,175,118,183,571
43,0,47,38,52,466
0,0,5,0,5,31
5,0,5,,5,58
0,0,0,0,0,51
5,0,5,,5,47
14,0,11,11,14,119
13,0,15,12,16,73
5,0,5,,5,45
5,0,10,,10,42
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
63,0,73,48,88,1811
0,0,0,0,0,5
5,0,5,0,5,24
5,0,5,,5,66
5,0,5,,5,80
19,0,19,13,25,448
17,0,17,12,22,389
12,0,12,10,14,311
10,0,20,10,20,490
28,0,29,23,34,267
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,64
5,0,5,,5,65
5,0,5,,5,62
13,0,14,12,15,63
74,0,82,65,91,602
0,0,0,0,0,5
0,0,0,0,0,0
5,0,5,,5,5
5,0,5,,5,5
5,0,5,,5,50
5,0,5,,10,110
15,0,20,14,21,159
44,0,46,39,51,275
12,5,15,11,17,492
0,0,0,0,0,5
0,0,0,0,0,69
5,0,5,,5,73
0,0,0,0,0,66
5,0,5,,5,147
5,0,5,,5,45
0,0,0,0,0,27
5,5,5,,5,60
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
707,0,804,453,1058,7154
5,0,5,,5,228
5,0,5,,5,233
25,0,23,16,32,326
42,0,45,25,62,427
207,0,215,136,286,1695
182,0,209,123,268,1637
143,0,166,90,219,1339
100,0,134,59,175,1269
544,0,683,378,849,3706
5,0,5,,5,184
5,0,5,,5,71
21,0,19,12,28,123
31,0,35,18,48,212
166,0,188,117,237,928
143,0,185,105,223,942
112,0,143,76,179,760
64,0,101,46,119,486
29,0,15,13,31,416
5,0,0,0,5,27
0,0,0,0,0,62
5,0,5,,5,51
5,0,5,,5,49
5,0,5,,5,107
5,0,5,,5,49
5,0,5,,5,40
5,0,5,,5,31
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
65,0,53,35,83,1864
0,0,0,0,0,5
0,0,0,0,0,34
5,0,5,,5,58
5,0,5,,5,83
15,0,12,,20,437
15,0,10,,17,427
5,0,5,,5,350
20,0,17,,28,467
5,0,13,,15,226
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,11
0,0,5,0,5,54
5,0,5,,5,54
5,0,5,,5,51
5,0,5,,5,52
54,0,32,19,67,465
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
13,0,5,,14,48
15,0,5,,18,106
15,0,5,,18,116
11,0,5,,17,190
5,0,5,,13,477
0,0,0,0,0,5
0,0,0,0,0,65
5,0,5,,5,90
5,0,5,,5,70
5,0,5,,5,121
5,0,5,,5,59
0,0,5,0,5,22
0,0,5,0,5,43
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
444,11,616,257,812,6794
5,0,10,,14,237
5,0,5,,5,206
13,0,19,10,22,311
19,5,21,,37,406
102,5,148,67,184,1525
121,5,156,71,209,1586
95,5,141,49,188,1318
82,5,117,48,152,1205
333,10,521,206,657,3501
5,0,5,,10,192
5,0,5,,5,69
5,0,14,,16,115
13,5,17,,29,182
72,5,119,50,142,826
96,5,133,55,177,919
72,5,132,44,161,708
60,5,96,41,116,490
15,0,21,,28,377
5,0,5,,5,30
0,0,0,0,0,46
0,0,0,0,0,39
0,0,5,0,5,33
5,0,5,,5,93
5,0,5,,5,56
5,0,5,,5,45
5,0,5,,5,35
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
54,5,35,24,65,1747
0,0,5,0,5,5
0,0,0,0,0,24
5,0,5,,5,60
5,0,5,,5,89
18,5,14,10,22,384
10,0,5,,11,402
10,0,5,,11,361
11,0,5,,13,421
5,0,5,,5,206
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,12
5,0,0,0,5,31
0,0,5,0,5,59
5,0,5,,5,55
5,0,5,,5,42
28,0,17,10,35,443
0,0,0,0,0,5
0,0,0,0,0,5
5,0,0,0,5,5
5,0,0,0,5,5
5,0,5,0,5,45
12,0,5,,13,92
5,0,5,,5,122
5,0,5,0,10,176
10,0,14,,18,518
0,0,0,0,0,5
0,0,0,0,0,66
5,0,5,,5,85
5,0,5,,5,89
5,0,5,,5,146
5,0,5,,5,56
5,0,5,0,5,27
5,0,5,0,5,41
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
51,5,106,21,136,1787
0,0,0,0,0,54
0,0,0,0,0,52
5,0,5,,5,99
5,0,5,,5,108
5,5,16,,22,359
5,0,29,,30,395
13,5,25,,33,368
18,0,27,,39,352
37,5,91,13,115,905
0,0,0,0,0,40
0,0,0,0,0,17
5,0,5,,5,37
5,0,5,,5,51
5,5,15,,21,189
5,0,27,,27,233
5,0,21,,27,201
12,0,19,,28,137
5,0,5,0,5,78
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,5
0,0,0,0,0,19
5,0,0,0,5,14
0,0,0,0,0,5
0,0,5,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,5,,5,476
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,20
0,0,0,0,0,30
5,0,5,,5,91
5,0,5,,5,99
5,5,5,0,5,105
5,0,5,,5,122
5,0,5,,5,76
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,16
0,0,0,0,0,13
5,0,5,,5,21
0,0,0,0,0,18
5,0,5,,5,98
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,21
0,0,0,0,0,25
5,0,5,,5,48
5,0,5,,5,154
0,0,0,0,0,5
0,0,0,0,0,22
0,0,0,0,0,29
0,0,0,0,0,16
0,0,0,0,0,40
0,0,0,0,0,15
0,0,0,0,0,10
5,0,5,,5,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
21827,486,25437,12486,35229,243065
5,11,43,,60,2149
75,5,127,36,172,4147
213,23,285,109,411,6143
608,37,679,355,969,8915
3026,103,3679,1748,5055,37775
4738,107,5703,2850,7691,47155
6510,111,7472,3826,10260,61636
6648,86,7449,3559,10611,75145
15323,343,17446,9728,23353,69690
5,5,28,,37,1243
51,5,95,29,121,841
161,17,218,92,303,1529
480,29,536,306,739,2795
2446,75,2874,1532,3859,13046
3787,84,4331,2436,5759,16450
4704,73,5216,3012,6974,18887
3687,54,4148,2318,5561,14899
731,20,686,275,1162,15361
5,5,5,0,14,459
12,5,5,,17,774
20,5,18,,34,985
43,5,35,15,67,1264
157,5,112,49,225,3336
142,5,158,58,243,3012
190,5,180,75,298,3126
165,5,168,70,264,2405
5,0,5,0,10,212
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,5
5,0,5,0,5,19
5,0,0,0,5,45
0,0,0,0,0,43
5,0,5,0,5,42
5,0,0,0,5,35
889,37,1422,351,1997,70392
0,5,5,0,5,204
5,5,11,,18,987
23,5,25,,42,1777
46,5,44,19,74,2534
169,13,194,53,323,11604
179,5,249,67,368,13843
200,5,365,86,484,17466
264,5,530,115,682,21977
2718,71,3902,1394,5293,42460
0,0,0,0,0,15
5,0,5,0,5,78
5,5,13,,16,276
11,0,31,,38,754
140,5,349,70,425,5455
376,12,653,187,854,8324
835,28,1175,441,1597,12227
1353,22,1677,691,2358,15331
1356,5,1012,370,2003,21346
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,15
5,0,5,,5,71
37,0,45,12,70,957
122,5,123,34,213,2593
368,5,281,103,547,5780
826,5,557,220,1165,11926
802,10,967,368,1411,23603
0,0,5,0,5,220
5,0,10,,11,1452
5,0,5,,14,1552
24,5,28,10,43,1477
74,5,105,32,150,3332
132,5,189,68,254,2890
210,5,254,109,356,4108
352,5,369,145,580,8572
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
38873,87,38993,26624,51304,264783
58,5,70,24,104,2297
383,0,320,232,471,4575
1049,0,900,703,1246,7634
2394,5,1984,1670,2710,11202
8851,17,8082,6270,10672,44455
9015,23,9099,6388,11740,53430
9377,17,10194,6520,13066,66250
7746,27,8344,4817,11295,74940
28640,56,29321,21752,36247,86281
38,0,40,15,63,1316
293,0,254,195,352,1127
835,0,750,621,964,2351
1956,5,1727,1502,2182,4426
7246,12,6802,5527,8526,18256
7365,15,7453,5601,9224,21044
6808,10,7499,5210,9107,22160
4099,18,4796,3081,5829,15601
1271,5,943,566,1653,16379
12,5,16,,23,440
34,0,17,11,40,817
69,0,38,22,85,1071
136,0,75,55,156,1327
344,0,202,146,400,3739
263,5,194,116,344,3310
241,0,218,125,334,3204
172,5,183,86,271,2471
20,0,12,10,22,194
0,0,0,0,0,5
0,0,0,0,0,5
5,0,0,0,5,10
5,0,5,,5,19
11,0,5,,11,48
5,0,5,,5,41
5,0,5,,5,39
0,0,5,0,5,27
2543,5,2007,970,3586,73585
5,0,12,,16,232
33,0,22,13,42,1036
84,0,48,31,101,2016
178,0,78,49,207,2843
608,5,344,215,739,12283
402,5,314,131,587,14592
550,5,492,237,806,18025
682,5,697,292,1088,22558
3627,5,4489,2120,6004,44669
0,0,0,0,0,16
5,0,5,,5,88
16,0,22,10,28,295
43,0,54,24,73,813
334,5,469,204,600,5480
567,5,772,332,1008,8869
1114,5,1395,641,1871,13265
1549,5,1768,905,2415,15843
1328,5,922,411,1842,19154
0,0,0,0,0,5
5,0,0,0,5,10
5,0,5,0,5,30
5,0,5,0,5,84
56,5,46,14,89,942
164,5,115,46,234,2519
334,5,271,122,484,5289
769,5,488,229,1028,10278
1444,5,1299,795,1950,24517
5,0,5,,5,287
18,0,18,,27,1491
43,0,41,19,65,1860
76,5,48,39,86,1689
252,0,214,159,307,3707
252,0,249,161,340,3054
326,5,316,182,460,4268
475,5,411,224,663,8161
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
16890,395,21587,8970,29864,242535
36,5,57,10,91,2340
67,5,106,35,144,3945
176,5,253,91,346,6333
352,10,501,179,684,8973
2030,54,2906,1126,3862,36246
3348,85,4718,1930,6212,47660
5031,115,6467,2763,8840,63810
5850,108,6579,2836,9685,73228
9151,232,13983,6112,17232,68868
20,5,22,,41,1327
46,5,75,32,92,851
117,5,189,74,236,1548
232,5,382,137,483,2674
1375,32,2192,900,2697,12267
2163,57,3431,1511,4136,16326
2866,68,4304,1945,5286,19302
2332,57,3388,1508,4261,14573
549,19,596,199,964,15600
13,5,24,,36,506
5,5,11,,19,772
17,5,14,,25,1004
25,5,25,,43,1211
99,5,84,28,157,3348
118,5,122,37,208,3101
134,5,166,53,250,3258
134,5,150,60,226,2400
5,0,5,,5,168
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,15
5,0,0,0,5,11
0,0,0,0,0,38
5,0,0,0,5,32
0,0,0,0,0,40
5,0,5,,5,23
1970,36,1573,582,2995,69044
0,5,5,0,5,223
5,5,11,,19,897
26,5,28,,48,1703
50,5,40,17,74,2542
202,5,153,50,314,10814
284,5,253,77,466,13846
541,5,413,175,786,17696
859,5,668,254,1279,21323
3112,81,3735,1425,5493,44620
0,0,0,0,0,20
5,0,5,0,5,81
5,0,11,,16,274
29,0,32,11,50,742
237,5,336,105,474,5259
504,12,654,212,956,8757
927,30,1128,426,1657,13321
1407,33,1570,670,2334,16166
1244,10,792,289,1755,20279
0,0,0,0,0,5
5,0,0,0,5,10
0,0,5,0,5,21
5,0,5,,5,71
50,0,34,10,74,949
153,5,97,30,220,2678
348,5,222,73,500,5789
689,5,436,175,955,10759
858,17,905,362,1417,23953
5,0,5,,5,259
5,5,5,0,5,1328
10,5,5,,18,1767
12,5,21,,30,1722
67,5,107,33,146,3569
124,5,161,63,224,2920
215,5,234,91,361,4404
426,5,365,168,626,7984
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2362,214,5482,1166,6878,74347
5,5,5,,15,647
5,5,21,,27,1060
5,5,57,,62,1802
32,5,118,13,143,2526
157,22,619,75,722,10372
391,48,1107,197,1346,14448
776,72,1753,396,2198,20560
991,52,1799,476,2365,22932
1052,130,3249,654,3771,19766
5,5,5,0,10,357
5,5,14,0,18,228
5,5,40,,43,424
17,5,84,,95,730
85,13,421,43,476,3292
219,37,737,127,865,4693
373,45,1087,238,1264,5759
350,23,862,235,1000,4283
72,11,144,22,204,4728
0,0,5,0,5,139
0,5,5,0,5,204
0,5,5,0,5,294
5,5,10,,16,330
10,5,27,,37,993
17,5,25,,42,1015
25,5,44,,61,1044
14,0,29,,37,709
0,0,0,0,0,46
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,5
0,0,0,0,0,10
280,11,448,86,653,21200
5,0,5,,5,67
0,0,5,0,5,234
5,0,5,,5,500
5,5,5,,12,740
17,5,30,,42,3165
37,5,71,13,96,4152
79,5,121,18,186,5722
141,5,210,45,310,6620
597,45,1192,306,1524,14925
0,0,0,0,0,5
5,0,5,,5,19
5,5,5,,5,81
5,5,12,,17,232
28,5,104,16,118,1628
78,5,219,42,259,2882
197,16,367,99,479,4718
286,19,482,144,642,5364
212,5,219,57,379,6340
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,16
5,0,14,,19,263
15,5,16,,29,777
64,5,67,19,113,1853
126,5,122,33,218,3427
149,11,230,41,347,7342
0,5,5,0,5,81
5,0,5,0,5,373
5,0,5,,5,497
0,0,5,0,5,472
10,5,23,,30,1022
25,5,39,,55,918
38,5,67,13,95,1460
74,5,94,13,158,2519
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10454,200,9619,5131,15137,103560
5,5,17,0,31,1353
51,5,55,17,95,2194
141,10,129,53,225,3005
397,17,356,182,588,4959
1820,50,1757,908,2719,19813
2619,50,2426,1342,3752,22557
2951,39,2742,1537,4194,25106
2466,23,2137,1092,3533,24573
7254,147,7213,4218,10392,31110
5,5,5,0,19,722
37,5,41,16,65,407
99,5,93,48,151,775
306,10,293,167,442,1682
1457,33,1470,813,2147,7192
2081,41,1972,1203,2890,7953
2016,30,2003,1225,2823,7576
1251,18,1333,746,1855,4803
509,15,378,143,758,9861
5,0,5,0,5,283
5,5,5,0,5,461
18,5,12,,29,593
46,5,30,,72,873
131,5,78,39,175,2499
115,0,90,31,174,2189
115,5,101,40,179,1788
78,0,62,23,117,1175
21,5,16,,34,953
0,0,0,0,0,19
0,0,0,0,0,51
5,0,0,0,5,46
5,0,5,0,5,70
5,5,5,0,5,210
5,0,5,,5,197
5,0,5,0,5,174
5,0,5,0,5,186
566,21,573,162,998,34178
5,5,5,0,5,206
5,5,5,0,13,515
16,0,17,,31,835
35,5,19,,50,1457
118,5,83,24,186,6692
110,5,122,28,207,7668
143,5,150,52,242,8567
137,5,171,49,262,8238
455,5,592,179,877,7395
0,0,0,0,0,5
5,0,5,,5,23
5,0,5,,5,60
5,0,10,0,11,195
28,5,62,,85,1243
78,5,122,27,176,1760
161,5,215,82,298,2126
184,5,176,62,299,1983
1557,5,774,399,1937,13748
0,0,0,0,0,0
0,0,5,0,5,5
5,0,5,0,5,21
5,0,5,0,5,68
69,0,51,19,101,808
210,5,108,46,275,1967
488,5,243,131,601,3958
785,5,367,203,950,6921
92,5,73,26,141,6298
0,0,5,0,5,118
5,5,5,0,5,726
5,0,5,0,5,672
5,0,5,0,5,611
15,5,12,,21,1165
16,0,5,,21,822
25,0,24,,42,917
28,0,24,,43,1267
0,0,0,0,0,17
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
17310,47,13916,9815,21442,112794
27,5,31,10,50,1417
188,5,131,86,234,2597
539,5,344,275,608,3762
1146,0,787,641,1292,6061
4465,10,3404,2603,5272,22756
4316,15,3580,2577,5332,25321
4082,12,3493,2368,5215,26856
2547,5,2146,1255,3439,24024
12943,30,11349,8537,15773,38265
18,0,18,,28,738
140,5,104,81,164,565
424,5,307,259,472,1180
908,0,694,597,1005,2340
3648,5,3040,2424,4266,9613
3537,12,3088,2327,4308,10043
2947,5,2735,1971,3716,8890
1321,5,1363,870,1814,4896
896,5,459,249,1113,10251
5,5,10,,16,285
25,0,5,,31,530
