deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
5,0,0,0,5,16
5,5,0,0,5,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
68,5,143,25,191,2322
0,0,0,0,0,28
0,0,0,0,0,28
0,0,5,0,5,57
0,0,5,0,5,84
5,0,19,,24,333
12,5,36,,47,464
19,0,37,,50,573
29,5,49,11,68,755
31,5,87,12,107,580
0,0,0,0,0,16
0,0,0,0,0,5
0,0,5,0,5,12
0,0,0,0,0,26
5,0,15,,19,118
5,5,28,,32,126
5,0,18,,23,133
10,0,25,,32,144
5,5,5,0,5,103
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,12
0,0,5,0,5,23
5,5,5,0,5,31
0,0,0,0,0,14
0,0,0,0,0,13
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,17,,21,760
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,29
0,0,0,0,0,27
5,0,5,,5,127
5,5,5,,5,192
5,0,5,0,5,180
5,0,5,,5,189
5,0,5,,11,120
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,20
5,0,5,0,5,33
5,0,5,,5,35
5,0,5,,5,29
21,5,25,,43,644
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,0,5,23
5,5,0,0,5,69
5,0,10,,14,192
13,5,14,,25,354
5,0,5,,5,113
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,5
0,0,0,0,0,22
0,0,0,0,0,13
0,0,5,0,5,19
5,0,5,,5,26
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
80,5,170,29,224,2575
5,0,0,0,5,36
0,0,0,0,0,45
0,0,5,0,5,62
0,0,5,0,5,81
5,0,17,,20,361
16,5,41,,50,504
29,5,58,13,75,678
29,5,51,,75,808
32,5,116,17,132,713
0,0,0,0,0,18
0,0,0,0,0,12
0,0,5,0,5,12
0,0,5,0,5,23
5,0,12,,14,127
5,5,30,,35,155
13,0,45,,49,219
5,0,26,,31,147
5,0,5,0,5,105
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,29
0,0,5,0,5,22
5,0,5,0,5,22
0,0,0,0,0,13
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11,5,13,,22,799
5,0,0,0,5,5
0,0,0,0,0,17
0,0,0,0,0,30
0,0,0,0,0,38
5,0,5,,5,126
5,0,5,,5,196
5,5,5,,5,214
5,5,5,,5,172
5,0,11,,15,140
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,20
5,0,5,,5,36
5,0,5,,5,35
5,0,5,,5,45
27,0,26,,48,700
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,36
5,0,5,,5,77
5,0,5,,5,172
17,0,15,,30,411
5,0,5,0,5,115
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,14
0,0,0,0,0,5
0,0,5,0,5,23
0,0,0,0,0,18
5,0,5,0,5,16
0,0,0,0,0,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
41,5,99,12,129,1810
0,0,0,0,0,5
5,0,0,0,5,31
5,0,5,,5,38
5,0,5,0,5,49
5,0,5,,12,259
5,0,20,,25,348
15,5,31,,41,508
13,5,37,,47,569
17,0,60,,70,484
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,11
5,0,5,0,5,18
5,0,5,,5,90
5,0,13,0,14,111
5,0,23,,25,129
5,0,15,0,19,114
0,0,5,0,5,68
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,14
0,0,5,0,5,18
0,0,0,0,0,12
0,0,5,0,5,16
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
5,0,5,0,16,576
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,13
0,0,0,0,0,19
5,0,5,0,5,107
5,0,5,0,5,131
5,0,5,0,5,162
5,0,5,0,5,131
5,0,5,,5,101
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,14
5,0,5,,5,20
0,0,5,0,5,34
5,0,5,,5,31
14,5,20,,32,497
0,0,0,0,0,0
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,26
5,0,5,0,5,50
5,5,5,0,5,154
5,5,16,,20,264
0,0,5,0,5,82
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,10
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,17
0,0,0,0,0,17
0,0,0,0,0,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,46,427,0,473,4530
0,5,5,0,5,42
0,5,5,0,5,68
0,5,5,0,5,110
0,5,19,0,20,196
0,12,61,0,73,871
0,13,102,0,115,1004
0,12,129,0,141,1177
0,5,106,0,110,1062
0,33,323,0,356,1529
0,5,5,0,5,21
0,5,5,0,5,16
0,0,5,0,5,28
0,5,14,0,15,73
0,5,51,0,59,295
0,11,78,0,89,390
0,5,98,0,106,421
0,5,73,0,76,285
0,5,13,0,16,326
0,0,5,0,5,5
0,5,0,0,5,10
0,0,0,0,0,16
0,0,5,0,5,25
0,5,5,0,5,96
0,0,5,0,5,67
0,5,5,0,5,76
0,0,5,0,5,29
0,0,0,0,0,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,5,24,0,30,1372
0,0,0,0,0,12
0,0,0,0,0,20
0,5,0,0,5,36
0,0,5,0,5,66
0,5,5,0,5,326
0,5,5,0,5,301
0,5,5,0,5,323
0,0,10,0,10,288
0,5,26,0,29,446
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,14
0,0,5,0,5,75
0,0,10,0,10,125
0,5,5,0,5,115
0,5,5,0,5,114
0,0,40,0,40,682
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,5,0,5,43
0,0,5,0,5,102
0,0,17,0,17,212
0,0,12,0,12,322
0,0,5,0,5,164
0,0,0,0,0,5
0,0,0,0,0,21
0,0,0,0,0,26
0,0,0,0,0,18
0,0,0,0,0,34
0,0,0,0,0,14
0,0,5,0,5,26
0,0,0,0,0,24
0,5,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,35,346,0,381,4073
0,0,0,0,0,46
0,0,5,0,5,65
0,0,5,0,5,110
0,5,12,0,16,196
0,10,63,0,73,818
0,5,77,0,83,861
0,5,100,0,105,981
0,10,90,0,100,996
0,29,244,0,273,1287
0,0,0,0,0,24
0,0,5,0,5,12
0,0,5,0,5,25
0,5,10,0,13,63
0,10,45,0,55,284
0,5,62,0,67,319
0,5,72,0,77,331
0,5,52,0,58,229
0,0,5,0,5,321
0,0,0,0,0,11
0,0,0,0,0,5
0,0,0,0,0,15
0,0,0,0,0,35
0,0,5,0,5,88
0,0,5,0,5,68
0,0,5,0,5,56
0,0,5,0,5,42
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,5,32,0,34,1249
0,0,0,0,0,5
0,0,0,0,0,21
0,0,0,0,0,39
0,5,5,0,5,68
0,0,10,0,10,297
0,0,5,0,5,286
0,0,5,0,5,283
0,5,5,0,10,247
0,5,21,0,23,398
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,11
0,0,5,0,5,72
0,0,5,0,5,92
0,0,5,0,5,105
0,5,5,0,5,113
0,5,37,0,39,645
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,36
0,5,5,0,5,73
0,0,13,0,13,190
0,5,19,0,20,343
0,0,5,0,5,168
0,0,0,0,0,5
0,0,5,0,5,23
0,0,0,0,0,26
0,0,0,0,0,16
0,0,0,0,0,41
0,0,5,0,5,22
0,0,5,0,5,16
0,0,5,0,5,21
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
28,45,361,19,415,4323
0,0,0,0,0,46
0,0,0,0,0,76
5,5,5,,5,114
0,5,10,0,13,206
5,11,61,,75,861
5,11,81,,96,939
5,5,107,,118,1074
5,5,96,,105,1007
26,28,275,17,312,1314
0,0,0,0,0,22
0,0,0,0,0,5
5,5,5,,5,31
0,5,5,0,12,66
5,5,54,,62,281
5,5,65,,75,321
5,5,76,,83,334
5,5,65,,72,251
5,5,12,,16,366
0,0,0,0,0,13
0,0,0,0,0,27
0,0,0,0,0,13
0,0,5,0,5,31
0,5,5,0,5,106
0,5,5,0,5,78
5,5,5,,5,72
0,0,5,0,5,26
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
5,5,28,,34,1418
0,0,0,0,0,5
0,0,0,0,0,21
0,0,0,0,0,42
0,0,0,0,0,66
0,5,5,0,5,318
0,5,5,0,5,345
0,0,11,0,11,353
5,5,5,,10,265
0,5,20,0,27,397
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,11
0,5,5,0,5,78
0,5,5,0,5,95
0,5,5,0,5,104
0,5,5,0,5,107
0,0,24,0,24,641
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,35
0,0,0,0,0,77
0,0,5,0,5,190
0,0,13,0,13,336
0,0,5,0,5,178
0,0,0,0,0,5
0,0,0,0,0,20
0,0,0,0,0,25
0,0,0,0,0,26
0,0,0,0,0,41
0,0,0,0,0,23
0,0,5,0,5,18
0,0,0,0,0,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
246,10,456,129,582,4290
0,0,0,0,0,48
0,5,5,0,5,93
5,0,5,,5,146
5,0,16,,19,243
35,5,80,20,96,793
52,5,92,27,121,897
61,5,134,37,159,1046
91,5,127,41,179,1024
185,5,325,113,403,1262
0,0,0,0,0,15
0,0,5,0,5,5
5,0,5,,5,30
5,0,12,,13,71
34,5,67,20,81,277
46,5,69,25,94,308
50,5,99,34,116,325
50,5,71,30,92,228
5,0,12,,17,313
0,0,0,0,0,13
0,0,0,0,0,24
0,0,0,0,0,28
5,0,5,0,5,34
0,0,5,0,5,88
5,0,5,,5,60
5,0,5,0,5,43
5,0,5,,5,23
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
5,5,40,,45,1527
0,0,0,0,0,5
0,5,0,0,5,29
0,0,0,0,0,59
0,0,0,0,0,93
5,5,5,0,5,317
5,0,15,,15,356
0,0,5,0,5,369
5,5,11,0,13,297
15,0,17,,30,266
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,10
0,0,5,0,5,49
5,0,5,0,5,67
5,0,5,,11,78
5,0,5,,12,57
36,0,58,11,83,712
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,29
5,0,5,0,5,88
5,0,13,,16,198
30,0,38,,59,390
0,0,5,0,5,207
0,0,0,0,0,13
0,0,0,0,0,28
0,0,0,0,0,27
0,0,0,0,0,29
0,0,0,0,0,32
0,0,0,0,0,17
0,0,5,0,5,32
0,0,5,0,5,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
225,0,402,102,525,4416
0,0,0,0,0,52
0,0,0,0,0,106
5,0,5,0,5,184
5,0,12,,15,232
27,0,60,16,71,880
56,0,117,35,138,907
52,0,100,22,130,1024
85,0,106,28,163,1031
140,0,290,87,343,1310
0,0,0,0,0,24
0,0,0,0,0,20
5,0,5,0,5,43
5,0,5,,10,61
19,0,49,14,54,280
45,0,99,32,112,323
31,0,72,19,84,325
41,0,58,21,78,234
5,0,12,,18,324
0,0,0,0,0,14
0,0,0,0,0,21
0,0,5,0,5,29
0,0,0,0,0,31
5,0,5,0,5,88
5,0,5,,5,68
5,0,5,0,5,50
5,0,5,,5,23
0,0,0,0,0,10
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
5,0,43,,47,1589
0,0,0,0,0,5
0,0,0,0,0,27
0,0,5,0,5,60
5,0,5,0,5,99
5,0,5,0,5,364
5,0,5,,5,355
5,0,13,,13,366
5,0,17,,17,309
18,0,22,,37,339
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,10
5,0,5,,5,70
5,0,5,0,5,72
5,0,5,,5,90
11,0,5,,17,94
50,0,32,,76,606
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,5
5,0,5,,5,29
5,0,5,0,5,62
15,0,5,,18,165
30,0,22,,48,342
5,0,5,0,5,238
0,0,0,0,0,5
0,0,0,0,0,36
0,0,0,0,0,44
0,0,0,0,0,24
5,0,0,0,5,47
0,0,0,0,0,26
0,0,5,0,5,28
0,0,0,0,0,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
155,5,388,72,472,4120
0,0,0,0,0,45
0,0,5,0,5,92
5,0,5,,5,157
5,0,14,,19,207
18,0,69,,80,829
30,0,94,15,109,903
40,0,109,22,127,943
57,5,93,23,128,944
108,0,297,62,343,1323
0,0,0,0,0,25
0,0,0,0,0,14
5,0,5,,5,42
5,0,13,,17,68
14,0,63,,71,316
23,0,73,13,83,313
22,0,84,17,89,306
40,0,57,21,76,239
5,0,5,,12,325
0,0,0,0,0,5
0,0,5,0,5,15
0,0,0,0,0,31
0,0,5,0,5,37
5,0,5,0,5,86
5,0,5,0,5,60
5,0,5,,5,59
0,0,5,0,5,31
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,5,5
0,0,0,0,0,0
5,5,34,,41,1402
0,0,0,0,0,5
0,0,5,0,5,25
0,0,0,0,0,50
5,0,0,0,5,63
0,0,5,0,5,306
5,0,5,,12,357
5,0,13,,14,317
5,5,5,0,5,277
5,0,14,0,19,304
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,51
0,0,5,0,5,85
5,0,5,0,5,73
5,0,5,0,10,84
26,0,30,,51,532
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,25
5,0,5,0,5,68
10,0,5,,14,157
13,0,18,,29,280
5,0,5,0,5,230
0,0,0,0,0,5
0,0,0,0,0,37
0,0,0,0,0,29
0,0,0,0,0,30
5,0,0,0,5,45
0,0,5,0,5,20
0,0,5,0,5,30
0,0,5,0,5,33
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
182,5,349,69,463,4425
0,0,0,0,0,37
0,0,5,0,5,125
5,0,5,0,5,162
5,0,15,,16,239
26,5,61,14,74,855
46,0,81,18,109,936
45,0,109,20,134,1021
59,0,78,14,123,1050
118,0,268,62,324,1393
0,0,0,0,0,19
0,0,0,0,0,24
0,0,5,0,5,35
5,0,14,,15,82
20,0,53,13,60,305
34,0,65,17,82,347
32,0,81,17,96,337
28,0,52,12,68,244
11,0,11,,20,353
0,0,0,0,0,5
0,0,5,0,5,29
5,0,0,0,5,23
0,0,5,0,5,33
5,0,5,,5,101
5,0,5,0,5,61
5,0,5,0,5,61
5,0,5,,5,37
0,0,0,0,0,11
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
5,5,30,0,35,1482
0,0,0,0,0,5
0,0,5,0,5,30
0,0,0,0,0,49
0,0,0,0,0,78
5,5,5,0,5,317
5,0,5,0,5,339
5,0,13,0,14,349
5,0,5,0,5,315
5,0,15,,17,313
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,48
5,0,5,0,5,73
5,0,5,,5,80
5,0,5,0,5,95
45,0,22,,63,611
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,34
5,0,5,,10,87
10,0,5,,13,159
26,0,12,,37,328
5,0,5,0,5,261
0,0,0,0,0,5
0,0,0,0,0,38
5,0,0,0,5,48
0,0,0,0,0,31
0,0,0,0,0,48
0,0,0,0,0,27
0,0,5,0,5,34
0,0,5,0,5,30
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
304,5,424,141,587,4546
0,0,5,0,5,52
0,0,5,0,5,107
5,0,5,,5,161
5,0,11,,15,222
45,0,82,19,108,926
78,5,111,36,153,1015
95,0,119,46,168,1074
78,0,96,36,138,989
208,5,325,119,414,1500
0,0,5,0,5,28
0,0,5,0,5,12
5,0,5,,5,38
5,0,5,,11,65
38,0,73,19,92,353
55,5,86,32,109,404
70,0,92,39,123,358
40,0,60,26,74,242
10,0,12,,20,377
0,0,0,0,0,10
0,0,0,0,0,21
0,0,0,0,0,26
5,0,0,0,5,38
5,0,5,0,5,101
5,0,5,,5,100
5,0,5,,5,52
5,0,5,0,5,29
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
15,0,27,,39,1477
0,0,0,0,0,5
0,0,0,0,0,29
0,0,0,0,0,53
5,0,5,,5,84
0,0,5,0,5,319
5,0,5,,12,324
5,0,5,0,5,369
5,0,10,,13,293
12,0,19,,28,329
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,0,5,58
5,0,5,0,5,70
5,0,5,,5,92
5,0,5,,10,98
57,5,39,13,83,614
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,34
5,5,5,,15,88
19,0,11,,26,182
25,0,18,,36,308
5,0,5,,5,242
0,0,0,0,0,5
0,0,0,0,0,44
0,0,0,0,0,41
0,0,0,0,0,26
0,0,0,0,0,58
0,0,0,0,0,29
5,0,5,,5,20
5,0,5,0,5,17
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
296,5,389,132,554,4412
5,0,5,0,5,47
5,0,5,,5,98
0,0,5,0,5,159
5,0,18,,21,228
28,5,53,12,70,825
54,0,86,29,111,920
94,0,125,46,173,1092
112,0,99,41,170,1043
173,0,286,107,352,1404
0,0,5,0,5,24
5,0,5,,5,16
0,0,5,0,5,48
5,0,14,,15,73
22,0,45,12,55,297
37,0,69,24,82,338
57,0,91,40,108,335
52,0,60,27,85,273
15,0,19,,28,371
5,0,0,0,5,10
0,0,0,0,0,16
0,0,5,0,5,20
0,0,5,0,5,45
5,0,5,0,5,93
5,0,5,,5,84
5,0,5,,10,66
0,0,5,0,5,37
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
17,0,37,,49,1485
0,0,0,0,0,5
0,0,0,0,0,32
0,0,0,0,0,49
5,0,5,0,5,70
5,0,5,0,5,303
5,0,5,,5,312
5,0,12,0,15,388
5,0,15,,20,323
5,5,15,,20,309
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
5,5,0,0,5,50
5,0,5,0,5,84
5,0,5,,5,99
5,0,5,,5,67
81,0,30,11,100,617
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,39
10,0,5,,12,78
25,0,5,,30,184
44,0,18,,54,312
5,0,5,0,5,223
0,0,0,0,0,5
0,0,0,0,0,33
0,0,0,0,0,39
0,0,0,0,0,32
0,0,5,0,5,42
0,0,0,0,0,23
0,0,5,0,5,19
5,0,0,0,5,31
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
503,5,511,236,779,4950
0,0,5,0,5,45
0,0,5,0,5,79
5,0,5,,5,160
5,0,15,,18,248
61,0,90,34,117,957
119,5,134,56,198,1079
139,0,144,70,213,1190
172,0,121,69,224,1192
340,0,402,197,545,1625
0,0,5,0,5,18
0,0,5,0,5,16
5,0,5,,5,37
5,0,13,,13,75
53,0,84,33,104,349
90,0,108,50,148,434
99,0,110,60,149,394
89,0,80,47,122,302
19,0,16,,31,379
0,0,0,0,0,16
0,0,0,0,0,17
0,0,0,0,0,26
5,0,5,0,5,48
5,0,5,0,5,83
5,0,5,0,5,69
5,0,5,,13,90
5,0,5,,5,30
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
27,5,38,12,54,1700
0,0,0,0,0,5
0,0,0,0,0,18
0,0,0,0,0,54
5,0,0,0,5,85
5,0,5,,5,380
5,5,5,,15,384
5,0,13,,15,397
5,0,13,,16,374
12,0,19,,29,323
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,57
5,0,5,0,5,72
5,0,5,,12,94
5,0,5,,11,86
101,0,33,20,114,692
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,5
5,0,5,0,5,38
15,0,5,,18,92
22,0,5,,24,195
62,0,20,14,68,363
5,0,5,,5,225
0,0,0,0,0,5
0,0,0,0,0,25
0,0,0,0,0,36
0,0,0,0,0,30
0,0,5,0,5,47
5,0,5,,5,28
0,0,0,0,0,19
5,0,0,0,5,37
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1053,5,818,535,1337,5350
0,0,5,0,5,44
0,0,0,0,0,92
5,0,5,,5,149
19,0,15,,26,236
139,0,132,75,196,947
225,5,201,131,296,1142
309,5,256,173,392,1345
357,0,206,144,419,1395
666,5,657,451,872,1875
0,0,5,0,5,20
0,0,0,0,0,11
5,0,5,,5,44
14,0,12,,19,70
101,0,114,67,148,339
178,0,178,118,238,500
207,5,207,152,262,514
162,0,139,103,198,377
41,0,14,,46,398
0,0,0,0,0,10
0,0,0,0,0,21
0,0,0,0,0,25
5,0,5,,5,35
14,0,5,,15,112
5,0,5,,5,82
5,0,5,,5,74
10,0,5,,12,39
5,0,5,,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
5,0,5,,5,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
61,0,52,19,94,1711
0,0,0,0,0,12
0,0,0,0,0,28
0,0,0,0,0,49
5,0,0,0,5,95
5,0,5,,15,351
13,0,12,,20,382
17,0,13,,27,409
21,0,19,,31,385
25,5,25,,44,306
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,5,5
0,0,5,0,5,5
5,0,5,0,5,55
0,5,5,0,5,58
10,0,10,,18,108
12,0,5,,16,77
253,0,65,44,274,830
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,5
11,0,5,,11,50
26,0,5,,27,91
67,0,24,15,76,211
148,0,30,20,158,473
5,0,5,,5,224
0,0,0,0,0,5
0,0,0,0,0,32
0,0,0,0,0,25
5,0,0,0,5,28
0,0,0,0,0,38
0,0,0,0,0,28
5,0,0,0,5,28
5,0,5,,5,43
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
1627,5,1094,765,1956,6271
0,0,5,0,5,28
5,0,5,0,5,115
5,0,12,,13,177
18,0,18,10,26,272
193,0,170,93,270,1080
353,5,284,194,443,1390
494,0,317,248,563,1577
561,0,289,214,636,1632
1005,5,868,637,1236,2323
0,0,0,0,0,16
0,0,5,0,5,14
5,0,10,,10,46
15,0,16,,22,94
148,0,153,87,214,443
283,5,242,181,344,617
319,0,245,203,361,631
235,0,199,152,282,462
62,0,28,13,77,441
0,0,5,0,5,5
5,0,0,0,5,23
0,0,0,0,0,19
5,0,5,,5,52
16,0,5,,20,121
14,0,5,,18,106
16,0,5,,19,74
13,0,5,,16,42
0,0,0,0,0,5
