group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2021,11,2,New York City,Total - All Places of Death,All Ages,236,0,420,85,571,4937
By Month,2021,11,2,New York City,Total - All Places of Death,0-17 years,0,0,5,0,5,51
By Month,2021,11,2,New York City,Total - All Places of Death,18-29 years,5,0,5,5,5,73
By Month,2021,11,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,13,163
By Month,2021,11,2,New York City,Total - All Places of Death,40-49 years,5,0,11,5,16,225
By Month,2021,11,2,New York City,Total - All Places of Death,50-64 years,41,0,67,17,91,868
By Month,2021,11,2,New York City,Total - All Places of Death,65-74 years,52,0,95,24,123,947
By Month,2021,11,2,New York City,Total - All Places of Death,75-84 years,61,0,114,17,158,1091
By Month,2021,11,2,New York City,Total - All Places of Death,85 years and over,66,0,117,20,163,1519
By Month,2021,12,2,New York City,Total - All Places of Death,All Ages,585,5,568,195,964,5662
By Month,2021,12,2,New York City,Total - All Places of Death,0-17 years,0,0,5,0,5,54
By Month,2021,12,2,New York City,Total - All Places of Death,18-29 years,5,5,5,5,5,84
By Month,2021,12,2,New York City,Total - All Places of Death,30-39 years,18,0,5,5,22,193
By Month,2021,12,2,New York City,Total - All Places of Death,40-49 years,22,0,17,5,31,240
By Month,2021,12,2,New York City,Total - All Places of Death,50-64 years,85,5,78,30,134,1008
By Month,2021,12,2,New York City,Total - All Places of Death,65-74 years,135,0,125,46,214,1081
By Month,2021,12,2,New York City,Total - All Places of Death,75-84 years,145,5,142,39,250,1304
By Month,2021,12,2,New York City,Total - All Places of Death,85 years and over,177,5,195,68,306,1698
By Month,2022,1,2,New York City,Total - All Places of Death,All Ages,2669,12,1251,899,3025,7936
By Month,2022,1,2,New York City,Total - All Places of Death,0-17 years,5,0,5,5,5,65
By Month,2022,1,2,New York City,Total - All Places of Death,18-29 years,5,0,5,5,5,90
By Month,2022,1,2,New York City,Total - All Places of Death,30-39 years,32,0,13,5,39,191
By Month,2022,1,2,New York City,Total - All Places of Death,40-49 years,82,0,38,30,90,335
By Month,2022,1,2,New York City,Total - All Places of Death,50-64 years,410,5,170,121,460,1278
By Month,2022,1,2,New York City,Total - All Places of Death,65-74 years,492,0,253,172,573,1468
By Month,2022,1,2,New York City,Total - All Places of Death,75-84 years,683,5,345,252,776,1840
By Month,2022,1,2,New York City,Total - All Places of Death,85 years and over,956,5,428,315,1072,2669
By Month,2022,2,2,New York City,Total - All Places of Death,All Ages,779,5,589,293,1076,5037
By Month,2022,2,2,New York City,Total - All Places of Death,0-17 years,5,0,5,0,5,55
By Month,2022,2,2,New York City,Total - All Places of Death,18-29 years,5,0,5,5,5,76
By Month,2022,2,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,10,147
By Month,2022,2,2,New York City,Total - All Places of Death,40-49 years,18,0,12,5,23,224
By Month,2022,2,2,New York City,Total - All Places of Death,50-64 years,104,0,75,36,143,830
By Month,2022,2,2,New York City,Total - All Places of Death,65-74 years,162,0,134,65,231,966
By Month,2022,2,2,New York City,Total - All Places of Death,75-84 years,223,5,170,94,300,1197
By Month,2022,2,2,New York City,Total - All Places of Death,85 years and over,261,0,191,89,363,1542
By Month,2022,3,2,New York City,Total - All Places of Death,All Ages,206,5,356,67,496,4680
By Month,2022,3,2,New York City,Total - All Places of Death,0-17 years,0,0,5,0,5,58
By Month,2022,3,2,New York City,Total - All Places of Death,18-29 years,0,0,0,0,0,95
By Month,2022,3,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,5,142
By Month,2022,3,2,New York City,Total - All Places of Death,40-49 years,5,0,5,5,5,214
By Month,2022,3,2,New York City,Total - All Places of Death,50-64 years,35,0,51,5,78,826
By Month,2022,3,2,New York City,Total - All Places of Death,65-74 years,51,5,91,18,124,946
By Month,2022,3,2,New York City,Total - All Places of Death,75-84 years,43,5,90,17,117,1046
By Month,2022,3,2,New York City,Total - All Places of Death,85 years and over,71,0,112,22,161,1353
By Month,2022,4,2,New York City,Total - All Places of Death,All Ages,118,5,310,36,396,4258
By Month,2022,4,2,New York City,Total - All Places of Death,0-17 years,0,0,0,0,0,48
By Month,2022,4,2,New York City,Total - All Places of Death,18-29 years,0,0,0,0,0,70
By Month,2022,4,2,New York City,Total - All Places of Death,30-39 years,5,0,5,0,5,141
By Month,2022,4,2,New York City,Total - All Places of Death,40-49 years,5,0,5,5,5,213
By Month,2022,4,2,New York City,Total - All Places of Death,50-64 years,18,0,47,5,58,757
By Month,2022,4,2,New York City,Total - All Places of Death,65-74 years,21,5,57,5,76,822
By Month,2022,4,2,New York City,Total - All Places of Death,75-84 years,37,5,98,14,123,1008
By Month,2022,4,2,New York City,Total - All Places of Death,85 years and over,39,5,99,11,128,1199
By Month,2022,5,2,New York City,Total - All Places of Death,All Ages,172,5,310,47,440,4618
By Month,2022,5,2,New York City,Total - All Places of Death,0-17 years,5,0,0,0,5,65
By Month,2022,5,2,New York City,Total - All Places of Death,18-29 years,5,0,5,5,5,97
By Month,2022,5,2,New York City,Total - All Places of Death,30-39 years,5,0,5,0,5,136
By Month,2022,5,2,New York City,Total - All Places of Death,40-49 years,5,0,12,5,15,211
By Month,2022,5,2,New York City,Total - All Places of Death,50-64 years,23,5,39,5,57,831
By Month,2022,5,2,New York City,Total - All Places of Death,65-74 years,31,5,63,5,87,880
By Month,2022,5,2,New York City,Total - All Places of Death,75-84 years,33,0,82,5,107,1080
By Month,2022,5,2,New York City,Total - All Places of Death,85 years and over,74,5,105,22,160,1318
By Month,2022,6,2,New York City,Total - All Places of Death,All Ages,195,5,340,46,493,4376
By Month,2022,6,2,New York City,Total - All Places of Death,0-17 years,0,0,5,0,5,50
By Month,2022,6,2,New York City,Total - All Places of Death,18-29 years,5,0,0,0,5,83
By Month,2022,6,2,New York City,Total - All Places of Death,30-39 years,5,0,5,0,5,150
By Month,2022,6,2,New York City,Total - All Places of Death,40-49 years,5,0,5,5,5,233
By Month,2022,6,2,New York City,Total - All Places of Death,50-64 years,24,5,60,5,79,761
By Month,2022,6,2,New York City,Total - All Places of Death,65-74 years,36,5,83,11,109,915
By Month,2022,6,2,New York City,Total - All Places of Death,75-84 years,58,0,77,5,129,949
By Month,2022,6,2,New York City,Total - All Places of Death,85 years and over,71,5,106,21,158,1235
By Month,2022,7,2,New York City,Total - All Places of Death,All Ages,241,5,340,59,524,4709
By Month,2022,7,2,New York City,Total - All Places of Death,0-17 years,0,0,5,0,5,76
By Month,2022,7,2,New York City,Total - All Places of Death,18-29 years,5,0,5,0,5,101
By Month,2022,7,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,5,173
By Month,2022,7,2,New York City,Total - All Places of Death,40-49 years,5,0,13,5,15,230
By Month,2022,7,2,New York City,Total - All Places of Death,50-64 years,17,0,41,5,54,822
By Month,2022,7,2,New York City,Total - All Places of Death,65-74 years,47,5,54,10,92,902
By Month,2022,7,2,New York City,Total - All Places of Death,75-84 years,59,0,95,15,139,1056
By Month,2022,7,2,New York City,Total - All Places of Death,85 years and over,109,5,130,26,214,1349
By Month,2022,8,2,New York City,Total - All Places of Death,All Ages,262,0,375,80,557,4774
By Month,2022,8,2,New York City,Total - All Places of Death,0-17 years,5,0,5,0,5,60
By Month,2022,8,2,New York City,Total - All Places of Death,18-29 years,5,0,0,0,5,70
By Month,2022,8,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,10,184
By Month,2022,8,2,New York City,Total - All Places of Death,40-49 years,5,0,5,5,11,235
By Month,2022,8,2,New York City,Total - All Places of Death,50-64 years,22,0,48,5,63,830
By Month,2022,8,2,New York City,Total - All Places of Death,65-74 years,43,0,66,5,104,909
By Month,2022,8,2,New York City,Total - All Places of Death,75-84 years,65,0,97,22,140,1119
By Month,2022,8,2,New York City,Total - All Places of Death,85 years and over,118,0,148,41,225,1367
By Month,2022,9,2,New York City,Total - All Places of Death,All Ages,196,0,313,52,457,4518
By Month,2022,9,2,New York City,Total - All Places of Death,0-17 years,5,0,5,0,5,61
By Month,2022,9,2,New York City,Total - All Places of Death,18-29 years,5,0,0,0,5,85
By Month,2022,9,2,New York City,Total - All Places of Death,30-39 years,0,0,5,0,5,134
By Month,2022,9,2,New York City,Total - All Places of Death,40-49 years,5,0,5,5,11,222
By Month,2022,9,2,New York City,Total - All Places of Death,50-64 years,15,0,50,5,61,848
By Month,2022,9,2,New York City,Total - All Places of Death,65-74 years,30,0,67,5,88,904
By Month,2022,9,2,New York City,Total - All Places of Death,75-84 years,62,0,84,17,129,1026
By Month,2022,9,2,New York City,Total - All Places of Death,85 years and over,80,0,102,20,162,1238
By Month,2022,10,2,New York City,Total - All Places of Death,All Ages,237,5,370,76,535,4978
By Month,2022,10,2,New York City,Total - All Places of Death,0-17 years,0,0,0,0,0,58
By Month,2022,10,2,New York City,Total - All Places of Death,18-29 years,5,0,5,0,5,83
By Month,2022,10,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,12,174
By Month,2022,10,2,New York City,Total - All Places of Death,40-49 years,5,5,5,0,12,215
By Month,2022,10,2,New York City,Total - All Places of Death,50-64 years,20,0,46,5,60,865
By Month,2022,10,2,New York City,Total - All Places of Death,65-74 years,41,0,72,17,96,940
By Month,2022,10,2,New York City,Total - All Places of Death,75-84 years,73,5,111,23,164,1162
By Month,2022,10,2,New York City,Total - All Places of Death,85 years and over,95,0,122,29,188,1481
By Month,2022,11,2,New York City,Total - All Places of Death,All Ages,300,20,433,82,671,5049
By Month,2022,11,2,New York City,Total - All Places of Death,0-17 years,5,5,5,0,5,64
By Month,2022,11,2,New York City,Total - All Places of Death,18-29 years,5,5,5,0,5,84
By Month,2022,11,2,New York City,Total - All Places of Death,30-39 years,5,5,5,5,11,173
By Month,2022,11,2,New York City,Total - All Places of Death,40-49 years,5,5,5,0,12,243
By Month,2022,11,2,New York City,Total - All Places of Death,50-64 years,26,5,51,5,76,850
By Month,2022,11,2,New York City,Total - All Places of Death,65-74 years,51,5,85,13,126,964
By Month,2022,11,2,New York City,Total - All Places of Death,75-84 years,83,5,121,24,184,1149
By Month,2022,11,2,New York City,Total - All Places of Death,85 years and over,124,5,159,39,248,1522
By Month,2022,12,2,New York City,Total - All Places of Death,All Ages,450,85,522,122,928,5663
By Month,2022,12,2,New York City,Total - All Places of Death,0-17 years,5,5,0,0,5,63
By Month,2022,12,2,New York City,Total - All Places of Death,18-29 years,5,0,5,0,5,81
By Month,2022,12,2,New York City,Total - All Places of Death,30-39 years,5,5,5,5,11,167
By Month,2022,12,2,New York City,Total - All Places of Death,40-49 years,5,5,5,0,15,265
By Month,2022,12,2,New York City,Total - All Places of Death,50-64 years,40,17,66,5,114,961
By Month,2022,12,2,New York City,Total - All Places of Death,65-74 years,74,21,97,14,176,1067
By Month,2022,12,2,New York City,Total - All Places of Death,75-84 years,117,13,147,42,234,1345
By Month,2022,12,2,New York City,Total - All Places of Death,85 years and over,206,26,196,57,368,1714
By Month,2023,1,2,New York City,Total - All Places of Death,All Ages,409,40,514,142,818,5273
By Month,2023,1,2,New York City,Total - All Places of Death,0-17 years,5,0,5,5,5,68
By Month,2023,1,2,New York City,Total - All Places of Death,18-29 years,5,0,5,5,5,88
By Month,2023,1,2,New York City,Total - All Places of Death,30-39 years,5,5,5,5,10,142
By Month,2023,1,2,New York City,Total - All Places of Death,40-49 years,5,5,11,5,18,220
By Month,2023,1,2,New York City,Total - All Places of Death,50-64 years,40,5,76,17,103,835
By Month,2023,1,2,New York City,Total - All Places of Death,65-74 years,65,5,92,20,143,991
By Month,2023,1,2,New York City,Total - All Places of Death,75-84 years,97,10,152,35,223,1264
By Month,2023,1,2,New York City,Total - All Places of Death,85 years and over,190,17,175,65,316,1665
By Month,2023,2,2,New York City,Total - All Places of Death,All Ages,168,5,340,50,463,4422
By Month,2023,2,2,New York City,Total - All Places of Death,0-17 years,0,0,5,0,5,48
By Month,2023,2,2,New York City,Total - All Places of Death,18-29 years,5,0,5,0,5,69
By Month,2023,2,2,New York City,Total - All Places of Death,30-39 years,5,0,5,0,5,125
By Month,2023,2,2,New York City,Total - All Places of Death,40-49 years,5,0,5,0,5,239
By Month,2023,2,2,New York City,Total - All Places of Death,50-64 years,12,5,41,5,50,767
By Month,2023,2,2,New York City,Total - All Places of Death,65-74 years,30,0,78,5,100,865
By Month,2023,2,2,New York City,Total - All Places of Death,75-84 years,42,5,85,12,116,1025
By Month,2023,2,2,New York City,Total - All Places of Death,85 years and over,80,5,124,26,181,1284
By Month,2023,3,2,New York City,Total - All Places of Death,All Ages,93,0,354,27,420,4769
By Month,2023,3,2,New York City,Total - All Places of Death,0-17 years,0,0,0,0,0,57
By Month,2023,3,2,New York City,Total - All Places of Death,18-29 years,0,0,5,0,5,102
By Month,2023,3,2,New York City,Total - All Places of Death,30-39 years,0,0,5,0,5,154
By Month,2023,3,2,New York City,Total - All Places of Death,40-49 years,5,0,15,5,16,238
By Month,2023,3,2,New York City,Total - All Places of Death,50-64 years,5,0,39,5,46,790
By Month,2023,3,2,New York City,Total - All Places of Death,65-74 years,15,0,66,5,78,934
By Month,2023,3,2,New York City,Total - All Places of Death,75-84 years,29,0,113,5,136,1118
By Month,2023,3,2,New York City,Total - All Places of Death,85 years and over,38,0,114,15,137,1376
By Month,2023,4,2,New York City,Total - All Places of Death,All Ages,51,5,273,17,312,3752
By Month,2023,4,2,New York City,Total - All Places of Death,0-17 years,0,0,0,0,0,36
By Month,2023,4,2,New York City,Total - All Places of Death,18-29 years,0,0,5,0,5,64
By Month,2023,4,2,New York City,Total - All Places of Death,30-39 years,5,0,5,5,5,118
By Month,2023,4,2,New York City,Total - All Places of Death,40-49 years,5,5,5,0,5,161
By Month,2023,4,2,New York City,Total - All Places of Death,50-64 years,5,5,37,5,40,676
By Month,2023,4,2,New York City,Total - All Places of Death,65-74 years,5,5,55,5,59,688
By Month,2023,4,2,New York City,Total - All Places of Death,75-84 years,17,5,80,5,92,892
By Month,2023,4,2,New York City,Total - All Places of Death,85 years and over,20,5,89,5,105,1117
By Month,2020,1,4,North Carolina,Total - All Places of Death,All Ages,0,58,592,0,650,8725
By Month,2020,1,4,North Carolina,Total - All Places of Death,0-17 years,0,5,5,0,5,106
By Month,2020,1,4,North Carolina,Total - All Places of Death,18-29 years,0,5,5,0,5,168
By Month,2020,1,4,North Carolina,Total - All Places of Death,30-39 years,0,5,5,0,13,221
By Month,2020,1,4,North Carolina,Total - All Places of Death,40-49 years,0,5,18,0,22,326
By Month,2020,1,4,North Carolina,Total - All Places of Death,50-64 years,0,13,76,0,89,1502
By Month,2020,1,4,North Carolina,Total - All Places of Death,65-74 years,0,13,124,0,137,1789
By Month,2020,1,4,North Carolina,Total - All Places of Death,75-84 years,0,12,180,0,192,2202
By Month,2020,1,4,North Carolina,Total - All Places of Death,85 years and over,0,5,178,0,186,2411
By Month,2020,2,4,North Carolina,Total - All Places of Death,All Ages,5,114,516,5,630,8316
By Month,2020,2,4,North Carolina,Total - All Places of Death,0-17 years,0,5,5,0,11,105
By Month,2020,2,4,North Carolina,Total - All Places of Death,18-29 years,0,5,5,0,5,159
By Month,2020,2,4,North Carolina,Total - All Places of Death,30-39 years,0,5,5,0,5,216
By Month,2020,2,4,North Carolina,Total - All Places of Death,40-49 years,0,5,14,0,20,313
By Month,2020,2,4,North Carolina,Total - All Places of Death,50-64 years,0,31,87,0,118,1366
By Month,2020,2,4,North Carolina,Total - All Places of Death,65-74 years,0,30,112,0,142,1733
By Month,2020,2,4,North Carolina,Total - All Places of Death,75-84 years,5,19,117,5,136,2087
By Month,2020,2,4,North Carolina,Total - All Places of Death,85 years and over,0,18,176,0,194,2337
By Month,2020,3,4,North Carolina,Total - All Places of Death,All Ages,24,85,553,12,650,8842
By Month,2020,3,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,108
By Month,2020,3,4,North Carolina,Total - All Places of Death,18-29 years,0,5,5,0,5,211
By Month,2020,3,4,North Carolina,Total - All Places of Death,30-39 years,5,5,5,0,13,233
By Month,2020,3,4,North Carolina,Total - All Places of Death,40-49 years,5,5,11,0,16,373
By Month,2020,3,4,North Carolina,Total - All Places of Death,50-64 years,5,29,63,0,95,1416
By Month,2020,3,4,North Carolina,Total - All Places of Death,65-74 years,5,13,124,5,140,1859
By Month,2020,3,4,North Carolina,Total - All Places of Death,75-84 years,5,16,160,5,177,2235
By Month,2020,3,4,North Carolina,Total - All Places of Death,85 years and over,5,19,180,5,201,2407
By Month,2020,4,4,North Carolina,Total - All Places of Death,All Ages,449,16,700,159,1005,8735
By Month,2020,4,4,North Carolina,Total - All Places of Death,0-17 years,0,0,0,0,0,105
By Month,2020,4,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,200
By Month,2020,4,4,North Carolina,Total - All Places of Death,30-39 years,5,5,5,5,11,241
By Month,2020,4,4,North Carolina,Total - All Places of Death,40-49 years,11,0,23,5,27,384
By Month,2020,4,4,North Carolina,Total - All Places of Death,50-64 years,48,5,110,15,145,1431
By Month,2020,4,4,North Carolina,Total - All Places of Death,65-74 years,95,5,160,33,228,1782
By Month,2020,4,4,North Carolina,Total - All Places of Death,75-84 years,148,5,221,53,317,2193
By Month,2020,4,4,North Carolina,Total - All Places of Death,85 years and over,142,5,176,49,274,2399
By Month,2020,5,4,North Carolina,Total - All Places of Death,All Ages,540,5,645,193,995,8964
By Month,2020,5,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,119
By Month,2020,5,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,239
By Month,2020,5,4,North Carolina,Total - All Places of Death,30-39 years,5,0,11,5,16,288
By Month,2020,5,4,North Carolina,Total - All Places of Death,40-49 years,22,0,20,5,35,408
By Month,2020,5,4,North Carolina,Total - All Places of Death,50-64 years,77,5,91,31,138,1542
By Month,2020,5,4,North Carolina,Total - All Places of Death,65-74 years,108,5,139,35,214,1773
By Month,2020,5,4,North Carolina,Total - All Places of Death,75-84 years,145,0,189,51,283,2213
By Month,2020,5,4,North Carolina,Total - All Places of Death,85 years and over,175,0,191,65,301,2382
By Month,2020,6,4,North Carolina,Total - All Places of Death,All Ages,471,5,570,186,856,8297
By Month,2020,6,4,North Carolina,Total - All Places of Death,0-17 years,0,0,0,0,0,105
By Month,2020,6,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,0,5,213
By Month,2020,6,4,North Carolina,Total - All Places of Death,30-39 years,5,0,5,5,13,269
By Month,2020,6,4,North Carolina,Total - All Places of Death,40-49 years,28,0,23,5,42,451
By Month,2020,6,4,North Carolina,Total - All Places of Death,50-64 years,100,0,114,47,167,1478
By Month,2020,6,4,North Carolina,Total - All Places of Death,65-74 years,94,0,124,39,179,1665
By Month,2020,6,4,North Carolina,Total - All Places of Death,75-84 years,121,0,157,43,235,2006
By Month,2020,6,4,North Carolina,Total - All Places of Death,85 years and over,118,5,139,44,214,2110
By Month,2020,7,4,North Carolina,Total - All Places of Death,All Ages,700,0,652,276,1076,9061
By Month,2020,7,4,North Carolina,Total - All Places of Death,0-17 years,5,0,5,0,5,118
By Month,2020,7,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,0,5,217
By Month,2020,7,4,North Carolina,Total - All Places of Death,30-39 years,5,0,5,5,5,274
By Month,2020,7,4,North Carolina,Total - All Places of Death,40-49 years,28,0,26,12,42,434
By Month,2020,7,4,North Carolina,Total - All Places of Death,50-64 years,117,0,103,50,170,1610
By Month,2020,7,4,North Carolina,Total - All Places of Death,65-74 years,189,0,189,87,291,1949
By Month,2020,7,4,North Carolina,Total - All Places of Death,75-84 years,176,0,161,63,274,2143
By Month,2020,7,4,North Carolina,Total - All Places of Death,85 years and over,183,0,164,62,285,2316
By Month,2020,8,4,North Carolina,Total - All Places of Death,All Ages,912,5,861,426,1348,9331
By Month,2020,8,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,90
By Month,2020,8,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,198
By Month,2020,8,4,North Carolina,Total - All Places of Death,30-39 years,12,0,13,5,18,296
By Month,2020,8,4,North Carolina,Total - All Places of Death,40-49 years,21,0,21,5,34,371
By Month,2020,8,4,North Carolina,Total - All Places of Death,50-64 years,147,0,142,78,211,1673
By Month,2020,8,4,North Carolina,Total - All Places of Death,65-74 years,205,5,208,103,310,1948
By Month,2020,8,4,North Carolina,Total - All Places of Death,75-84 years,227,5,222,102,348,2253
By Month,2020,8,4,North Carolina,Total - All Places of Death,85 years and over,299,0,250,127,422,2502
By Month,2020,9,4,North Carolina,Total - All Places of Death,All Ages,914,0,858,456,1316,9180
By Month,2020,9,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,109
By Month,2020,9,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,0,5,177
By Month,2020,9,4,North Carolina,Total - All Places of Death,30-39 years,11,0,5,5,12,249
By Month,2020,9,4,North Carolina,Total - All Places of Death,40-49 years,20,0,17,5,30,373
By Month,2020,9,4,North Carolina,Total - All Places of Death,50-64 years,108,0,130,57,181,1602
By Month,2020,9,4,North Carolina,Total - All Places of Death,65-74 years,208,0,210,125,293,1929
By Month,2020,9,4,North Carolina,Total - All Places of Death,75-84 years,286,0,268,148,406,2319
By Month,2020,9,4,North Carolina,Total - All Places of Death,85 years and over,280,0,224,114,390,2422
By Month,2020,10,4,North Carolina,Total - All Places of Death,All Ages,985,0,938,511,1412,9423
By Month,2020,10,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,111
By Month,2020,10,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,208
By Month,2020,10,4,North Carolina,Total - All Places of Death,30-39 years,5,0,5,5,13,234
By Month,2020,10,4,North Carolina,Total - All Places of Death,40-49 years,13,0,15,5,21,358
By Month,2020,10,4,North Carolina,Total - All Places of Death,50-64 years,127,0,130,69,188,1623
By Month,2020,10,4,North Carolina,Total - All Places of Death,65-74 years,232,0,243,139,336,2003
By Month,2020,10,4,North Carolina,Total - All Places of Death,75-84 years,301,0,279,160,420,2395
By Month,2020,10,4,North Carolina,Total - All Places of Death,85 years and over,302,0,261,133,430,2491
By Month,2020,11,4,North Carolina,Total - All Places of Death,All Ages,1285,5,1032,625,1697,9767
By Month,2020,11,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,113
By Month,2020,11,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,199
By Month,2020,11,4,North Carolina,Total - All Places of Death,30-39 years,11,0,5,5,12,273
By Month,2020,11,4,North Carolina,Total - All Places of Death,40-49 years,31,0,24,12,43,378
By Month,2020,11,4,North Carolina,Total - All Places of Death,50-64 years,153,5,139,70,223,1602
By Month,2020,11,4,North Carolina,Total - All Places of Death,65-74 years,299,5,261,175,386,2014
By Month,2020,11,4,North Carolina,Total - All Places of Death,75-84 years,390,5,316,188,520,2621
By Month,2020,11,4,North Carolina,Total - All Places of Death,85 years and over,397,5,282,174,506,2567
By Month,2020,12,4,North Carolina,Total - All Places of Death,All Ages,2508,5,1820,1322,3010,11450
By Month,2020,12,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,105
By Month,2020,12,4,North Carolina,Total - All Places of Death,18-29 years,11,0,11,5,15,215
By Month,2020,12,4,North Carolina,Total - All Places of Death,30-39 years,11,0,13,5,17,276
By Month,2020,12,4,North Carolina,Total - All Places of Death,40-49 years,56,0,42,26,72,442
By Month,2020,12,4,North Carolina,Total - All Places of Death,50-64 years,309,5,244,169,385,1855
By Month,2020,12,4,North Carolina,Total - All Places of Death,65-74 years,541,0,443,327,657,2390
By Month,2020,12,4,North Carolina,Total - All Places of Death,75-84 years,744,5,565,426,885,3000
By Month,2020,12,4,North Carolina,Total - All Places of Death,85 years and over,836,5,501,360,978,3167
By Month,2021,1,4,North Carolina,Total - All Places of Death,All Ages,3695,5,2457,2001,4152,13069
By Month,2021,1,4,North Carolina,Total - All Places of Death,0-17 years,5,0,5,5,5,109
By Month,2021,1,4,North Carolina,Total - All Places of Death,18-29 years,10,0,5,5,11,217
By Month,2021,1,4,North Carolina,Total - All Places of Death,30-39 years,32,0,20,17,35,296
By Month,2021,1,4,North Carolina,Total - All Places of Death,40-49 years,81,0,46,37,90,480
By Month,2021,1,4,North Carolina,Total - All Places of Death,50-64 years,470,0,341,266,545,2051
By Month,2021,1,4,North Carolina,Total - All Places of Death,65-74 years,888,5,643,529,1003,2852
By Month,2021,1,4,North Carolina,Total - All Places of Death,75-84 years,1080,0,720,598,1202,3394
By Month,2021,1,4,North Carolina,Total - All Places of Death,85 years and over,1133,0,679,548,1264,3670
By Month,2021,2,4,North Carolina,Total - All Places of Death,All Ages,1692,5,1321,926,2088,9786
By Month,2021,2,4,North Carolina,Total - All Places of Death,0-17 years,5,0,5,5,5,87
By Month,2021,2,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,209
By Month,2021,2,4,North Carolina,Total - All Places of Death,30-39 years,17,0,12,5,21,243
By Month,2021,2,4,North Carolina,Total - All Places of Death,40-49 years,46,0,36,28,54,404
By Month,2021,2,4,North Carolina,Total - All Places of Death,50-64 years,239,0,196,135,300,1625
By Month,2021,2,4,North Carolina,Total - All Places of Death,65-74 years,423,0,363,265,521,2151
By Month,2021,2,4,North Carolina,Total - All Places of Death,75-84 years,488,5,397,279,607,2506
By Month,2021,2,4,North Carolina,Total - All Places of Death,85 years and over,472,0,312,209,575,2561
By Month,2021,3,4,North Carolina,Total - All Places of Death,All Ages,657,5,744,357,1046,9017
By Month,2021,3,4,North Carolina,Total - All Places of Death,0-17 years,5,0,5,0,5,97
By Month,2021,3,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,213
By Month,2021,3,4,North Carolina,Total - All Places of Death,30-39 years,5,0,10,5,13,259
By Month,2021,3,4,North Carolina,Total - All Places of Death,40-49 years,13,5,13,5,22,412
By Month,2021,3,4,North Carolina,Total - All Places of Death,50-64 years,143,0,155,83,215,1626
By Month,2021,3,4,North Carolina,Total - All Places of Death,65-74 years,174,5,196,108,263,1992
By Month,2021,3,4,North Carolina,Total - All Places of Death,75-84 years,181,0,214,95,300,2220
By Month,2021,3,4,North Carolina,Total - All Places of Death,85 years and over,131,0,150,58,223,2198
By Month,2021,4,4,North Carolina,Total - All Places of Death,All Ages,500,5,659,289,871,8768
By Month,2021,4,4,North Carolina,Total - All Places of Death,0-17 years,5,0,5,0,5,118
By Month,2021,4,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,214
By Month,2021,4,4,North Carolina,Total - All Places of Death,30-39 years,11,0,10,5,17,279
By Month,2021,4,4,North Carolina,Total - All Places of Death,40-49 years,32,0,28,23,37,446
By Month,2021,4,4,North Carolina,Total - All Places of Death,50-64 years,116,0,134,68,182,1626
By Month,2021,4,4,North Carolina,Total - All Places of Death,65-74 years,126,5,174,80,220,1877
By Month,2021,4,4,North Carolina,Total - All Places of Death,75-84 years,125,0,160,73,212,2131
By Month,2021,4,4,North Carolina,Total - All Places of Death,85 years and over,85,5,148,39,195,2077
By Month,2021,5,4,North Carolina,Total - All Places of Death,All Ages,518,5,685,294,911,9016
By Month,2021,5,4,North Carolina,Total - All Places of Death,0-17 years,0,0,5,0,5,107
By Month,2021,5,4,North Carolina,Total - All Places of Death,18-29 years,5,0,5,5,5,224
By Month,2021,5,4,North Carolina,Total - All Places of Death,30-39 years,11,0,5,5,14,281
By Month,2021,5,4,North Carolina,Total - All Places of Death,40-49 years,37,0,33,17,53,375
By Month,2021,5,4,North Carolina,Total - All Places of Death,50-64 years,141,0,149,73,217,1666
By Month,2021,5,4,North Carolina,Total - All Places of Death,65-74 years,133,5,182,84,233,2003
