group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2022,4,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0,5,28
By Month,2022,4,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,0,5,39
By Month,2022,4,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5,5,135
By Month,2022,4,9,Hawaii,Total - All Places of Death,65-74 years,5,0,5,5,10,208
By Month,2022,4,9,Hawaii,Total - All Places of Death,75-84 years,5,5,20,5,24,228
By Month,2022,4,9,Hawaii,Total - All Places of Death,85 years and over,5,0,25,5,30,364
By Month,2022,5,9,Hawaii,Total - All Places of Death,All Ages,44,0,82,15,111,1133
By Month,2022,5,9,Hawaii,Total - All Places of Death,0-17 years,5,0,5,5,5,14
By Month,2022,5,9,Hawaii,Total - All Places of Death,18-29 years,0,0,5,0,5,13
By Month,2022,5,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0,5,24
By Month,2022,5,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,33
By Month,2022,5,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5,14,160
By Month,2022,5,9,Hawaii,Total - All Places of Death,65-74 years,5,0,15,5,20,206
By Month,2022,5,9,Hawaii,Total - All Places of Death,75-84 years,13,0,25,5,33,277
By Month,2022,5,9,Hawaii,Total - All Places of Death,85 years and over,15,0,28,5,38,406
By Month,2022,6,9,Hawaii,Total - All Places of Death,All Ages,70,5,73,24,120,1058
By Month,2022,6,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0,0,12
By Month,2022,6,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2022,6,9,Hawaii,Total - All Places of Death,30-39 years,5,0,5,0,5,15
By Month,2022,6,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,38
By Month,2022,6,9,Hawaii,Total - All Places of Death,50-64 years,11,0,5,5,16,168
By Month,2022,6,9,Hawaii,Total - All Places of Death,65-74 years,5,0,13,5,18,185
By Month,2022,6,9,Hawaii,Total - All Places of Death,75-84 years,16,0,23,5,33,245
By Month,2022,6,9,Hawaii,Total - All Places of Death,85 years and over,30,5,26,11,46,385
By Month,2022,7,9,Hawaii,Total - All Places of Death,All Ages,58,0,77,18,117,1053
By Month,2022,7,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0,0,12
By Month,2022,7,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2022,7,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0,5,20
By Month,2022,7,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,0,5,39
By Month,2022,7,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5,10,151
By Month,2022,7,9,Hawaii,Total - All Places of Death,65-74 years,5,0,10,5,15,190
By Month,2022,7,9,Hawaii,Total - All Places of Death,75-84 years,14,0,19,5,30,247
By Month,2022,7,9,Hawaii,Total - All Places of Death,85 years and over,28,0,37,5,56,384
By Month,2022,8,9,Hawaii,Total - All Places of Death,All Ages,60,5,82,20,124,1112
By Month,2022,8,9,Hawaii,Total - All Places of Death,0-17 years,5,0,5,0,5,18
By Month,2022,8,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,15
By Month,2022,8,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0,0,15
By Month,2022,8,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,0,5,40
By Month,2022,8,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5,13,152
By Month,2022,8,9,Hawaii,Total - All Places of Death,65-74 years,5,0,11,5,15,199
By Month,2022,8,9,Hawaii,Total - All Places of Death,75-84 years,5,0,17,5,21,237
By Month,2022,8,9,Hawaii,Total - All Places of Death,85 years and over,35,5,45,13,69,436
By Month,2022,9,9,Hawaii,Total - All Places of Death,All Ages,23,5,69,10,83,1074
By Month,2022,9,9,Hawaii,Total - All Places of Death,0-17 years,0,0,5,0,5,14
By Month,2022,9,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,11
By Month,2022,9,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0,0,22
By Month,2022,9,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0,5,47
By Month,2022,9,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5,5,157
By Month,2022,9,9,Hawaii,Total - All Places of Death,65-74 years,5,0,5,5,12,208
By Month,2022,9,9,Hawaii,Total - All Places of Death,75-84 years,5,0,13,5,15,233
By Month,2022,9,9,Hawaii,Total - All Places of Death,85 years and over,12,5,38,5,47,382
By Month,2022,10,9,Hawaii,Total - All Places of Death,All Ages,20,5,77,5,90,1098
By Month,2022,10,9,Hawaii,Total - All Places of Death,0-17 years,5,0,5,0,5,18
By Month,2022,10,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,23
By Month,2022,10,9,Hawaii,Total - All Places of Death,30-39 years,5,0,5,0,5,24
By Month,2022,10,9,Hawaii,Total - All Places of Death,40-49 years,0,0,0,0,0,32
By Month,2022,10,9,Hawaii,Total - All Places of Death,50-64 years,5,5,5,0,10,132
By Month,2022,10,9,Hawaii,Total - All Places of Death,65-74 years,5,0,12,5,14,233
By Month,2022,10,9,Hawaii,Total - All Places of Death,75-84 years,5,0,23,5,25,252
By Month,2022,10,9,Hawaii,Total - All Places of Death,85 years and over,5,5,32,5,36,384
By Month,2022,11,9,Hawaii,Total - All Places of Death,All Ages,22,5,95,14,107,1093
By Month,2022,11,9,Hawaii,Total - All Places of Death,0-17 years,0,0,5,0,5,11
By Month,2022,11,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,5
By Month,2022,11,9,Hawaii,Total - All Places of Death,30-39 years,0,5,5,0,5,23
By Month,2022,11,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0,5,45
By Month,2022,11,9,Hawaii,Total - All Places of Death,50-64 years,5,5,5,5,10,172
By Month,2022,11,9,Hawaii,Total - All Places of Death,65-74 years,5,5,14,5,16,169
By Month,2022,11,9,Hawaii,Total - All Places of Death,75-84 years,5,5,19,5,22,290
By Month,2022,11,9,Hawaii,Total - All Places of Death,85 years and over,12,0,50,5,54,374
By Month,2022,12,9,Hawaii,Total - All Places of Death,All Ages,19,5,87,5,107,1146
By Month,2022,12,9,Hawaii,Total - All Places of Death,0-17 years,0,5,0,0,5,11
By Month,2022,12,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,5
By Month,2022,12,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0,5,23
By Month,2022,12,9,Hawaii,Total - All Places of Death,40-49 years,5,5,5,5,5,44
By Month,2022,12,9,Hawaii,Total - All Places of Death,50-64 years,5,5,10,0,12,178
By Month,2022,12,9,Hawaii,Total - All Places of Death,65-74 years,5,0,20,0,21,221
By Month,2022,12,9,Hawaii,Total - All Places of Death,75-84 years,5,5,23,5,27,260
By Month,2022,12,9,Hawaii,Total - All Places of Death,85 years and over,11,5,31,5,42,401
By Month,2023,1,9,Hawaii,Total - All Places of Death,All Ages,35,5,93,13,121,1169
By Month,2023,1,9,Hawaii,Total - All Places of Death,0-17 years,0,5,0,0,5,5
By Month,2023,1,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2023,1,9,Hawaii,Total - All Places of Death,30-39 years,5,0,5,5,5,24
By Month,2023,1,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,47
By Month,2023,1,9,Hawaii,Total - All Places of Death,50-64 years,5,0,11,0,13,154
By Month,2023,1,9,Hawaii,Total - All Places of Death,65-74 years,5,5,12,5,17,227
By Month,2023,1,9,Hawaii,Total - All Places of Death,75-84 years,10,5,24,5,32,288
By Month,2023,1,9,Hawaii,Total - All Places of Death,85 years and over,16,5,41,5,53,414
By Month,2023,2,9,Hawaii,Total - All Places of Death,All Ages,18,5,78,5,90,989
By Month,2023,2,9,Hawaii,Total - All Places of Death,0-17 years,0,5,0,0,5,5
By Month,2023,2,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,11
By Month,2023,2,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0,0,16
By Month,2023,2,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,34
By Month,2023,2,9,Hawaii,Total - All Places of Death,50-64 years,5,0,13,5,17,164
By Month,2023,2,9,Hawaii,Total - All Places of Death,65-74 years,5,0,17,0,19,196
By Month,2023,2,9,Hawaii,Total - All Places of Death,75-84 years,5,0,20,5,21,210
By Month,2023,2,9,Hawaii,Total - All Places of Death,85 years and over,5,0,25,5,29,351
By Month,2023,3,9,Hawaii,Total - All Places of Death,All Ages,15,5,82,5,95,1172
By Month,2023,3,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0,0,11
By Month,2023,3,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2023,3,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0,0,19
By Month,2023,3,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0,5,46
By Month,2023,3,9,Hawaii,Total - All Places of Death,50-64 years,5,5,5,0,5,156
By Month,2023,3,9,Hawaii,Total - All Places of Death,65-74 years,5,0,17,5,20,238
By Month,2023,3,9,Hawaii,Total - All Places of Death,75-84 years,5,5,17,0,20,279
By Month,2023,3,9,Hawaii,Total - All Places of Death,85 years and over,5,5,40,5,46,413
By Month,2023,4,9,Hawaii,Total - All Places of Death,All Ages,14,5,46,5,53,660
By Month,2023,4,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,4,9,Hawaii,Total - All Places of Death,18-29 years,0,0,5,0,5,5
By Month,2023,4,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0,5,21
By Month,2023,4,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,32
By Month,2023,4,9,Hawaii,Total - All Places of Death,50-64 years,0,0,5,0,5,81
By Month,2023,4,9,Hawaii,Total - All Places of Death,65-74 years,5,5,5,5,5,128
By Month,2023,4,9,Hawaii,Total - All Places of Death,75-84 years,5,0,13,5,13,166
By Month,2023,4,9,Hawaii,Total - All Places of Death,85 years and over,5,0,19,5,25,221
By Month,2020,1,10,Idaho,Total - All Places of Death,All Ages,0,5,70,0,76,1235
By Month,2020,1,10,Idaho,Total - All Places of Death,0-17 years,0,0,5,0,5,15
By Month,2020,1,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,14
By Month,2020,1,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,26
By Month,2020,1,10,Idaho,Total - All Places of Death,40-49 years,0,5,0,0,5,40
By Month,2020,1,10,Idaho,Total - All Places of Death,50-64 years,0,5,5,0,11,176
By Month,2020,1,10,Idaho,Total - All Places of Death,65-74 years,0,5,10,0,11,230
By Month,2020,1,10,Idaho,Total - All Places of Death,75-84 years,0,0,29,0,29,341
By Month,2020,1,10,Idaho,Total - All Places of Death,85 years and over,0,5,22,0,23,393
By Month,2020,2,10,Idaho,Total - All Places of Death,All Ages,0,10,64,0,74,1218
By Month,2020,2,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,22
By Month,2020,2,10,Idaho,Total - All Places of Death,18-29 years,0,5,0,0,5,14
By Month,2020,2,10,Idaho,Total - All Places of Death,30-39 years,0,0,5,0,5,29
By Month,2020,2,10,Idaho,Total - All Places of Death,40-49 years,0,5,5,0,5,38
By Month,2020,2,10,Idaho,Total - All Places of Death,50-64 years,0,5,12,0,14,181
By Month,2020,2,10,Idaho,Total - All Places of Death,65-74 years,0,5,11,0,14,255
By Month,2020,2,10,Idaho,Total - All Places of Death,75-84 years,0,0,17,0,17,297
By Month,2020,2,10,Idaho,Total - All Places of Death,85 years and over,0,5,22,0,25,382
By Month,2020,3,10,Idaho,Total - All Places of Death,All Ages,10,13,75,5,94,1326
By Month,2020,3,10,Idaho,Total - All Places of Death,0-17 years,0,0,5,0,5,5
By Month,2020,3,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,24
By Month,2020,3,10,Idaho,Total - All Places of Death,30-39 years,0,5,5,0,5,32
By Month,2020,3,10,Idaho,Total - All Places of Death,40-49 years,0,0,5,0,5,46
By Month,2020,3,10,Idaho,Total - All Places of Death,50-64 years,5,5,14,0,18,186
By Month,2020,3,10,Idaho,Total - All Places of Death,65-74 years,5,5,18,0,26,263
By Month,2020,3,10,Idaho,Total - All Places of Death,75-84 years,5,5,15,5,18,369
By Month,2020,3,10,Idaho,Total - All Places of Death,85 years and over,5,5,24,5,27,398
By Month,2020,4,10,Idaho,Total - All Places of Death,All Ages,55,0,66,16,105,1170
By Month,2020,4,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,20
By Month,2020,4,10,Idaho,Total - All Places of Death,18-29 years,0,0,5,0,5,19
By Month,2020,4,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,29
By Month,2020,4,10,Idaho,Total - All Places of Death,40-49 years,0,0,0,0,0,34
By Month,2020,4,10,Idaho,Total - All Places of Death,50-64 years,5,0,5,0,10,178
By Month,2020,4,10,Idaho,Total - All Places of Death,65-74 years,10,0,17,5,24,219
By Month,2020,4,10,Idaho,Total - All Places of Death,75-84 years,18,0,23,5,35,317
By Month,2020,4,10,Idaho,Total - All Places of Death,85 years and over,25,0,17,5,35,354
By Month,2020,5,10,Idaho,Total - All Places of Death,All Ages,22,5,48,5,66,1233
By Month,2020,5,10,Idaho,Total - All Places of Death,0-17 years,0,0,5,0,5,31
By Month,2020,5,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,22
By Month,2020,5,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,33
By Month,2020,5,10,Idaho,Total - All Places of Death,40-49 years,0,0,0,0,0,46
By Month,2020,5,10,Idaho,Total - All Places of Death,50-64 years,0,0,5,0,5,195
By Month,2020,5,10,Idaho,Total - All Places of Death,65-74 years,5,5,10,5,13,240
By Month,2020,5,10,Idaho,Total - All Places of Death,75-84 years,5,0,14,5,20,315
By Month,2020,5,10,Idaho,Total - All Places of Death,85 years and over,11,0,14,5,23,351
By Month,2020,6,10,Idaho,Total - All Places of Death,All Ages,11,0,45,5,53,1230
By Month,2020,6,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,21
By Month,2020,6,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,34
By Month,2020,6,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,22
By Month,2020,6,10,Idaho,Total - All Places of Death,40-49 years,0,0,0,0,0,31
By Month,2020,6,10,Idaho,Total - All Places of Death,50-64 years,5,0,10,5,10,186
By Month,2020,6,10,Idaho,Total - All Places of Death,65-74 years,5,0,10,5,11,245
By Month,2020,6,10,Idaho,Total - All Places of Death,75-84 years,5,0,15,0,18,307
By Month,2020,6,10,Idaho,Total - All Places of Death,85 years and over,5,0,10,0,14,384
By Month,2020,7,10,Idaho,Total - All Places of Death,All Ages,129,0,89,48,170,1372
By Month,2020,7,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,21
By Month,2020,7,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,30
By Month,2020,7,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,30
By Month,2020,7,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,65
By Month,2020,7,10,Idaho,Total - All Places of Death,50-64 years,14,0,5,5,19,191
By Month,2020,7,10,Idaho,Total - All Places of Death,65-74 years,23,0,28,12,39,264
By Month,2020,7,10,Idaho,Total - All Places of Death,75-84 years,42,0,23,13,52,373
By Month,2020,7,10,Idaho,Total - All Places of Death,85 years and over,44,0,26,17,53,398
By Month,2020,8,10,Idaho,Total - All Places of Death,All Ages,180,0,117,74,223,1469
By Month,2020,8,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,15
By Month,2020,8,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,18
By Month,2020,8,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,40
By Month,2020,8,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,63
By Month,2020,8,10,Idaho,Total - All Places of Death,50-64 years,16,0,20,5,29,224
By Month,2020,8,10,Idaho,Total - All Places of Death,65-74 years,33,0,22,14,41,300
By Month,2020,8,10,Idaho,Total - All Places of Death,75-84 years,52,0,32,21,63,373
By Month,2020,8,10,Idaho,Total - All Places of Death,85 years and over,72,0,41,30,83,436
By Month,2020,9,10,Idaho,Total - All Places of Death,All Ages,113,0,82,48,147,1369
By Month,2020,9,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2020,9,10,Idaho,Total - All Places of Death,18-29 years,5,0,0,0,5,28
By Month,2020,9,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,35
By Month,2020,9,10,Idaho,Total - All Places of Death,40-49 years,5,0,0,0,5,43
By Month,2020,9,10,Idaho,Total - All Places of Death,50-64 years,13,0,10,5,18,220
By Month,2020,9,10,Idaho,Total - All Places of Death,65-74 years,29,0,23,15,37,278
By Month,2020,9,10,Idaho,Total - All Places of Death,75-84 years,27,0,21,13,35,355
By Month,2020,9,10,Idaho,Total - All Places of Death,85 years and over,40,0,27,14,53,405
By Month,2020,10,10,Idaho,Total - All Places of Death,All Ages,185,5,122,79,228,1461
By Month,2020,10,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,13
By Month,2020,10,10,Idaho,Total - All Places of Death,18-29 years,0,0,5,0,5,27
By Month,2020,10,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,36
By Month,2020,10,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,49
By Month,2020,10,10,Idaho,Total - All Places of Death,50-64 years,19,0,21,10,30,212
By Month,2020,10,10,Idaho,Total - All Places of Death,65-74 years,48,5,25,21,52,313
By Month,2020,10,10,Idaho,Total - All Places of Death,75-84 years,54,5,37,24,67,377
By Month,2020,10,10,Idaho,Total - All Places of Death,85 years and over,57,5,32,20,69,434
By Month,2020,11,10,Idaho,Total - All Places of Death,All Ages,387,0,212,166,433,1704
By Month,2020,11,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,10
By Month,2020,11,10,Idaho,Total - All Places of Death,18-29 years,5,0,5,0,5,25
By Month,2020,11,10,Idaho,Total - All Places of Death,30-39 years,0,0,5,0,5,40
By Month,2020,11,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,10,55
By Month,2020,11,10,Idaho,Total - All Places of Death,50-64 years,25,0,22,17,30,201
By Month,2020,11,10,Idaho,Total - All Places of Death,65-74 years,86,0,44,36,94,338
By Month,2020,11,10,Idaho,Total - All Places of Death,75-84 years,118,0,74,57,135,458
By Month,2020,11,10,Idaho,Total - All Places of Death,85 years and over,148,0,65,53,160,577
By Month,2020,12,10,Idaho,Total - All Places of Death,All Ages,449,5,243,201,492,1681
By Month,2020,12,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,16
By Month,2020,12,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,23
By Month,2020,12,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,29
By Month,2020,12,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,52
By Month,2020,12,10,Idaho,Total - All Places of Death,50-64 years,58,0,29,25,62,208
By Month,2020,12,10,Idaho,Total - All Places of Death,65-74 years,94,0,61,54,101,337
By Month,2020,12,10,Idaho,Total - All Places of Death,75-84 years,142,5,79,66,156,483
By Month,2020,12,10,Idaho,Total - All Places of Death,85 years and over,148,0,70,53,165,533
By Month,2021,1,10,Idaho,Total - All Places of Death,All Ages,264,0,182,136,310,1507
By Month,2021,1,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,15
By Month,2021,1,10,Idaho,Total - All Places of Death,18-29 years,5,0,0,0,5,21
By Month,2021,1,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,35
By Month,2021,1,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,42
By Month,2021,1,10,Idaho,Total - All Places of Death,50-64 years,29,0,23,17,35,220
By Month,2021,1,10,Idaho,Total - All Places of Death,65-74 years,54,0,41,32,63,305
By Month,2021,1,10,Idaho,Total - All Places of Death,75-84 years,91,0,59,45,105,422
By Month,2021,1,10,Idaho,Total - All Places of Death,85 years and over,83,0,54,39,98,447
By Month,2021,2,10,Idaho,Total - All Places of Death,All Ages,112,0,89,55,146,1227
By Month,2021,2,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,10
By Month,2021,2,10,Idaho,Total - All Places of Death,18-29 years,5,0,5,5,5,19
By Month,2021,2,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,37
By Month,2021,2,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,0,5,39
By Month,2021,2,10,Idaho,Total - All Places of Death,50-64 years,14,0,10,5,16,182
By Month,2021,2,10,Idaho,Total - All Places of Death,65-74 years,24,0,24,14,34,266
By Month,2021,2,10,Idaho,Total - All Places of Death,75-84 years,37,0,27,19,45,311
By Month,2021,2,10,Idaho,Total - All Places of Death,85 years and over,31,0,24,12,43,363
By Month,2021,3,10,Idaho,Total - All Places of Death,All Ages,78,0,92,44,126,1354
By Month,2021,3,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,11
By Month,2021,3,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,24
By Month,2021,3,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,0,5,35
By Month,2021,3,10,Idaho,Total - All Places of Death,40-49 years,5,0,0,0,5,38
By Month,2021,3,10,Idaho,Total - All Places of Death,50-64 years,11,0,13,5,17,210
By Month,2021,3,10,Idaho,Total - All Places of Death,65-74 years,17,0,22,10,29,283
By Month,2021,3,10,Idaho,Total - All Places of Death,75-84 years,25,0,29,13,41,354
By Month,2021,3,10,Idaho,Total - All Places of Death,85 years and over,23,0,27,14,36,399
By Month,2021,4,10,Idaho,Total - All Places of Death,All Ages,85,0,101,48,138,1269
By Month,2021,4,10,Idaho,Total - All Places of Death,0-17 years,0,0,5,0,5,15
By Month,2021,4,10,Idaho,Total - All Places of Death,18-29 years,5,0,5,5,5,26
By Month,2021,4,10,Idaho,Total - All Places of Death,30-39 years,0,0,5,0,5,33
By Month,2021,4,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,35
By Month,2021,4,10,Idaho,Total - All Places of Death,50-64 years,16,0,13,10,19,186
By Month,2021,4,10,Idaho,Total - All Places of Death,65-74 years,22,0,29,15,36,277
By Month,2021,4,10,Idaho,Total - All Places of Death,75-84 years,22,0,26,5,40,346
By Month,2021,4,10,Idaho,Total - All Places of Death,85 years and over,22,0,28,13,37,351
By Month,2021,5,10,Idaho,Total - All Places of Death,All Ages,70,0,69,43,96,1339
By Month,2021,5,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,15
By Month,2021,5,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,39
By Month,2021,5,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,33
By Month,2021,5,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,58
By Month,2021,5,10,Idaho,Total - All Places of Death,50-64 years,15,0,12,5,19,202
By Month,2021,5,10,Idaho,Total - All Places of Death,65-74 years,20,0,21,15,26,288
By Month,2021,5,10,Idaho,Total - All Places of Death,75-84 years,22,0,26,13,35,347
By Month,2021,5,10,Idaho,Total - All Places of Death,85 years and over,11,0,5,5,14,357
By Month,2021,6,10,Idaho,Total - All Places of Death,All Ages,53,0,81,32,102,1320
By Month,2021,6,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,14
By Month,2021,6,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,27
By Month,2021,6,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,25
By Month,2021,6,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,55
By Month,2021,6,10,Idaho,Total - All Places of Death,50-64 years,5,0,12,5,15,191
By Month,2021,6,10,Idaho,Total - All Places of Death,65-74 years,17,0,23,10,30,291
By Month,2021,6,10,Idaho,Total - All Places of Death,75-84 years,5,0,21,5,23,332
By Month,2021,6,10,Idaho,Total - All Places of Death,85 years and over,16,0,22,5,30,385
By Month,2021,7,10,Idaho,Total - All Places of Death,All Ages,59,0,73,33,99,1382
By Month,2021,7,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,17
By Month,2021,7,10,Idaho,Total - All Places of Death,18-29 years,0,0,5,0,5,36
By Month,2021,7,10,Idaho,Total - All Places of Death,30-39 years,5,0,0,0,5,43
By Month,2021,7,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,61
By Month,2021,7,10,Idaho,Total - All Places of Death,50-64 years,13,0,13,5,19,216
By Month,2021,7,10,Idaho,Total - All Places of Death,65-74 years,12,0,19,5,25,290
By Month,2021,7,10,Idaho,Total - All Places of Death,75-84 years,17,0,21,12,26,350
By Month,2021,7,10,Idaho,Total - All Places of Death,85 years and over,13,0,15,5,22,369
By Month,2021,8,10,Idaho,Total - All Places of Death,All Ages,227,0,176,128,275,1522
By Month,2021,8,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,12
By Month,2021,8,10,Idaho,Total - All Places of Death,18-29 years,5,0,5,5,5,26
By Month,2021,8,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,5,40
By Month,2021,8,10,Idaho,Total - All Places of Death,40-49 years,11,0,5,5,12,57
By Month,2021,8,10,Idaho,Total - All Places of Death,50-64 years,50,0,33,24,59,260
By Month,2021,8,10,Idaho,Total - All Places of Death,65-74 years,54,0,43,31,66,309
By Month,2021,8,10,Idaho,Total - All Places of Death,75-84 years,65,0,60,50,75,432
By Month,2021,8,10,Idaho,Total - All Places of Death,85 years and over,39,0,29,14,54,386
By Month,2021,9,10,Idaho,Total - All Places of Death,All Ages,638,0,419,376,681,1986
By Month,2021,9,10,Idaho,Total - All Places of Death,0-17 years,0,0,5,0,5,24
By Month,2021,9,10,Idaho,Total - All Places of Death,18-29 years,5,0,5,5,5,32
By Month,2021,9,10,Idaho,Total - All Places of Death,30-39 years,17,0,10,5,18,51
By Month,2021,9,10,Idaho,Total - All Places of Death,40-49 years,36,0,20,18,38,83
By Month,2021,9,10,Idaho,Total - All Places of Death,50-64 years,150,0,85,82,153,343
By Month,2021,9,10,Idaho,Total - All Places of Death,65-74 years,168,0,121,107,182,457
By Month,2021,9,10,Idaho,Total - All Places of Death,75-84 years,145,0,108,96,157,468
By Month,2021,9,10,Idaho,Total - All Places of Death,85 years and over,117,0,71,61,127,528
By Month,2021,10,10,Idaho,Total - All Places of Death,All Ages,655,0,446,392,709,2105
By Month,2021,10,10,Idaho,Total - All Places of Death,0-17 years,5,0,0,0,5,24
By Month,2021,10,10,Idaho,Total - All Places of Death,18-29 years,5,0,5,5,5,40
By Month,2021,10,10,Idaho,Total - All Places of Death,30-39 years,5,0,5,5,10,51
By Month,2021,10,10,Idaho,Total - All Places of Death,40-49 years,35,0,24,23,36,85
By Month,2021,10,10,Idaho,Total - All Places of Death,50-64 years,155,0,108,99,164,362
By Month,2021,10,10,Idaho,Total - All Places of Death,65-74 years,149,0,111,102,158,435
By Month,2021,10,10,Idaho,Total - All Places of Death,75-84 years,163,0,108,90,181,515
By Month,2021,10,10,Idaho,Total - All Places of Death,85 years and over,139,0,87,72,154,593
By Month,2021,11,10,Idaho,Total - All Places of Death,All Ages,324,0,248,200,372,1712
