,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
75,By Month,2021,9,4,Alabama,Total - All Places of Death,30-39 years,85,0,33,28.0,90,246
76,By Month,2021,9,4,Alabama,Total - All Places of Death,40-49 years,202,0,89,79.0,212,438
77,By Month,2021,9,4,Alabama,Total - All Places of Death,50-64 years,644,5,327,272.0,699,1574
78,By Month,2021,9,4,Alabama,Total - All Places of Death,65-74 years,496,0,249,190.0,555,1604
79,By Month,2021,9,4,Alabama,Total - All Places of Death,75-84 years,355,0,176,129.0,402,1501
80,By Month,2021,9,4,Alabama,Total - All Places of Death,85 years and over,171,0,101,58.0,214,1205
81,By Month,2021,10,4,Alabama,Total - All Places of Death,All Ages,844,5,577,333.0,1094,5600
82,By Month,2021,10,4,Alabama,Total - All Places of Death,0-17 years,5,0,5,5.0,5,66
83,By Month,2021,10,4,Alabama,Total - All Places of Death,18-29 years,12,0,11,5.0,15,127
84,By Month,2021,10,4,Alabama,Total - All Places of Death,30-39 years,29,0,20,16.0,33,193
85,By Month,2021,10,4,Alabama,Total - All Places of Death,40-49 years,85,0,46,29.0,102,316
86,By Month,2021,10,4,Alabama,Total - All Places of Death,50-64 years,271,5,155,109.0,320,1136
87,By Month,2021,10,4,Alabama,Total - All Places of Death,65-74 years,208,0,142,84.0,266,1333
88,By Month,2021,10,4,Alabama,Total - All Places of Death,75-84 years,139,5,115,55.0,202,1278
89,By Month,2021,10,4,Alabama,Total - All Places of Death,85 years and over,98,0,87,31.0,154,1151
90,By Month,2021,11,4,Alabama,Total - All Places of Death,All Ages,299,5,335,108.0,529,5031
91,By Month,2021,11,4,Alabama,Total - All Places of Death,0-17 years,5,0,0,0.0,5,60
92,By Month,2021,11,4,Alabama,Total - All Places of Death,18-29 years,5,5,5,5.0,5,89
93,By Month,2021,11,4,Alabama,Total - All Places of Death,30-39 years,13,0,5,5.0,16,151
94,By Month,2021,11,4,Alabama,Total - All Places of Death,40-49 years,22,0,14,5.0,28,235
95,By Month,2021,11,4,Alabama,Total - All Places of Death,50-64 years,84,5,66,31.0,119,944
96,By Month,2021,11,4,Alabama,Total - All Places of Death,65-74 years,77,0,99,29.0,147,1183
97,By Month,2021,11,4,Alabama,Total - All Places of Death,75-84 years,65,5,93,27.0,132,1285
98,By Month,2021,11,4,Alabama,Total - All Places of Death,85 years and over,36,5,55,5.0,84,1084
99,By Month,2021,12,4,Alabama,Total - All Places of Death,All Ages,317,5,352,96.0,577,5323
100,By Month,2021,12,4,Alabama,Total - All Places of Death,0-17 years,0,0,5,0.0,5,67
101,By Month,2021,12,4,Alabama,Total - All Places of Death,18-29 years,5,0,5,0.0,5,116
102,By Month,2021,12,4,Alabama,Total - All Places of Death,30-39 years,5,0,5,5.0,11,169
103,By Month,2021,12,4,Alabama,Total - All Places of Death,40-49 years,32,0,19,5.0,44,277
104,By Month,2021,12,4,Alabama,Total - All Places of Death,50-64 years,75,5,71,25.0,123,995
105,By Month,2021,12,4,Alabama,Total - All Places of Death,65-74 years,79,0,86,26.0,139,1189
106,By Month,2021,12,4,Alabama,Total - All Places of Death,75-84 years,76,0,87,23.0,140,1304
107,By Month,2021,12,4,Alabama,Total - All Places of Death,85 years and over,44,5,80,14.0,112,1206
108,By Month,2021,1,10,Alaska,Total - All Places of Death,All Ages,37,0,32,17.0,52,473
109,By Month,2021,1,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,10
110,By Month,2021,1,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,18
111,By Month,2021,1,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0.0,0,29
112,By Month,2021,1,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,27
113,By Month,2021,1,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,98
114,By Month,2021,1,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,10,96
115,By Month,2021,1,10,Alaska,Total - All Places of Death,75-84 years,10,0,5,5.0,15,95
116,By Month,2021,1,10,Alaska,Total - All Places of Death,85 years and over,14,0,5,5.0,16,100
117,By Month,2021,2,10,Alaska,Total - All Places of Death,All Ages,18,0,17,5.0,26,365
118,By Month,2021,2,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
119,By Month,2021,2,10,Alaska,Total - All Places of Death,18-29 years,5,0,0,0.0,5,14
120,By Month,2021,2,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,17
121,By Month,2021,2,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0.0,0,16
122,By Month,2021,2,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,78
123,By Month,2021,2,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,11,91
124,By Month,2021,2,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,84
125,By Month,2021,2,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,56
126,By Month,2021,3,10,Alaska,Total - All Places of Death,All Ages,16,0,19,5.0,27,420
127,By Month,2021,3,10,Alaska,Total - All Places of Death,0-17 years,0,0,5,0.0,5,13
128,By Month,2021,3,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,22
129,By Month,2021,3,10,Alaska,Total - All Places of Death,30-39 years,5,0,0,0.0,5,23
130,By Month,2021,3,10,Alaska,Total - All Places of Death,40-49 years,5,0,0,0.0,5,23
131,By Month,2021,3,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,84
132,By Month,2021,3,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,10,90
133,By Month,2021,3,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,86
134,By Month,2021,3,10,Alaska,Total - All Places of Death,85 years and over,5,0,0,0.0,5,79
135,By Month,2021,4,10,Alaska,Total - All Places of Death,All Ages,17,0,18,5.0,26,414
136,By Month,2021,4,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
137,By Month,2021,4,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,17
138,By Month,2021,4,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,24
139,By Month,2021,4,10,Alaska,Total - All Places of Death,40-49 years,5,0,0,0.0,5,30
140,By Month,2021,4,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,98
141,By Month,2021,4,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,92
142,By Month,2021,4,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,77
143,By Month,2021,4,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,68
144,By Month,2021,5,10,Alaska,Total - All Places of Death,All Ages,32,0,31,21.0,42,433
145,By Month,2021,5,10,Alaska,Total - All Places of Death,0-17 years,5,0,0,0.0,5,12
146,By Month,2021,5,10,Alaska,Total - All Places of Death,18-29 years,5,0,5,5.0,5,23
147,By Month,2021,5,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,0.0,5,29
148,By Month,2021,5,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0.0,0,27
149,By Month,2021,5,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,10,93
150,By Month,2021,5,10,Alaska,Total - All Places of Death,65-74 years,10,0,10,5.0,12,92
151,By Month,2021,5,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,84
152,By Month,2021,5,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,73
153,By Month,2021,6,10,Alaska,Total - All Places of Death,All Ages,5,0,11,5.0,12,414
154,By Month,2021,6,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
155,By Month,2021,6,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,23
156,By Month,2021,6,10,Alaska,Total - All Places of Death,30-39 years,5,0,0,0.0,5,32
157,By Month,2021,6,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0.0,0,25
158,By Month,2021,6,10,Alaska,Total - All Places of Death,50-64 years,0,0,5,0.0,5,79
159,By Month,2021,6,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,96
160,By Month,2021,6,10,Alaska,Total - All Places of Death,75-84 years,0,0,5,0.0,5,74
161,By Month,2021,6,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,81
162,By Month,2021,7,10,Alaska,Total - All Places of Death,All Ages,25,0,36,20.0,41,467
163,By Month,2021,7,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,12
164,By Month,2021,7,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,24
165,By Month,2021,7,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,28
166,By Month,2021,7,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,29
167,By Month,2021,7,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,92
168,By Month,2021,7,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,116
169,By Month,2021,7,10,Alaska,Total - All Places of Death,75-84 years,5,0,10,5.0,11,97
170,By Month,2021,7,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,69
171,By Month,2021,8,10,Alaska,Total - All Places of Death,All Ages,110,0,78,66.0,122,593
172,By Month,2021,8,10,Alaska,Total - All Places of Death,0-17 years,5,0,0,0.0,5,5
173,By Month,2021,8,10,Alaska,Total - All Places of Death,18-29 years,5,0,5,5.0,5,31
174,By Month,2021,8,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,5.0,5,38
175,By Month,2021,8,10,Alaska,Total - All Places of Death,40-49 years,11,0,5,5.0,12,42
176,By Month,2021,8,10,Alaska,Total - All Places of Death,50-64 years,27,0,18,15.0,30,124
177,By Month,2021,8,10,Alaska,Total - All Places of Death,65-74 years,25,0,12,12.0,25,128
178,By Month,2021,8,10,Alaska,Total - All Places of Death,75-84 years,23,0,21,17.0,27,130
179,By Month,2021,8,10,Alaska,Total - All Places of Death,85 years and over,13,0,10,5.0,15,91
180,By Month,2021,9,10,Alaska,Total - All Places of Death,All Ages,190,0,132,116.0,206,643
181,By Month,2021,9,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
182,By Month,2021,9,10,Alaska,Total - All Places of Death,18-29 years,5,0,0,0.0,5,16
183,By Month,2021,9,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,5.0,5,36
184,By Month,2021,9,10,Alaska,Total - All Places of Death,40-49 years,14,0,11,10.0,15,36
185,By Month,2021,9,10,Alaska,Total - All Places of Death,50-64 years,52,0,35,31.0,56,151
186,By Month,2021,9,10,Alaska,Total - All Places of Death,65-74 years,52,0,38,36.0,54,157
187,By Month,2021,9,10,Alaska,Total - All Places of Death,75-84 years,34,0,33,26.0,41,137
188,By Month,2021,9,10,Alaska,Total - All Places of Death,85 years and over,30,0,5,5.0,31,105
189,By Month,2021,10,10,Alaska,Total - All Places of Death,All Ages,220,0,148,132.0,236,715
190,By Month,2021,10,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
191,By Month,2021,10,10,Alaska,Total - All Places of Death,18-29 years,5,0,5,5.0,5,24
192,By Month,2021,10,10,Alaska,Total - All Places of Death,30-39 years,10,0,5,5.0,12,40
193,By Month,2021,10,10,Alaska,Total - All Places of Death,40-49 years,19,0,14,11.0,22,54
194,By Month,2021,10,10,Alaska,Total - All Places of Death,50-64 years,65,0,40,38.0,67,161
195,By Month,2021,10,10,Alaska,Total - All Places of Death,65-74 years,53,0,38,35.0,56,170
196,By Month,2021,10,10,Alaska,Total - All Places of Death,75-84 years,49,0,33,29.0,53,145
197,By Month,2021,10,10,Alaska,Total - All Places of Death,85 years and over,21,0,14,12.0,23,117
198,By Month,2021,11,10,Alaska,Total - All Places of Death,All Ages,115,5,84,67.0,133,590
199,By Month,2021,11,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
200,By Month,2021,11,10,Alaska,Total - All Places of Death,18-29 years,5,0,5,5.0,5,17
201,By Month,2021,11,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,5.0,5,35
202,By Month,2021,11,10,Alaska,Total - All Places of Death,40-49 years,10,0,5,5.0,11,33
203,By Month,2021,11,10,Alaska,Total - All Places of Death,50-64 years,34,5,24,18.0,41,146
204,By Month,2021,11,10,Alaska,Total - All Places of Death,65-74 years,33,0,29,25.0,37,149
205,By Month,2021,11,10,Alaska,Total - All Places of Death,75-84 years,22,0,16,12.0,26,111
206,By Month,2021,11,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,90
207,By Month,2021,12,10,Alaska,Total - All Places of Death,All Ages,55,0,61,34.0,82,548
208,By Month,2021,12,10,Alaska,Total - All Places of Death,0-17 years,0,0,5,0.0,5,11
209,By Month,2021,12,10,Alaska,Total - All Places of Death,18-29 years,0,0,5,0.0,5,12
210,By Month,2021,12,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,5.0,5,28
211,By Month,2021,12,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,37
212,By Month,2021,12,10,Alaska,Total - All Places of Death,50-64 years,18,0,13,10.0,21,119
213,By Month,2021,12,10,Alaska,Total - All Places of Death,65-74 years,17,0,17,12.0,22,119
214,By Month,2021,12,10,Alaska,Total - All Places of Death,75-84 years,5,0,12,5.0,15,133
215,By Month,2021,12,10,Alaska,Total - All Places of Death,85 years and over,5,0,11,5.0,13,89
216,By Month,2021,1,9,Arizona,Total - All Places of Death,All Ages,4032,5,2786,2420.0,4400,10317
217,By Month,2021,1,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,58
218,By Month,2021,1,9,Arizona,Total - All Places of Death,18-29 years,21,0,13,11.0,23,175
219,By Month,2021,1,9,Arizona,Total - All Places of Death,30-39 years,61,0,42,36.0,67,252
220,By Month,2021,1,9,Arizona,Total - All Places of Death,40-49 years,153,5,112,99.0,167,430
221,By Month,2021,1,9,Arizona,Total - All Places of Death,50-64 years,727,0,513,443.0,797,1722
222,By Month,2021,1,9,Arizona,Total - All Places of Death,65-74 years,947,5,680,594.0,1033,2260
223,By Month,2021,1,9,Arizona,Total - All Places of Death,75-84 years,1250,5,856,757.0,1349,2814
224,By Month,2021,1,9,Arizona,Total - All Places of Death,85 years and over,871,5,567,479.0,960,2606
225,By Month,2021,2,9,Arizona,Total - All Places of Death,All Ages,1668,0,1276,1022.0,1922,6709
226,By Month,2021,2,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,0.0,5,62
227,By Month,2021,2,9,Arizona,Total - All Places of Death,18-29 years,12,0,5,5.0,13,141
228,By Month,2021,2,9,Arizona,Total - All Places of Death,30-39 years,22,0,16,13.0,25,190
229,By Month,2021,2,9,Arizona,Total - All Places of Death,40-49 years,54,0,40,34.0,60,272
230,By Month,2021,2,9,Arizona,Total - All Places of Death,50-64 years,310,0,257,210.0,357,1171
231,By Month,2021,2,9,Arizona,Total - All Places of Death,65-74 years,470,0,370,313.0,527,1531
232,By Month,2021,2,9,Arizona,Total - All Places of Death,75-84 years,483,0,373,291.0,565,1774
233,By Month,2021,2,9,Arizona,Total - All Places of Death,85 years and over,315,0,210,153.0,372,1568
234,By Month,2021,3,9,Arizona,Total - All Places of Death,All Ages,517,0,562,276.0,803,6156
235,By Month,2021,3,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,68
236,By Month,2021,3,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,0.0,5,157
237,By Month,2021,3,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,5.0,14,203
238,By Month,2021,3,9,Arizona,Total - All Places of Death,40-49 years,19,0,19,5.0,29,234
239,By Month,2021,3,9,Arizona,Total - All Places of Death,50-64 years,96,0,98,53.0,141,948
240,By Month,2021,3,9,Arizona,Total - All Places of Death,65-74 years,136,0,145,86.0,195,1286
241,By Month,2021,3,9,Arizona,Total - All Places of Death,75-84 years,133,0,167,73.0,227,1672
242,By Month,2021,3,9,Arizona,Total - All Places of Death,85 years and over,120,0,120,51.0,189,1588
243,By Month,2021,4,9,Arizona,Total - All Places of Death,All Ages,235,5,401,129.0,507,5520
244,By Month,2021,4,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,73
245,By Month,2021,4,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,5,145
246,By Month,2021,4,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,5.0,5,192
247,By Month,2021,4,9,Arizona,Total - All Places of Death,40-49 years,16,0,16,5.0,23,288
248,By Month,2021,4,9,Arizona,Total - All Places of Death,50-64 years,55,5,75,33.0,97,900
249,By Month,2021,4,9,Arizona,Total - All Places of Death,65-74 years,67,0,121,37.0,151,1209
250,By Month,2021,4,9,Arizona,Total - All Places of Death,75-84 years,52,0,104,32.0,124,1376
251,By Month,2021,4,9,Arizona,Total - All Places of Death,85 years and over,35,0,77,15.0,97,1337
252,By Month,2021,5,9,Arizona,Total - All Places of Death,All Ages,240,0,399,143.0,496,5792
253,By Month,2021,5,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,0.0,5,75
254,By Month,2021,5,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,5,164
255,By Month,2021,5,9,Arizona,Total - All Places of Death,30-39 years,5,0,12,5.0,17,255
256,By Month,2021,5,9,Arizona,Total - All Places of Death,40-49 years,16,0,18,5.0,26,294
257,By Month,2021,5,9,Arizona,Total - All Places of Death,50-64 years,60,0,89,43.0,106,945
258,By Month,2021,5,9,Arizona,Total - All Places of Death,65-74 years,63,0,99,38.0,124,1202
259,By Month,2021,5,9,Arizona,Total - All Places of Death,75-84 years,58,0,94,37.0,115,1394
260,By Month,2021,5,9,Arizona,Total - All Places of Death,85 years and over,31,0,84,15.0,100,1463
261,By Month,2021,6,9,Arizona,Total - All Places of Death,All Ages,182,0,363,103.0,442,5761
262,By Month,2021,6,9,Arizona,Total - All Places of Death,0-17 years,0,0,5,0.0,5,64
263,By Month,2021,6,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,5,197
264,By Month,2021,6,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,0.0,5,231
265,By Month,2021,6,9,Arizona,Total - All Places of Death,40-49 years,16,0,16,5.0,24,297
266,By Month,2021,6,9,Arizona,Total - All Places of Death,50-64 years,40,0,72,25.0,87,976
267,By Month,2021,6,9,Arizona,Total - All Places of Death,65-74 years,51,0,94,34.0,111,1227
268,By Month,2021,6,9,Arizona,Total - All Places of Death,75-84 years,45,0,89,21.0,113,1412
269,By Month,2021,6,9,Arizona,Total - All Places of Death,85 years and over,23,0,82,14.0,91,1357
270,By Month,2021,7,9,Arizona,Total - All Places of Death,All Ages,290,0,402,168.0,524,5794
271,By Month,2021,7,9,Arizona,Total - All Places of Death,0-17 years,0,0,5,0.0,5,81
272,By Month,2021,7,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,11,175
273,By Month,2021,7,9,Arizona,Total - All Places of Death,30-39 years,18,0,18,5.0,27,262
274,By Month,2021,7,9,Arizona,Total - All Places of Death,40-49 years,22,0,20,11.0,31,297
275,By Month,2021,7,9,Arizona,Total - All Places of Death,50-64 years,80,0,89,48.0,121,986
276,By Month,2021,7,9,Arizona,Total - All Places of Death,65-74 years,65,0,96,42.0,119,1217
277,By Month,2021,7,9,Arizona,Total - All Places of Death,75-84 years,56,0,92,31.0,117,1360
278,By Month,2021,7,9,Arizona,Total - All Places of Death,85 years and over,43,0,78,24.0,97,1416
279,By Month,2021,8,9,Arizona,Total - All Places of Death,All Ages,791,5,760,477.0,1074,6749
280,By Month,2021,8,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,86
281,By Month,2021,8,9,Arizona,Total - All Places of Death,18-29 years,17,0,5,5.0,19,206
282,By Month,2021,8,9,Arizona,Total - All Places of Death,30-39 years,54,0,39,29.0,64,288
283,By Month,2021,8,9,Arizona,Total - All Places of Death,40-49 years,85,0,71,57.0,99,372
284,By Month,2021,8,9,Arizona,Total - All Places of Death,50-64 years,227,5,187,143.0,271,1166
285,By Month,2021,8,9,Arizona,Total - All Places of Death,65-74 years,187,0,186,116.0,257,1443
