,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
1726,By Month,2021,12,7,Iowa,Total - All Places of Death,75-84 years,142,5,116,72.0,187,856
1727,By Month,2021,12,7,Iowa,Total - All Places of Death,85 years and over,101,5,112,47.0,167,1138
1728,By Month,2021,1,7,Kansas,Total - All Places of Death,All Ages,920,0,490,373.0,1037,3265
1729,By Month,2021,1,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0.0,0,20
1730,By Month,2021,1,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,0.0,5,50
1731,By Month,2021,1,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,69
1732,By Month,2021,1,7,Kansas,Total - All Places of Death,40-49 years,20,0,13,5.0,25,114
1733,By Month,2021,1,7,Kansas,Total - All Places of Death,50-64 years,119,0,66,48.0,137,514
1734,By Month,2021,1,7,Kansas,Total - All Places of Death,65-74 years,192,0,113,89.0,216,681
1735,By Month,2021,1,7,Kansas,Total - All Places of Death,75-84 years,241,0,138,110.0,269,770
1736,By Month,2021,1,7,Kansas,Total - All Places of Death,85 years and over,343,0,156,115.0,384,1047
1737,By Month,2021,2,7,Kansas,Total - All Places of Death,All Ages,284,5,236,122.0,399,2426
1738,By Month,2021,2,7,Kansas,Total - All Places of Death,0-17 years,0,5,0,0.0,5,26
1739,By Month,2021,2,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,37
1740,By Month,2021,2,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,59
1741,By Month,2021,2,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,5.0,5,93
1742,By Month,2021,2,7,Kansas,Total - All Places of Death,50-64 years,48,0,42,25.0,65,377
1743,By Month,2021,2,7,Kansas,Total - All Places of Death,65-74 years,64,0,54,31.0,87,501
1744,By Month,2021,2,7,Kansas,Total - All Places of Death,75-84 years,68,0,69,34.0,103,583
1745,By Month,2021,2,7,Kansas,Total - All Places of Death,85 years and over,92,0,62,27.0,127,750
1746,By Month,2021,3,7,Kansas,Total - All Places of Death,All Ages,127,0,149,53.0,223,2349
1747,By Month,2021,3,7,Kansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,29
1748,By Month,2021,3,7,Kansas,Total - All Places of Death,18-29 years,5,0,0,0.0,5,50
1749,By Month,2021,3,7,Kansas,Total - All Places of Death,30-39 years,5,0,0,0.0,5,71
1750,By Month,2021,3,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,0.0,5,84
1751,By Month,2021,3,7,Kansas,Total - All Places of Death,50-64 years,22,0,22,12.0,32,400
1752,By Month,2021,3,7,Kansas,Total - All Places of Death,65-74 years,37,0,41,21.0,57,476
1753,By Month,2021,3,7,Kansas,Total - All Places of Death,75-84 years,39,0,47,15.0,71,557
1754,By Month,2021,3,7,Kansas,Total - All Places of Death,85 years and over,25,0,37,5.0,57,682
1755,By Month,2021,4,7,Kansas,Total - All Places of Death,All Ages,79,5,143,41.0,183,2183
1756,By Month,2021,4,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0.0,0,15
1757,By Month,2021,4,7,Kansas,Total - All Places of Death,18-29 years,0,0,0,0.0,0,43
1758,By Month,2021,4,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,55
1759,By Month,2021,4,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,5.0,5,101
1760,By Month,2021,4,7,Kansas,Total - All Places of Death,50-64 years,15,5,19,5.0,27,340
1761,By Month,2021,4,7,Kansas,Total - All Places of Death,65-74 years,30,5,38,15.0,54,449
1762,By Month,2021,4,7,Kansas,Total - All Places of Death,75-84 years,15,0,44,10.0,49,512
1763,By Month,2021,4,7,Kansas,Total - All Places of Death,85 years and over,16,0,37,5.0,47,668
1764,By Month,2021,5,7,Kansas,Total - All Places of Death,All Ages,84,5,136,32.0,189,2284
1765,By Month,2021,5,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0.0,0,32
1766,By Month,2021,5,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,50
1767,By Month,2021,5,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,52
1768,By Month,2021,5,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,5.0,5,88
1769,By Month,2021,5,7,Kansas,Total - All Places of Death,50-64 years,24,0,28,12.0,40,364
1770,By Month,2021,5,7,Kansas,Total - All Places of Death,65-74 years,16,0,27,5.0,37,469
1771,By Month,2021,5,7,Kansas,Total - All Places of Death,75-84 years,17,0,40,5.0,52,542
1772,By Month,2021,5,7,Kansas,Total - All Places of Death,85 years and over,18,5,36,5.0,50,687
1773,By Month,2021,6,7,Kansas,Total - All Places of Death,All Ages,54,5,124,25.0,156,2219
1774,By Month,2021,6,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0.0,0,29
1775,By Month,2021,6,7,Kansas,Total - All Places of Death,18-29 years,0,0,5,0.0,5,44
1776,By Month,2021,6,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,70
1777,By Month,2021,6,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,5.0,5,91
1778,By Month,2021,6,7,Kansas,Total - All Places of Death,50-64 years,14,5,17,5.0,25,367
1779,By Month,2021,6,7,Kansas,Total - All Places of Death,65-74 years,17,5,36,5.0,48,438
1780,By Month,2021,6,7,Kansas,Total - All Places of Death,75-84 years,11,0,23,5.0,29,511
1781,By Month,2021,6,7,Kansas,Total - All Places of Death,85 years and over,5,0,42,5.0,45,669
1782,By Month,2021,7,7,Kansas,Total - All Places of Death,All Ages,130,0,169,60.0,239,2381
1783,By Month,2021,7,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0.0,0,23
1784,By Month,2021,7,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,0.0,5,60
1785,By Month,2021,7,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,71
1786,By Month,2021,7,7,Kansas,Total - All Places of Death,40-49 years,16,0,15,10.0,21,117
1787,By Month,2021,7,7,Kansas,Total - All Places of Death,50-64 years,33,0,31,16.0,48,387
1788,By Month,2021,7,7,Kansas,Total - All Places of Death,65-74 years,20,0,33,5.0,44,478
1789,By Month,2021,7,7,Kansas,Total - All Places of Death,75-84 years,30,0,44,14.0,60,580
1790,By Month,2021,7,7,Kansas,Total - All Places of Death,85 years and over,27,0,42,10.0,59,665
1791,By Month,2021,8,7,Kansas,Total - All Places of Death,All Ages,406,5,337,248.0,497,2693
1792,By Month,2021,8,7,Kansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,26
1793,By Month,2021,8,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,62
1794,By Month,2021,8,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,11,68
1795,By Month,2021,8,7,Kansas,Total - All Places of Death,40-49 years,31,0,18,18.0,31,142
1796,By Month,2021,8,7,Kansas,Total - All Places of Death,50-64 years,104,0,79,63.0,120,464
1797,By Month,2021,8,7,Kansas,Total - All Places of Death,65-74 years,111,0,95,73.0,133,574
1798,By Month,2021,8,7,Kansas,Total - All Places of Death,75-84 years,73,5,74,52.0,96,601
1799,By Month,2021,8,7,Kansas,Total - All Places of Death,85 years and over,73,5,59,33.0,100,756
1800,By Month,2021,9,7,Kansas,Total - All Places of Death,All Ages,480,5,360,251.0,590,2768
1801,By Month,2021,9,7,Kansas,Total - All Places of Death,0-17 years,5,0,0,0.0,5,25
1802,By Month,2021,9,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,49
1803,By Month,2021,9,7,Kansas,Total - All Places of Death,30-39 years,18,0,14,10.0,22,81
1804,By Month,2021,9,7,Kansas,Total - All Places of Death,40-49 years,43,0,22,18.0,47,123
1805,By Month,2021,9,7,Kansas,Total - All Places of Death,50-64 years,130,0,85,76.0,139,478
1806,By Month,2021,9,7,Kansas,Total - All Places of Death,65-74 years,108,5,84,59.0,134,568
1807,By Month,2021,9,7,Kansas,Total - All Places of Death,75-84 years,105,0,91,55.0,141,693
1808,By Month,2021,9,7,Kansas,Total - All Places of Death,85 years and over,71,0,61,31.0,101,751
1809,By Month,2021,10,7,Kansas,Total - All Places of Death,All Ages,324,0,290,183.0,431,2667
1810,By Month,2021,10,7,Kansas,Total - All Places of Death,0-17 years,5,0,5,5.0,5,33
1811,By Month,2021,10,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,54
1812,By Month,2021,10,7,Kansas,Total - All Places of Death,30-39 years,11,0,10,5.0,12,76
1813,By Month,2021,10,7,Kansas,Total - All Places of Death,40-49 years,17,0,12,10.0,19,129
1814,By Month,2021,10,7,Kansas,Total - All Places of Death,50-64 years,82,0,68,46.0,104,432
1815,By Month,2021,10,7,Kansas,Total - All Places of Death,65-74 years,71,0,67,46.0,92,544
1816,By Month,2021,10,7,Kansas,Total - All Places of Death,75-84 years,75,0,71,41.0,105,602
1817,By Month,2021,10,7,Kansas,Total - All Places of Death,85 years and over,65,0,60,29.0,96,797
1818,By Month,2021,11,7,Kansas,Total - All Places of Death,All Ages,347,5,297,178.0,467,2661
1819,By Month,2021,11,7,Kansas,Total - All Places of Death,0-17 years,5,0,5,5.0,5,25
1820,By Month,2021,11,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,41
1821,By Month,2021,11,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,61
1822,By Month,2021,11,7,Kansas,Total - All Places of Death,40-49 years,20,0,19,13.0,26,104
1823,By Month,2021,11,7,Kansas,Total - All Places of Death,50-64 years,67,0,50,35.0,82,402
1824,By Month,2021,11,7,Kansas,Total - All Places of Death,65-74 years,79,0,73,46.0,106,555
1825,By Month,2021,11,7,Kansas,Total - All Places of Death,75-84 years,75,5,72,33.0,115,657
1826,By Month,2021,11,7,Kansas,Total - All Places of Death,85 years and over,98,0,79,47.0,130,816
1827,By Month,2021,12,7,Kansas,Total - All Places of Death,All Ages,571,5,428,288.0,714,3146
1828,By Month,2021,12,7,Kansas,Total - All Places of Death,0-17 years,5,0,5,0.0,5,37
1829,By Month,2021,12,7,Kansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,43
1830,By Month,2021,12,7,Kansas,Total - All Places of Death,30-39 years,13,0,5,5.0,14,77
1831,By Month,2021,12,7,Kansas,Total - All Places of Death,40-49 years,39,0,22,20.0,41,126
1832,By Month,2021,12,7,Kansas,Total - All Places of Death,50-64 years,135,0,92,73.0,154,519
1833,By Month,2021,12,7,Kansas,Total - All Places of Death,65-74 years,147,0,99,74.0,172,693
1834,By Month,2021,12,7,Kansas,Total - All Places of Death,75-84 years,134,5,109,69.0,175,766
1835,By Month,2021,12,7,Kansas,Total - All Places of Death,85 years and over,97,5,96,45.0,150,885
1836,By Month,2021,1,4,Kentucky,Total - All Places of Death,All Ages,1372,5,1029,731.0,1672,5856
1837,By Month,2021,1,4,Kentucky,Total - All Places of Death,0-17 years,0,0,5,0.0,5,52
1838,By Month,2021,1,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,5.0,5,108
1839,By Month,2021,1,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5.0,11,158
1840,By Month,2021,1,4,Kentucky,Total - All Places of Death,40-49 years,20,0,14,5.0,25,216
1841,By Month,2021,1,4,Kentucky,Total - All Places of Death,50-64 years,178,5,167,105.0,240,1061
1842,By Month,2021,1,4,Kentucky,Total - All Places of Death,65-74 years,349,0,285,219.0,415,1349
1843,By Month,2021,1,4,Kentucky,Total - All Places of Death,75-84 years,418,5,309,226.0,502,1483
1844,By Month,2021,1,4,Kentucky,Total - All Places of Death,85 years and over,398,5,245,169.0,475,1429
1845,By Month,2021,2,4,Kentucky,Total - All Places of Death,All Ages,749,5,679,427.0,1004,4594
1846,By Month,2021,2,4,Kentucky,Total - All Places of Death,0-17 years,0,0,5,0.0,5,29
1847,By Month,2021,2,4,Kentucky,Total - All Places of Death,18-29 years,0,0,5,0.0,5,81
1848,By Month,2021,2,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5.0,5,134
1849,By Month,2021,2,4,Kentucky,Total - All Places of Death,40-49 years,14,0,17,5.0,22,217
1850,By Month,2021,2,4,Kentucky,Total - All Places of Death,50-64 years,119,5,124,78.0,165,885
1851,By Month,2021,2,4,Kentucky,Total - All Places of Death,65-74 years,195,5,189,127.0,257,1037
1852,By Month,2021,2,4,Kentucky,Total - All Places of Death,75-84 years,233,5,196,129.0,302,1135
1853,By Month,2021,2,4,Kentucky,Total - All Places of Death,85 years and over,185,5,147,83.0,250,1076
1854,By Month,2021,3,4,Kentucky,Total - All Places of Death,All Ages,390,5,495,215.0,671,4651
1855,By Month,2021,3,4,Kentucky,Total - All Places of Death,0-17 years,0,0,0,0.0,0,43
1856,By Month,2021,3,4,Kentucky,Total - All Places of Death,18-29 years,0,0,5,0.0,5,102
1857,By Month,2021,3,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5.0,5,165
1858,By Month,2021,3,4,Kentucky,Total - All Places of Death,40-49 years,5,0,5,5.0,13,248
1859,By Month,2021,3,4,Kentucky,Total - All Places of Death,50-64 years,74,5,97,39.0,133,919
1860,By Month,2021,3,4,Kentucky,Total - All Places of Death,65-74 years,104,0,144,70.0,178,1065
1861,By Month,2021,3,4,Kentucky,Total - All Places of Death,75-84 years,122,0,153,74.0,201,1111
1862,By Month,2021,3,4,Kentucky,Total - All Places of Death,85 years and over,75,0,87,27.0,135,998
1863,By Month,2021,4,4,Kentucky,Total - All Places of Death,All Ages,232,0,385,117.0,500,4486
1864,By Month,2021,4,4,Kentucky,Total - All Places of Death,0-17 years,0,0,5,0.0,5,42
1865,By Month,2021,4,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,0.0,5,110
1866,By Month,2021,4,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,0.0,5,151
1867,By Month,2021,4,4,Kentucky,Total - All Places of Death,40-49 years,5,0,14,5.0,20,242
1868,By Month,2021,4,4,Kentucky,Total - All Places of Death,50-64 years,49,0,77,24.0,102,908
1869,By Month,2021,4,4,Kentucky,Total - All Places of Death,65-74 years,63,0,116,46.0,133,1002
1870,By Month,2021,4,4,Kentucky,Total - All Places of Death,75-84 years,69,0,103,33.0,139,1103
1871,By Month,2021,4,4,Kentucky,Total - All Places of Death,85 years and over,40,0,70,11.0,99,928
1872,By Month,2021,5,4,Kentucky,Total - All Places of Death,All Ages,230,0,387,126.0,491,4425
1873,By Month,2021,5,4,Kentucky,Total - All Places of Death,0-17 years,5,0,0,0.0,5,39
1874,By Month,2021,5,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,5.0,5,110
1875,By Month,2021,5,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5.0,5,164
1876,By Month,2021,5,4,Kentucky,Total - All Places of Death,40-49 years,10,0,19,5.0,22,252
1877,By Month,2021,5,4,Kentucky,Total - All Places of Death,50-64 years,43,0,85,28.0,100,921
1878,By Month,2021,5,4,Kentucky,Total - All Places of Death,65-74 years,61,0,98,38.0,121,958
1879,By Month,2021,5,4,Kentucky,Total - All Places of Death,75-84 years,72,0,104,37.0,139,1016
1880,By Month,2021,5,4,Kentucky,Total - All Places of Death,85 years and over,39,0,75,14.0,100,965
1881,By Month,2021,6,4,Kentucky,Total - All Places of Death,All Ages,156,0,360,82.0,434,4389
1882,By Month,2021,6,4,Kentucky,Total - All Places of Death,0-17 years,0,0,0,0.0,0,51
1883,By Month,2021,6,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,5.0,5,83
1884,By Month,2021,6,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5.0,10,165
1885,By Month,2021,6,4,Kentucky,Total - All Places of Death,40-49 years,10,0,13,5.0,15,283
1886,By Month,2021,6,4,Kentucky,Total - All Places of Death,50-64 years,33,0,75,22.0,86,883
1887,By Month,2021,6,4,Kentucky,Total - All Places of Death,65-74 years,40,0,95,19.0,116,965
1888,By Month,2021,6,4,Kentucky,Total - All Places of Death,75-84 years,35,0,96,18.0,113,1068
1889,By Month,2021,6,4,Kentucky,Total - All Places of Death,85 years and over,28,0,75,12.0,91,891
1890,By Month,2021,7,4,Kentucky,Total - All Places of Death,All Ages,206,5,379,111.0,475,4461
1891,By Month,2021,7,4,Kentucky,Total - All Places of Death,0-17 years,0,0,5,0.0,5,46
1892,By Month,2021,7,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,0.0,5,95
1893,By Month,2021,7,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5.0,5,154
1894,By Month,2021,7,4,Kentucky,Total - All Places of Death,40-49 years,15,0,21,11.0,25,234
1895,By Month,2021,7,4,Kentucky,Total - All Places of Death,50-64 years,53,5,75,24.0,105,887
1896,By Month,2021,7,4,Kentucky,Total - All Places of Death,65-74 years,44,0,82,21.0,105,1031
1897,By Month,2021,7,4,Kentucky,Total - All Places of Death,75-84 years,63,0,111,38.0,136,1046
1898,By Month,2021,7,4,Kentucky,Total - All Places of Death,85 years and over,27,0,84,16.0,95,968
1899,By Month,2021,8,4,Kentucky,Total - All Places of Death,All Ages,896,5,852,548.0,1202,5242
1900,By Month,2021,8,4,Kentucky,Total - All Places of Death,0-17 years,0,0,0,0.0,0,46
1901,By Month,2021,8,4,Kentucky,Total - All Places of Death,18-29 years,11,0,5,5.0,11,105
1902,By Month,2021,8,4,Kentucky,Total - All Places of Death,30-39 years,24,0,19,13.0,30,164
1903,By Month,2021,8,4,Kentucky,Total - All Places of Death,40-49 years,57,0,45,37.0,65,301
1904,By Month,2021,8,4,Kentucky,Total - All Places of Death,50-64 years,239,5,197,138.0,299,1105
1905,By Month,2021,8,4,Kentucky,Total - All Places of Death,65-74 years,210,0,222,140.0,292,1177
1906,By Month,2021,8,4,Kentucky,Total - All Places of Death,75-84 years,219,5,230,139.0,311,1222
1907,By Month,2021,8,4,Kentucky,Total - All Places of Death,85 years and over,136,0,135,77.0,194,1122
1908,By Month,2021,9,4,Kentucky,Total - All Places of Death,All Ages,1801,5,1374,1098.0,2079,6127
1909,By Month,2021,9,4,Kentucky,Total - All Places of Death,0-17 years,5,0,0,0.0,5,46
1910,By Month,2021,9,4,Kentucky,Total - All Places of Death,18-29 years,17,0,5,5.0,19,118
1911,By Month,2021,9,4,Kentucky,Total - All Places of Death,30-39 years,46,0,30,24.0,52,189
1912,By Month,2021,9,4,Kentucky,Total - All Places of Death,40-49 years,135,5,89,77.0,148,371
1913,By Month,2021,9,4,Kentucky,Total - All Places of Death,50-64 years,530,0,388,337.0,581,1380
1914,By Month,2021,9,4,Kentucky,Total - All Places of Death,65-74 years,484,5,386,311.0,560,1475
1915,By Month,2021,9,4,Kentucky,Total - All Places of Death,75-84 years,371,0,323,241.0,453,1422
1916,By Month,2021,9,4,Kentucky,Total - All Places of Death,85 years and over,215,0,149,101.0,263,1126
1917,By Month,2021,10,4,Kentucky,Total - All Places of Death,All Ages,1186,0,1081,755.0,1512,5469
1918,By Month,2021,10,4,Kentucky,Total - All Places of Death,0-17 years,5,0,5,5.0,5,62
1919,By Month,2021,10,4,Kentucky,Total - All Places of Death,18-29 years,13,0,10,5.0,16,100
1920,By Month,2021,10,4,Kentucky,Total - All Places of Death,30-39 years,32,0,30,22.0,40,188
1921,By Month,2021,10,4,Kentucky,Total - All Places of Death,40-49 years,101,0,80,67.0,114,323
1922,By Month,2021,10,4,Kentucky,Total - All Places of Death,50-64 years,328,0,264,218.0,374,1120
1923,By Month,2021,10,4,Kentucky,Total - All Places of Death,65-74 years,302,0,289,205.0,386,1333
1924,By Month,2021,10,4,Kentucky,Total - All Places of Death,75-84 years,251,0,254,160.0,345,1270
1925,By Month,2021,10,4,Kentucky,Total - All Places of Death,85 years and over,156,0,150,74.0,232,1073
1926,By Month,2021,11,4,Kentucky,Total - All Places of Death,All Ages,555,5,604,310.0,851,4976
1927,By Month,2021,11,4,Kentucky,Total - All Places of Death,0-17 years,5,0,5,0.0,5,48
1928,By Month,2021,11,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,5.0,5,78
1929,By Month,2021,11,4,Kentucky,Total - All Places of Death,30-39 years,13,0,10,5.0,17,166
1930,By Month,2021,11,4,Kentucky,Total - All Places of Death,40-49 years,26,0,21,17.0,30,238
1931,By Month,2021,11,4,Kentucky,Total - All Places of Death,50-64 years,132,5,134,81.0,186,971
1932,By Month,2021,11,4,Kentucky,Total - All Places of Death,65-74 years,163,5,174,96.0,242,1162
1933,By Month,2021,11,4,Kentucky,Total - All Places of Death,75-84 years,125,0,150,68.0,207,1251
1934,By Month,2021,11,4,Kentucky,Total - All Places of Death,85 years and over,89,0,110,41.0,158,1062
1935,By Month,2021,12,4,Kentucky,Total - All Places of Death,All Ages,922,5,901,561.0,1263,5692
1936,By Month,2021,12,4,Kentucky,Total - All Places of Death,0-17 years,0,0,0,0.0,0,49
1937,By Month,2021,12,4,Kentucky,Total - All Places of Death,18-29 years,10,0,5,5.0,10,110
1938,By Month,2021,12,4,Kentucky,Total - All Places of Death,30-39 years,26,0,15,14.0,27,181
1939,By Month,2021,12,4,Kentucky,Total - All Places of Death,40-49 years,46,0,35,24.0,57,262
1940,By Month,2021,12,4,Kentucky,Total - All Places of Death,50-64 years,222,0,194,140.0,276,1142
1941,By Month,2021,12,4,Kentucky,Total - All Places of Death,65-74 years,249,5,256,166.0,340,1325
1942,By Month,2021,12,4,Kentucky,Total - All Places of Death,75-84 years,237,0,253,142.0,348,1451
1943,By Month,2021,12,4,Kentucky,Total - All Places of Death,85 years and over,132,0,143,70.0,205,1172
1944,By Month,2021,1,6,Louisiana,Total - All Places of Death,All Ages,1338,5,888,702.0,1526,5956
1945,By Month,2021,1,6,Louisiana,Total - All Places of Death,0-17 years,0,0,0,0.0,0,70
1946,By Month,2021,1,6,Louisiana,Total - All Places of Death,18-29 years,5,0,0,0.0,5,128
1947,By Month,2021,1,6,Louisiana,Total - All Places of Death,30-39 years,15,0,5,5.0,18,209
1948,By Month,2021,1,6,Louisiana,Total - All Places of Death,40-49 years,38,0,24,20.0,42,274
1949,By Month,2021,1,6,Louisiana,Total - All Places of Death,50-64 years,229,5,153,120.0,263,1121
1950,By Month,2021,1,6,Louisiana,Total - All Places of Death,65-74 years,375,0,254,199.0,430,1347
1951,By Month,2021,1,6,Louisiana,Total - All Places of Death,75-84 years,377,0,250,200.0,427,1414
1952,By Month,2021,1,6,Louisiana,Total - All Places of Death,85 years and over,303,5,199,158.0,345,1393
1953,By Month,2021,2,6,Louisiana,Total - All Places of Death,All Ages,621,5,473,327.0,767,4635
1954,By Month,2021,2,6,Louisiana,Total - All Places of Death,0-17 years,0,0,5,0.0,5,59
1955,By Month,2021,2,6,Louisiana,Total - All Places of Death,18-29 years,5,0,5,5.0,5,118
1956,By Month,2021,2,6,Louisiana,Total - All Places of Death,30-39 years,5,0,5,5.0,11,155
1957,By Month,2021,2,6,Louisiana,Total - All Places of Death,40-49 years,14,0,20,5.0,25,213
1958,By Month,2021,2,6,Louisiana,Total - All Places of Death,50-64 years,113,5,93,65.0,141,890
1959,By Month,2021,2,6,Louisiana,Total - All Places of Death,65-74 years,203,0,130,103.0,230,1081
1960,By Month,2021,2,6,Louisiana,Total - All Places of Death,75-84 years,172,0,140,105.0,207,1111
1961,By Month,2021,2,6,Louisiana,Total - All Places of Death,85 years and over,104,0,81,40.0,145,1008
1962,By Month,2021,3,6,Louisiana,Total - All Places of Death,All Ages,334,5,329,173.0,491,4570
1963,By Month,2021,3,6,Louisiana,Total - All Places of Death,0-17 years,0,0,0,0.0,0,57
1964,By Month,2021,3,6,Louisiana,Total - All Places of Death,18-29 years,5,0,5,5.0,5,117
1965,By Month,2021,3,6,Louisiana,Total - All Places of Death,30-39 years,5,0,5,5.0,5,179
1966,By Month,2021,3,6,Louisiana,Total - All Places of Death,40-49 years,16,0,15,5.0,22,257
1967,By Month,2021,3,6,Louisiana,Total - All Places of Death,50-64 years,80,5,66,39.0,108,912
1968,By Month,2021,3,6,Louisiana,Total - All Places of Death,65-74 years,90,0,84,48.0,126,951
1969,By Month,2021,3,6,Louisiana,Total - All Places of Death,75-84 years,86,0,100,49.0,137,1092
1970,By Month,2021,3,6,Louisiana,Total - All Places of Death,85 years and over,58,0,54,25.0,87,1005
1971,By Month,2021,4,6,Louisiana,Total - All Places of Death,All Ages,181,5,238,84.0,336,4228
1972,By Month,2021,4,6,Louisiana,Total - All Places of Death,0-17 years,0,0,5,0.0,5,75
1973,By Month,2021,4,6,Louisiana,Total - All Places of Death,18-29 years,5,0,5,5.0,5,100
1974,By Month,2021,4,6,Louisiana,Total - All Places of Death,30-39 years,5,0,5,5.0,5,188
1975,By Month,2021,4,6,Louisiana,Total - All Places of Death,40-49 years,13,0,11,5.0,19,229
1976,By Month,2021,4,6,Louisiana,Total - All Places of Death,50-64 years,51,0,51,28.0,74,853
1977,By Month,2021,4,6,Louisiana,Total - All Places of Death,65-74 years,47,0,63,23.0,87,929
1978,By Month,2021,4,6,Louisiana,Total - All Places of Death,75-84 years,47,5,63,21.0,90,942
1979,By Month,2021,4,6,Louisiana,Total - All Places of Death,85 years and over,16,0,39,5.0,51,912
1980,By Month,2021,5,6,Louisiana,Total - All Places of Death,All Ages,176,5,247,98.0,325,4241
1981,By Month,2021,5,6,Louisiana,Total - All Places of Death,0-17 years,0,0,5,0.0,5,79
1982,By Month,2021,5,6,Louisiana,Total - All Places of Death,18-29 years,5,0,0,0.0,5,121
1983,By Month,2021,5,6,Louisiana,Total - All Places of Death,30-39 years,5,0,5,5.0,5,160
1984,By Month,2021,5,6,Louisiana,Total - All Places of Death,40-49 years,16,0,13,10.0,19,256
1985,By Month,2021,5,6,Louisiana,Total - All Places of Death,50-64 years,52,5,56,28.0,80,864
1986,By Month,2021,5,6,Louisiana,Total - All Places of Death,65-74 years,55,0,70,35.0,90,930
1987,By Month,2021,5,6,Louisiana,Total - All Places of Death,75-84 years,25,0,55,16.0,64,938
1988,By Month,2021,5,6,Louisiana,Total - All Places of Death,85 years and over,21,0,46,5.0,62,893
1989,By Month,2021,6,6,Louisiana,Total - All Places of Death,All Ages,126,5,205,72.0,260,4237
1990,By Month,2021,6,6,Louisiana,Total - All Places of Death,0-17 years,0,0,5,0.0,5,61
1991,By Month,2021,6,6,Louisiana,Total - All Places of Death,18-29 years,5,0,5,0.0,5,129
1992,By Month,2021,6,6,Louisiana,Total - All Places of Death,30-39 years,5,0,5,5.0,5,161
1993,By Month,2021,6,6,Louisiana,Total - All Places of Death,40-49 years,10,0,11,5.0,14,219
1994,By Month,2021,6,6,Louisiana,Total - All Places of Death,50-64 years,41,0,50,25.0,66,837
1995,By Month,2021,6,6,Louisiana,Total - All Places of Death,65-74 years,37,0,63,22.0,78,923
1996,By Month,2021,6,6,Louisiana,Total - All Places of Death,75-84 years,24,5,41,13.0,53,974
1997,By Month,2021,6,6,Louisiana,Total - All Places of Death,85 years and over,11,0,32,5.0,40,933
1998,By Month,2021,7,6,Louisiana,Total - All Places of Death,All Ages,348,5,323,174.0,498,4677
1999,By Month,2021,7,6,Louisiana,Total - All Places of Death,0-17 years,5,0,5,5.0,5,80
2000,By Month,2021,7,6,Louisiana,Total - All Places of Death,18-29 years,5,0,5,5.0,5,125
2001,By Month,2021,7,6,Louisiana,Total - All Places of Death,30-39 years,24,0,12,10.0,26,221
2002,By Month,2021,7,6,Louisiana,Total - All Places of Death,40-49 years,46,0,26,24.0,48,297
2003,By Month,2021,7,6,Louisiana,Total - All Places of Death,50-64 years,88,0,69,39.0,118,922
2004,By Month,2021,7,6,Louisiana,Total - All Places of Death,65-74 years,73,0,74,41.0,106,1016
