deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
1707,5,963,825,1847,3162
2394,5,1398,1194,2601,4517
3059,5,1808,1441,3429,6710
3358,5,2000,1612,3748,9621
5,0,5,0,5,49
5,0,5,5,11,104
41,5,20,16,46,228
94,5,56,45,106,378
549,0,323,282,590,1533
698,0,461,383,776,1836
832,0,520,423,929,2253
1134,0,613,459,1288,3240
841,5,637,378,1101,6301
0,0,0,0,0,27
5,0,5,0,5,101
5,0,5,5,5,171
27,0,17,12,32,252
133,5,109,65,178,1030
173,0,139,88,224,1184
194,0,181,104,271,1481
303,0,186,106,383,2055
330,0,379,131,578,6097
0,0,5,0,5,46
5,0,5,5,5,97
5,0,5,5,11,163
5,0,5,5,10,213
73,0,75,36,112,1013
64,0,76,26,114,1127
80,0,108,36,152,1454
97,0,104,26,175,1984
168,0,327,65,430,5941
5,0,5,5,5,35
5,0,5,5,5,124
5,0,5,0,5,157
5,0,5,5,12,230
29,0,44,5,64,960
32,0,68,18,82,1069
52,0,90,17,125,1427
47,0,105,17,135,1939
144,5,332,71,406,5886
0,0,0,0,0,41
0,0,0,0,0,98
5,0,5,5,5,141
5,0,5,5,12,215
26,0,51,11,66,951
28,0,71,17,82,1044
39,0,92,21,110,1376
43,5,108,20,132,2020
280,0,392,116,556,6239
0,0,0,0,0,44
5,0,5,0,5,105
5,0,5,0,5,142
5,0,19,5,21,246
48,0,49,17,80,933
58,0,91,25,124,1177
63,0,103,32,134,1469
101,0,121,37,185,2123
944,0,776,502,1218,7097
5,0,5,0,5,48
5,0,5,5,5,103
13,0,5,5,14,157
23,0,25,13,35,245
158,0,134,94,198,1174
198,0,165,107,256,1359
261,0,210,138,333,1677
286,0,228,141,373,2334
2388,5,1596,1244,2741,9184
5,0,0,0,5,44
5,0,10,5,12,95
19,0,16,10,25,167
62,0,44,33,73,288
351,0,234,183,402,1441
521,5,338,287,572,1723
680,0,501,395,786,2327
748,5,453,332,870,3099
2482,0,1659,1309,2832,9095
0,0,0,0,0,40
10,0,5,5,14,110
22,0,12,5,25,186
61,0,41,34,68,302
368,0,242,201,409,1344
559,0,387,316,630,1722
708,0,477,383,802,2309
754,0,491,361,884,3082
1453,0,1049,763,1739,7476
0,0,0,0,0,45
5,0,5,5,5,88
18,0,10,5,22,189
42,0,36,27,51,268
256,0,179,139,296,1198
319,0,227,181,365,1446
407,0,295,210,492,1811
406,0,298,198,506,2431
1045,5,832,547,1330,7274
5,0,5,0,5,36
5,0,5,5,11,108
5,0,5,5,5,177
43,0,29,23,49,285
220,5,165,119,266,1159
245,0,172,123,294,1347
251,0,210,133,328,1717
269,0,244,143,370,2445
1037,0,833,561,1309,7033
5,0,5,0,5,36
5,0,5,5,5,87
14,0,5,5,16,167
43,0,19,17,45,279
264,0,171,142,293,1200
261,0,197,146,312,1376
221,0,206,121,306,1668
228,0,225,125,328,2220
526,5,527,275,779,6338
0,0,0,0,0,35
5,0,5,5,5,109
10,0,5,5,10,142
22,0,18,5,31,240
128,0,108,69,167,1028
137,5,137,75,200,1174
132,0,139,73,198,1595
90,0,119,43,166,2015
162,0,304,77,389,5893
0,0,0,0,0,34
5,0,5,5,5,98
5,0,5,5,5,174
15,0,20,5,26,245
43,0,59,27,75,1005
37,0,54,15,76,1126
27,0,85,13,99,1334
33,0,74,5,98,1877
132,0,344,70,406,6042
0,0,5,0,5,42
5,0,5,5,5,90
5,0,5,0,5,163
10,0,14,5,18,251
36,0,62,25,73,986
20,0,64,12,72,1066
31,0,79,16,94,1462
31,0,116,10,137,1982
360,0,483,188,655,6425
5,0,5,5,5,45
5,0,0,0,5,107
15,0,16,10,21,195
16,0,5,5,19,261
74,0,82,42,114,1017
93,0,114,47,160,1245
71,0,116,37,150,1484
87,0,147,48,186,2071
576,0,647,345,878,6575
5,0,5,0,5,51
5,0,5,5,5,102
17,0,16,10,23,177
39,0,34,25,48,255
132,0,126,83,175,1039
128,0,131,74,185,1254
124,0,150,76,198,1535
131,0,184,76,239,2162
530,0,641,324,847,6953
0,0,5,0,5,40
5,0,5,5,5,88
14,0,12,5,18,193
29,0,37,24,42,276
122,0,119,68,173,1106
119,0,145,81,183,1355
135,0,158,79,214,1676
105,0,164,59,210,2219
391,0,557,227,721,6729
0,0,5,0,5,51
5,0,5,5,5,85
5,0,5,5,11,162
10,0,17,5,20,214
78,0,94,43,129,1031
90,0,97,50,137,1191
111,0,164,73,202,1648
92,0,174,49,217,2347
911,5,762,451,1227,7764
5,0,5,0,5,55
11,5,10,5,16,85
29,5,17,12,35,195
39,0,23,15,47,263
207,0,134,103,238,1259
212,0,171,118,265,1464
201,5,183,97,288,1835
210,5,223,100,335,2608
3050,5,1846,1540,3360,10309
5,0,5,5,5,44
15,5,5,5,18,108
45,0,18,14,49,204
84,0,50,41,93,311
493,5,288,251,532,1484
631,5,378,324,685,1920
804,5,520,434,891,2636
970,0,583,469,1084,3602
867,5,715,432,1153,6783
5,0,5,0,5,30
5,0,5,5,5,78
10,0,5,5,10,135
31,0,19,14,36,259
156,0,114,79,191,1039
194,5,160,107,248,1263
233,5,218,129,323,1713
241,5,195,97,340,2266
219,5,352,96,476,6451
5,0,5,5,5,43
5,0,0,0,5,88
5,0,5,0,5,142
5,0,5,5,5,228
34,0,42,16,60,1032
47,0,70,21,96,1225
65,0,119,31,153,1573
65,5,112,25,153,2120
161,5,327,58,436,5912
0,0,0,0,0,33
5,0,5,5,5,82
5,0,5,0,5,154
5,0,5,0,5,209
21,0,47,5,59,899
24,0,67,5,84,1124
53,5,85,20,120,1462
59,5,112,21,154,1949
282,5,340,94,536,6427
0,0,0,0,0,36
5,0,0,0,5,88
5,0,5,0,5,165
5,0,5,5,11,244
33,5,41,11,64,992
31,5,55,11,76,1121
84,5,106,30,161,1622
126,5,124,41,214,2159
222,5,323,73,475,5983
5,0,5,5,5,51
0,0,5,0,5,88
5,0,5,0,5,148
5,0,11,5,15,241
29,0,47,11,65,951
37,0,65,13,89,1078
60,5,97,19,141,1496
86,0,95,26,155,1930
277,5,343,75,547,6259
0,5,5,0,5,58
5,0,0,0,5,105
5,0,5,0,13,156
5,0,5,0,5,223
21,0,42,10,53,968
48,0,62,11,99,1140
77,5,100,20,158,1497
120,0,127,34,213,2112
265,5,308,81,493,6146
0,0,0,0,0,40
5,0,5,0,5,87
5,0,5,5,5,156
5,0,5,0,5,211
30,0,43,5,66,886
58,0,67,19,106,1107
74,0,89,28,135,1618
98,5,98,26,171,2041
233,5,353,73,514,6190
0,0,5,0,5,53
5,0,0,0,5,76
0,0,5,0,5,166
5,0,5,5,10,201
19,5,48,5,60,923
41,0,78,15,104,1149
59,0,101,18,142,1558
109,0,116,30,195,2064
281,5,401,103,586,6572
0,0,5,0,5,35
0,5,0,0,5,79
5,5,5,5,5,174
5,5,5,5,15,213
15,0,40,5,53,933
45,5,76,19,103,1183
83,0,122,33,172,1642
130,5,148,45,235,2313
297,24,446,105,661,6579
0,5,5,0,5,50
0,0,5,0,5,72
5,5,5,0,5,136
5,0,5,5,12,268
19,5,62,5,76,958
46,5,77,16,109,1228
100,5,124,36,195,1584
126,5,170,43,260,2283
408,64,498,138,826,7448
5,5,5,0,5,37
5,5,5,0,5,92
5,0,5,5,5,174
5,5,5,5,11,246
40,5,50,16,82,1009
66,12,98,23,152,1298
101,12,140,34,219,1914
193,26,194,62,347,2678
443,50,449,143,795,6961
5,5,5,5,5,44
0,5,5,0,5,64
0,0,5,0,5,135
10,0,13,5,17,243
38,5,52,13,83,1012
81,13,78,31,139,1193
116,10,123,36,212,1792
197,19,178,56,337,2478
282,5,362,93,557,6064
0,0,5,0,5,60
0,0,0,0,0,78
5,0,5,5,5,150
5,0,5,5,5,202
14,5,38,5,51,815
52,0,69,20,101,1079
93,5,114,35,174,1601
118,5,128,33,215,2079
179,5,345,59,467,6424
0,0,5,0,5,37
5,0,5,0,5,77
5,0,5,0,5,155
5,0,5,0,5,194
16,0,39,5,51,892
29,5,51,10,72,1125
53,0,124,25,152,1648
77,0,120,20,177,2296
81,5,268,19,335,4909
0,0,0,0,0,21
5,0,5,5,5,42
5,0,5,0,5,100
0,0,5,0,5,148
5,5,36,5,40,690
14,0,48,5,58,873
29,5,74,5,101,1257
32,5,98,5,123,1778
0,33,117,0,150,1760
0,5,5,0,5,26
0,5,5,0,5,49
0,5,5,0,5,67
0,5,5,0,5,70
0,10,14,0,24,301
0,5,27,0,33,366
0,5,32,0,38,410
0,5,31,0,36,471
0,14,104,0,118,1592
0,5,0,0,5,22
0,0,5,0,5,31
0,5,0,0,5,59
0,5,0,0,5,66
0,5,26,0,30,277
0,5,20,0,23,309
0,5,31,0,34,378
0,5,26,0,27,450
5,10,120,5,132,1656
0,5,0,0,5,5
5,0,5,5,5,39
0,5,5,0,5,69
5,0,5,5,5,85
0,5,17,0,22,286
5,5,24,5,25,314
5,5,33,5,36,384
5,0,34,5,35,471
163,0,177,77,263,1756
0,0,5,0,5,18
0,0,5,0,5,35
11,0,11,5,14,81
5,0,11,5,14,96
22,0,32,14,40,285
28,0,28,12,44,332
33,0,43,16,60,422
60,0,49,21,88,487
264,5,181,99,347,1950
0,0,0,0,0,17
5,0,5,5,5,67
11,0,5,5,15,84
10,0,5,5,14,107
64,0,45,34,75,358
45,5,36,20,62,370
57,0,48,23,82,459
71,0,34,13,92,488
131,0,144,60,215,1818
0,0,0,0,0,18
0,0,5,0,5,54
5,0,5,5,5,84
5,0,5,5,5,104
39,0,31,23,47,352
31,0,38,16,53,363
25,0,31,5,47,379
26,0,32,5,50,464
168,0,143,82,229,1865
0,0,0,0,0,20
0,0,0,0,0,62
11,0,5,5,13,108
5,0,5,5,11,104
34,0,26,17,43,300
42,0,38,22,58,374
40,0,32,18,54,418
32,0,29,11,50,479
96,0,108,44,160,1807
0,0,0,0,0,16
5,0,5,0,5,60
5,0,5,5,5,92
5,0,5,5,5,111
17,0,20,5,29,316
19,0,22,5,36,368
33,0,27,17,43,424
15,0,24,5,31,420
53,0,99,34,118,1678
0,0,0,0,0,16
5,0,0,0,5,51
5,0,5,5,5,97
5,0,5,5,5,103
10,0,26,5,28,293
13,0,26,5,30,335
11,0,19,5,25,375
11,0,17,5,22,408
169,5,200,103,267,1863
0,0,0,0,0,15
5,0,5,5,5,60
5,0,5,5,5,79
5,0,5,5,12,113
33,0,41,21,53,335
39,5,51,29,62,378
42,0,56,25,73,425
37,0,36,17,56,458
796,5,515,418,893,2473
5,0,5,5,5,13
5,0,5,5,5,49
18,0,17,13,22,115
34,0,27,24,37,124
149,0,108,92,165,408
202,0,136,114,224,544
206,5,119,94,231,587
180,0,105,79,206,633
1039,0,624,526,1137,2874
0,0,0,0,0,14
5,0,5,5,5,58
22,0,19,14,27,120
55,0,42,36,61,158
193,0,127,108,212,498
236,0,144,130,250,571
277,0,168,138,307,722
248,0,118,95,271,733
707,5,443,354,798,2421
0,0,0,0,0,16
5,0,5,5,5,59
22,0,13,12,23,105
41,0,28,23,46,146
142,0,92,79,155,438
175,5,115,99,192,497
182,5,113,84,212,605
138,0,79,54,163,555
299,0,232,165,366,1820
0,0,0,0,0,5
5,0,5,5,5,56
5,0,5,5,5,83
15,0,12,5,19,106
71,0,63,47,87,331
80,0,68,54,94,390
65,0,46,30,81,407
59,0,35,21,73,439
147,0,179,81,245,1967
0,0,0,0,0,23
5,0,5,5,5,50
5,0,5,0,5,84
5,0,13,5,16,117
40,0,45,26,59,381
31,0,50,21,60,405
35,0,34,14,55,442
26,0,32,11,47,465
73,0,113,39,147,1803
0,0,0,0,0,22
5,0,5,0,5,64
5,0,5,5,5,90
5,0,5,5,12,107
25,0,34,15,44,321
13,0,24,5,30,356
12,0,25,5,31,391
13,0,17,5,24,452
81,0,156,51,186,1852
5,0,0,0,5,20
5,0,5,0,5,59
5,0,5,5,5,111
5,0,12,5,13,123
18,0,26,15,29,308
29,0,42,18,53,378
11,0,33,5,39,400
11,0,35,5,42,453
63,0,102,36,129,1739
0,0,0,0,0,13
5,0,5,0,5,67
5,0,5,5,5,103
10,0,5,5,13,116
16,0,20,10,26,321
14,0,23,12,25,328
10,0,24,5,29,358
11,0,22,5,28,433
50,0,119,29,140,1749
5,0,5,5,5,28
0,0,0,0,0,66
5,0,5,5,5,98
5,0,12,5,14,118
10,0,22,5,27,329
13,0,21,5,27,336
12,0,34,5,38,381
5,0,26,5,29,393
249,0,219,147,321,1980
5,0,0,0,5,18
5,0,5,5,5,74
19,0,16,12,23,126
34,0,29,20,43,157
64,0,48,39,73,351
61,0,50,38,73,393
34,0,36,19,51,419
29,0,36,16,49,442
341,0,279,209,411,2095
0,0,0,0,0,5
5,0,5,5,5,72
25,0,28,21,32,134
44,0,34,31,47,145
101,0,82,62,121,425
73,0,51,39,85,408
58,0,49,36,71,422
36,0,33,18,51,480
342,0,303,234,411,2104
5,0,5,5,5,23
5,0,5,5,5,70
21,0,17,17,21,104
45,0,33,29,49,152
82,0,71,58,95,380
77,0,69,58,88,420
59,0,51,36,74,478
53,0,56,32,77,477
592,5,437,348,681,2332
5,0,0,0,5,18
11,0,5,5,11,75
34,0,24,22,36,125
47,0,33,31,49,134
158,0,118,96,180,450
145,0,105,86,164,483
113,5,81,57,137,502
83,0,68,48,103,545
760,5,608,508,861,2730
5,0,5,5,5,18
11,0,10,5,13,56
37,0,32,27,42,131
72,0,56,53,75,186
207,0,158,139,226,555
190,5,162,136,217,609
148,0,108,85,171,596
93,0,80,58,115,579
681,5,500,399,784,2647
5,5,0,0,5,16
5,5,5,5,5,65
38,0,25,23,40,131
52,0,43,35,60,170
151,5,114,98,167,497
162,0,119,100,181,546
152,0,119,93,178,594
118,5,76,47,148,628
393,0,304,219,478,2061
5,0,0,0,5,17
5,0,5,5,5,67
17,0,15,10,22,103
17,0,15,11,21,102
95,0,75,58,112,388
82,0,72,51,103,406
92,0,64,43,113,479
84,0,60,44,100,499
150,5,180,77,255,1933
0,0,0,0,0,12
5,0,0,0,5,48
5,0,5,0,5,80
12,0,11,5,17,130
24,5,34,16,43,323
40,0,36,18,58,440
32,5,45,18,60,432
38,0,51,19,70,468
53,5,103,23,136,1691
5,0,5,5,5,21
5,5,5,5,5,57
5,0,5,5,5,94
5,5,5,5,5,85
5,0,16,5,19,300
14,0,25,5,33,310
5,5,17,0,28,398
14,0,34,5,40,426
50,5,117,18,156,1845
0,0,0,0,0,17
0,0,5,0,5,64
5,5,0,0,5,94
5,0,5,0,5,108
10,5,15,5,25,294
10,0,34,5,36,387
5,5,24,0,35,407
16,0,38,5,48,474
88,5,117,43,165,1733
0,0,0,0,0,24
5,0,5,0,5,48
5,0,5,5,5,85
5,0,5,5,11,113
5,5,13,5,17,248
12,5,29,5,34,341
34,5,33,17,50,403
31,5,29,13,48,471
114,5,105,47,173,1752
0,0,0,0,0,25
5,0,0,0,5,65
5,0,5,5,5,89
5,0,5,5,5,103
18,0,17,5,26,280
17,0,24,5,32,326
33,5,31,15,50,418
36,5,28,11,53,446
79,5,99,27,151,1735
0,0,0,0,0,24
5,0,0,0,5,49
5,0,5,0,5,79
5,0,5,0,5,96
12,0,16,5,25,302
15,5,25,5,35,360
16,0,29,5,37,418
31,0,24,11,44,407
62,0,117,32,147,1676
0,0,0,0,0,15
0,0,0,0,0,72
0,0,5,0,5,92
5,0,5,5,5,100
5,0,11,5,15,274
5,0,30,5,34,343
18,0,36,11,43,384
28,0,36,13,51,396
73,5,116,26,164,1734
0,0,0,0,0,19
5,0,0,0,5,43
5,0,5,5,5,77
5,0,5,5,5,101
10,0,21,5,27,283
18,0,23,5,33,326
21,5,38,5,51,429
18,0,24,5,39,456
110,5,145,49,211,1837
5,0,5,0,5,14
0,5,5,0,5,46
5,0,5,5,5,80
5,5,5,0,5,82
14,5,23,5,30,321
23,5,33,10,47,393
28,0,39,16,51,419
38,5,41,13,67,482
148,53,197,72,324,2146
5,0,5,0,5,15
5,0,5,5,5,38
5,5,5,5,13,92
5,5,5,5,11,115
28,16,32,15,60,360
29,11,43,16,67,420
44,17,54,23,92,569
35,5,52,13,77,537
95,22,164,54,224,1943
5,5,5,0,5,16
5,0,5,5,5,49
5,0,5,5,5,67
5,5,10,5,15,125
13,5,32,5,41,317
19,5,36,10,47,397
27,5,42,17,59,463
26,5,36,15,50,509
43,5,113,21,137,1567
0,0,0,0,0,16
0,0,0,0,0,41
5,0,5,0,5,56
5,0,5,5,5,74
5,5,17,5,25,237
5,0,29,5,34,316
11,5,31,5,36,399
12,0,29,5,33,428
45,5,110,18,139,1700
0,0,0,0,0,18
0,0,0,0,0,37
5,0,5,0,5,75
5,0,5,0,5,84
5,5,14,0,16,244
5,0,21,5,26,347
5,5,31,5,35,414
27,0,38,11,54,481
30,0,66,14,82,1052
0,0,0,0,0,5
0,0,0,0,0,15
0,0,0,0,0,33
0,0,5,0,5,54
5,0,5,5,5,155
5,0,11,5,12,207
11,0,20,5,26,267
13,0,23,5,30,315
5,65,790,0,856,9283
0,5,5,0,5,77
0,0,5,0,5,124
0,5,5,0,5,164
0,5,10,0,11,255
0,14,70,0,84,1223
5,13,148,0,162,1734
0,17,190,0,207,2240
0,17,354,0,371,3466
5,81,652,5,736,8519
0,5,0,0,5,80
0,5,5,0,5,94
5,5,5,0,5,160
0,5,5,0,13,251
5,14,76,5,92,1177
0,16,100,0,116,1541
5,19,173,5,192,2007
0,23,287,0,310,3209
705,80,1311,409,1683,10158
0,5,5,0,5,56
5,5,5,5,5,136
17,5,13,5,24,219
24,5,27,14,39,272
125,12,176,65,246,1440
137,13,247,74,323,1789
179,16,351,120,425,2457
219,31,491,127,613,3789
7288,31,4669,3651,8323,17455
5,0,0,0,5,52
20,0,14,5,26,147
63,0,37,32,68,247
217,5,122,109,231,493
1076,5,689,572,1196,2359
1473,5,956,752,1679,3207
1910,5,1213,968,2161,4275
2528,14,1638,1210,2961,6675
2720,5,1781,1196,3307,10806
5,0,5,5,5,70
15,0,10,5,18,144
18,0,13,5,25,228
64,0,41,30,75,354
381,5,244,171,455,1595
520,5,362,259,623,1974
644,0,449,300,793,2545
1076,5,661,422,1316,3896
629,0,758,259,1128,8212
0,0,0,0,0,75
5,0,5,0,5,150
5,0,11,5,14,196
5,0,13,5,19,263
86,0,120,46,160,1252
133,0,139,59,213,1518
162,0,192,64,290,1949
233,0,280,85,428,2809
238,0,576,72,742,8256
0,0,5,0,5,69
5,0,5,0,5,141
0,0,5,0,5,207
5,0,5,5,13,296
25,0,67,12,80,1292
43,0,106,11,138,1549
61,0,148,17,192,1957
101,0,238,30,309,2745
145,0,515,49,611,8155
0,0,0,0,0,64
5,0,5,0,5,151
5,0,5,5,5,243
5,0,5,5,11,267
14,0,61,5,72,1248
26,0,92,10,108,1529
39,0,161,12,188,1950
58,0,185,22,221,2703
121,5,608,44,686,8254
0,0,5,0,5,64
5,0,5,0,5,148
0,0,5,0,5,197
5,0,12,5,12,248
14,0,75,5,86,1232
25,0,103,10,118,1543
38,5,160,14,185,1930
41,0,247,15,273,2892
292,5,616,97,816,8770
0,0,0,0,0,62
5,0,5,0,5,130
0,0,5,0,5,208
5,0,13,5,16,271
36,0,82,5,109,1275
70,5,122,30,166,1624
80,0,158,27,211,2063
99,5,232,28,304,3137
932,5,935,338,1534,9357
5,0,0,0,5,61
5,0,5,5,5,129
5,0,5,5,11,194
13,0,15,5,23,268
75,0,90,23,142,1284
172,5,191,83,281,1683
260,0,247,97,410,2290
403,5,378,128,657,3448
3119,5,1807,1192,3737,12126
5,0,5,5,5,52
5,0,5,5,12,114
16,0,16,5,24,207
40,0,27,17,50,303
280,0,192,137,335,1516
534,5,354,247,642,2167
874,5,543,360,1059,3098
1368,5,666,420,1614,4669
4347,5,2405,1765,4991,13333
5,0,0,0,5,59
5,0,5,5,5,144
21,0,15,5,29,221
64,0,34,23,75,367
416,5,268,194,491,1677
758,0,448,340,866,2375
1232,5,717,540,1411,3334
1847,5,916,655,2109,5156
2217,5,1493,982,2730,10071
5,0,0,0,5,73
5,0,5,5,5,93
12,0,5,5,14,194
43,0,26,19,50,269
284,0,186,133,337,1411
467,0,324,228,563,1968
654,0,436,296,794,2594
753,5,511,300,966,3469
1154,5,1070,517,1708,9426
0,0,5,0,5,69
5,0,5,5,5,132
13,0,5,5,17,193
26,0,20,5,37,294
194,0,172,101,265,1405
258,5,239,132,366,1816
311,0,279,132,458,2309
349,0,346,137,558,3208
897,5,917,435,1380,8812
5,0,5,0,5,69
5,0,5,5,5,125
15,0,10,5,20,185
32,0,24,14,42,284
208,5,161,99,271,1427
189,0,179,97,271,1652
209,0,253,113,349,2132
238,0,284,106,416,2938
527,5,787,240,1075,8680
0,0,5,0,5,60
5,0,5,5,5,137
5,0,5,5,14,202
10,0,12,5,18,260
117,0,129,57,189,1425
122,0,159,59,222,1669
131,0,216,56,291,2044
136,5,255,60,332,2883
239,5,590,109,721,7985
0,0,0,0,0,54
5,0,5,0,5,141
5,0,5,0,10,195
5,0,13,5,16,261
69,5,105,45,130,1229
56,0,104,20,140,1553
49,0,137,21,165,1946
57,0,218,21,254,2606
127,5,585,50,663,8395
5,0,5,0,5,73
0,0,5,0,5,119
5,0,5,5,5,213
5,0,15,5,17,301
24,5,88,13,100,1292
31,0,123,12,142,1605
25,0,137,10,152,1948
36,0,213,5,241,2844
460,5,790,220,1031,9051
5,0,5,0,5,70
5,0,5,5,10,154
10,0,5,5,13,225
15,0,22,5,30,354
109,0,137,55,191,1366
88,0,147,46,189,1730
108,0,223,54,277,2186
124,5,245,52,318,2966
855,0,1003,435,1423,9144
5,0,5,0,5,71
5,0,5,0,5,151
24,0,18,12,30,218
39,0,33,23,49,293
187,0,164,95,256,1399
167,0,203,91,279,1787
221,0,278,121,378,2201
213,0,304,93,424,3024
995,5,1085,478,1604,9855
0,0,5,0,5,65
10,0,5,5,12,122
23,0,12,5,28,229
46,0,33,22,57,329
206,0,182,121,267,1504
214,5,226,104,338,1903
221,0,277,105,393,2404
275,0,347,114,508,3299
1084,5,1147,535,1697,10082
5,0,5,5,5,70
5,0,5,5,10,121
32,0,18,16,34,234
51,0,29,25,55,321
236,0,193,117,312,1497
246,0,250,139,357,1910
243,5,307,134,417,2403
268,0,342,100,510,3526
1899,5,1605,910,2602,11266
5,0,5,5,5,73
16,0,5,5,17,127
38,0,19,13,44,269
75,0,49,37,87,351
369,0,258,169,458,1723
485,5,379,246,619,2202
470,5,439,241,671,2837
443,5,448,194,701,3684
3045,18,1948,1292,3719,12497
5,0,5,5,5,57
23,0,5,5,27,111
42,0,28,17,53,265
101,0,56,48,109,378
501,5,304,240,568,1857
644,5,416,299,768,2388
794,5,534,343,989,3150
934,5,600,339,1199,4291
1316,5,1128,567,1879,9318
5,0,5,5,5,56
5,0,5,5,11,92
14,0,5,5,17,192
31,0,24,14,41,263
192,0,177,94,275,1348
270,0,249,142,377,1788
359,5,305,157,509,2305
439,0,358,150,647,3274
421,5,729,154,1004,8970
5,0,5,0,5,71
5,0,5,5,5,134
5,0,5,5,5,178
5,0,12,5,16,288
59,5,92,29,122,1330
95,0,158,39,214,1681
100,5,215,40,279,2260
151,5,241,41,355,3028
345,23,697,111,954,8592
0,5,5,0,5,66
5,0,0,0,5,116
5,5,10,5,15,172
5,0,11,5,17,280
38,5,95,14,120,1230
60,5,135,20,180,1665
101,5,193,40,260,2117
132,5,249,35,355,2946
617,25,741,178,1203,9061
5,5,5,5,5,62
5,0,5,0,5,113
5,0,5,5,12,221
5,0,10,5,14,263
45,0,65,5,103,1249
103,5,132,40,199,1653
172,5,218,53,344,2339
278,11,305,73,520,3161
386,5,622,128,884,8364
5,0,5,0,5,66
5,0,5,5,5,129
5,0,5,5,10,206
5,5,12,5,17,274
45,0,76,19,102,1220
70,5,113,19,165,1558
93,5,182,32,245,2063
164,5,227,54,337,2848
380,5,649,111,923,8606
0,0,5,0,5,66
5,0,5,0,5,138
5,0,5,5,5,192
5,0,14,5,18,281
39,5,83,14,110,1299
57,0,109,19,147,1575
104,0,184,31,257,2160
169,5,252,43,381,2895
410,5,648,124,936,8744
5,0,5,5,5,78
5,0,5,5,5,125
5,0,5,5,5,213
5,0,10,0,17,320
31,0,65,5,87,1209
76,0,146,25,197,1685
89,5,168,33,225,2146
200,5,248,54,395,2968
424,5,628,113,941,8507
5,0,5,5,5,71
5,0,5,0,5,140
5,0,5,5,10,214
13,0,18,5,28,294
40,0,80,14,106,1203
77,5,138,20,196,1646
113,5,165,27,252,2054
173,0,216,47,342,2885
570,5,780,166,1186,9297
5,0,5,0,5,80
5,0,5,0,5,106
5,0,5,0,5,226
11,0,5,0,19,304
43,0,87,14,116,1251
79,5,144,20,204,1692
155,5,224,54,326,2349
277,0,309,78,508,3289
514,32,759,154,1149,9413
0,5,5,0,5,65
5,5,5,0,5,133
5,0,5,5,5,205
5,5,13,5,20,312
45,5,79,15,111,1325
82,5,119,23,184,1668
142,5,242,54,337,2473
233,13,296,59,482,3232
653,211,961,192,1626,10601
5,5,5,0,5,82
5,0,5,5,5,113
5,5,5,5,17,190
5,5,21,5,29,296
61,32,111,17,186,1477
94,40,173,31,274,1942
185,41,276,57,444,2723
294,86,368,82,664,3778
626,110,946,198,1477,10151
5,0,5,0,5,67
5,5,5,0,11,115
5,5,5,5,12,209
13,5,15,5,26,280
54,13,111,17,160,1366
90,18,156,31,231,1863
179,30,275,57,423,2588
283,45,372,88,612,3663
420,10,689,122,997,8504
5,5,5,0,5,59
0,0,5,0,5,94
5,0,5,0,12,202
5,0,5,5,12,239
41,5,64,12,94,1102
78,5,134,27,186,1556
106,5,194,30,273,2164
186,5,276,52,414,3088
343,5,667,82,929,9025
5,0,5,5,5,64
5,0,5,5,5,96
5,0,5,0,5,179
5,0,5,5,11,261
22,5,74,5,88,1202
48,0,121,15,154,1697
103,0,190,24,269,2352
162,0,263,30,395,3174
169,5,583,56,700,7399
0,0,0,0,0,41
0,0,5,0,5,71
0,0,5,0,5,171
5,0,5,5,5,186
10,5,71,5,77,1008
35,5,110,11,135,1400
45,0,178,15,208,1910
77,5,217,24,272,2612
0,64,428,0,492,5104
0,0,5,0,5,51
0,5,5,0,5,86
0,5,5,0,5,157
0,5,12,0,15,206
0,18,66,0,84,863
0,5,70,0,77,958
0,14,103,0,117,1195
0,17,166,0,183,1588
0,53,369,0,422,4681
0,5,5,0,5,65
0,0,5,0,5,81
0,5,5,0,5,124
0,5,11,0,12,164
0,10,57,0,67,816
0,5,56,0,62,856
0,12,104,0,116,1093
0,21,131,0,152,1482
2182,143,1610,886,2947,8672
5,5,5,5,5,47
14,5,5,5,17,80
56,5,24,12,70,214
132,13,67,48,152,353
451,42,293,188,565,1516
528,42,350,199,688,1798
556,26,443,246,762,2097
443,16,424,188,689,2567
14926,746,6553,5714,15783,24015
5,5,5,5,5,52
61,5,20,15,66,157
218,11,84,73,229,378
556,52,197,179,576,815
2904,220,1199,1071,3040,4100
3645,177,1616,1440,3825,5246
3949,151,1824,1576,4198,6092
3586,127,1610,1358,3840,7175
2853,5,1371,1098,3129,7031
5,0,0,0,5,49
11,0,5,5,12,86
39,0,17,13,43,180
119,5,55,43,133,353
597,5,291,239,650,1381
709,0,328,264,773,1459
719,0,335,279,775,1608
654,0,341,257,738,1915
492,5,401,165,729,4545
5,0,0,0,5,57
5,0,5,5,5,90
13,0,5,5,16,173
21,5,14,5,28,237
115,5,79,42,152,835
122,0,84,35,171,914
109,0,98,39,168,975
107,0,117,37,187,1264
200,5,339,64,476,4426
0,0,0,0,0,45
5,0,5,0,5,126
5,0,5,0,5,137
12,0,13,5,22,225
55,5,64,18,102,896
39,0,67,15,91,809
47,5,91,16,122,938
42,0,98,12,128,1250
108,5,275,25,359,4311
0,0,5,0,5,47
0,0,5,0,5,84
5,0,5,5,5,146
