deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
627,5,538,255,915,6165
1475,16,1627,663,2450,19937
5,0,5,0,5,221
5,0,5,5,5,304
5,0,16,5,22,531
28,5,37,15,51,716
138,5,207,56,290,2981
258,5,356,133,482,3936
444,5,483,215,715,5227
592,5,519,240,876,6021
949,10,1319,401,1877,18787
5,0,5,5,5,196
5,0,5,5,5,300
5,0,5,5,5,493
21,0,32,5,47,738
95,5,164,44,217,2805
166,5,274,74,370,3578
269,5,414,120,565,5019
390,5,420,154,658,5658
631,14,1349,269,1724,19587
5,0,5,5,5,210
0,0,5,0,5,328
5,0,17,5,19,514
5,5,30,5,32,687
61,5,166,24,205,2928
119,5,284,57,348,3885
169,5,394,73,495,5031
271,5,444,107,611,6004
494,63,1243,219,1576,18850
0,5,5,0,5,193
5,0,5,5,5,304
5,0,17,0,19,488
5,5,25,0,29,653
40,14,167,20,199,2829
93,15,272,47,332,3771
147,18,357,60,461,4979
207,14,394,90,524,5633
697,124,1639,359,2094,20801
5,5,5,0,5,206
5,5,11,5,16,340
5,5,19,5,27,556
5,5,34,0,47,762
51,13,164,21,207,2995
112,28,342,71,409,4007
226,43,501,117,651,5548
285,29,563,146,728,6387
982,137,1892,521,2482,22003
5,5,5,0,5,201
5,0,5,5,5,335
5,5,20,5,23,519
14,5,33,5,48,758
64,17,216,35,261,3079
163,26,371,88,471,4242
310,47,585,168,770,5962
425,33,659,223,894,6907
657,36,1430,330,1789,18662
5,0,5,5,5,166
5,5,5,0,5,251
5,5,13,5,14,448
5,0,38,5,41,687
41,5,151,17,178,2675
105,12,297,53,361,3669
241,11,469,125,593,5192
258,5,453,127,591,5574
451,33,1317,200,1599,20164
0,5,5,0,5,181
5,5,5,0,10,317
5,5,15,5,16,522
5,5,29,5,32,669
32,5,154,13,175,2849
85,5,282,38,334,3979
142,10,406,66,492,5596
184,10,422,79,537,6051
272,5,843,115,1008,13518
0,0,5,0,5,99
0,0,5,0,5,157
5,0,5,5,5,313
5,0,18,5,22,412
20,0,98,10,108,1769
38,5,157,18,180,2558
83,5,293,37,343,3810
124,5,265,47,343,4400
0,84,452,0,536,7968
0,0,5,0,5,109
0,5,5,0,12,143
0,5,5,0,12,209
0,5,20,0,29,352
0,24,73,0,97,1548
0,23,103,0,126,1698
0,13,134,0,147,1983
0,5,105,0,111,1926
5,58,369,0,429,7419
0,5,5,0,5,138
0,5,5,0,5,156
0,5,5,0,5,183
0,5,11,0,16,340
0,15,70,0,85,1424
0,14,84,0,98,1627
5,5,97,0,107,1763
0,5,96,0,105,1788
221,29,576,105,721,8014
0,5,0,0,5,112
5,0,5,5,5,163
5,5,5,5,14,241
14,5,14,5,27,352
40,5,101,15,131,1551
61,5,152,33,186,1759
60,10,161,34,197,1911
37,5,135,17,158,1925
1084,11,945,487,1553,8702
0,0,5,0,5,90
5,0,5,5,5,175
13,0,13,5,22,255
35,0,34,15,54,416
204,5,177,89,297,1619
265,5,211,127,351,1807
308,5,275,137,448,2165
255,5,229,114,372,2175
808,5,690,359,1143,8479
0,0,5,0,5,97
5,0,5,5,5,177
10,0,12,5,17,265
26,0,32,13,45,411
105,5,108,43,171,1566
197,0,163,92,268,1845
223,5,196,108,312,2011
244,5,173,96,323,2107
518,5,549,213,855,7698
0,0,5,0,5,124
5,0,5,5,5,202
5,0,10,5,15,252
27,0,22,5,40,388
89,0,106,38,157,1542
106,5,129,52,184,1629
142,0,146,66,222,1769
145,0,130,44,231,1792
1342,5,918,596,1664,9287
5,0,5,0,5,144
14,0,5,5,18,225
36,0,19,13,42,330
67,0,41,27,81,463
265,0,190,119,336,1806
318,0,223,144,397,1986
340,0,234,153,421,2197
298,5,202,136,364,2136
1814,5,1265,888,2193,9735
5,0,5,0,5,116
5,0,5,5,5,213
21,0,14,5,26,290
72,0,54,37,89,485
358,0,264,188,434,1863
457,0,324,225,556,2188
490,5,353,253,592,2325
406,0,251,174,483,2255
971,5,850,501,1321,8533
5,0,0,0,5,88
5,0,5,5,5,188
12,0,5,5,20,232
34,0,33,20,47,437
185,0,173,102,256,1675
290,5,220,145,366,1941
262,0,252,154,360,2104
184,0,158,77,265,1868
783,5,721,402,1102,8551
0,0,5,0,5,91
5,0,5,0,5,184
5,5,11,5,16,259
30,0,24,14,40,438
129,0,118,66,181,1652
207,5,195,116,286,1867
234,0,214,129,319,2070
169,0,156,74,251,1990
994,5,830,534,1292,8681
0,0,5,0,5,114
5,0,5,5,5,187
5,0,5,5,13,238
27,5,23,13,38,399
137,0,131,75,193,1638
270,0,249,150,369,1925
300,5,241,172,370,2125
247,0,173,117,303,2055
1917,5,1454,1046,2328,10493
5,0,5,0,5,130
5,0,5,5,11,181
18,5,10,5,20,251
65,0,48,31,82,478
308,0,246,173,381,1929
448,5,373,258,565,2285
590,5,439,331,699,2683
481,0,329,243,567,2556
3971,5,2668,2252,4389,12967
5,0,5,0,5,99
15,5,5,5,20,209
45,0,29,23,51,313
95,0,63,49,109,533
698,0,480,400,778,2327
969,5,673,580,1064,2974
1209,5,835,708,1336,3399
939,5,578,488,1029,3113
1873,5,1376,1037,2215,9379
5,0,5,0,5,119
5,0,5,5,5,167
17,0,14,11,20,261
55,0,38,25,68,438
360,5,277,219,420,1785
486,5,368,281,574,2115
575,0,438,335,678,2389
374,5,236,163,447,2105
767,5,757,437,1087,8454
0,0,5,0,5,117
5,0,5,5,5,196
15,0,10,5,21,254
40,0,37,20,57,422
172,0,160,100,232,1631
220,0,219,134,305,1940
212,5,194,121,285,2005
104,0,131,56,179,1889
531,5,569,256,845,8074
5,5,0,0,5,119
5,0,5,5,5,198
14,0,5,5,18,257
22,0,22,12,32,420
144,0,119,64,199,1628
121,0,156,68,209,1792
149,0,161,76,234,1906
79,0,101,30,150,1754
387,0,497,204,680,8097
5,0,0,0,5,128
5,0,5,5,5,236
14,0,13,5,21,305
18,0,21,10,29,412
113,0,113,62,164,1675
105,0,132,57,180,1723
73,0,121,41,153,1894
60,0,92,26,126,1724
227,5,423,114,538,7523
0,0,5,0,5,135
0,0,5,0,5,221
5,0,5,5,10,248
13,0,5,5,16,423
75,0,116,48,143,1454
57,5,118,30,146,1780
41,5,103,18,127,1662
35,0,68,12,91,1600
308,0,493,162,639,8016
0,0,5,0,5,110
5,0,5,5,11,211
5,0,11,5,15,279
20,0,19,12,27,421
87,0,129,46,170,1619
75,0,115,42,148,1824
67,0,118,35,150,1851
45,0,92,20,117,1701
2731,5,1869,1498,3103,11021
10,0,5,5,11,119
47,0,22,18,51,251
135,0,72,67,140,436
265,0,153,133,285,683
846,0,545,470,921,2462
636,5,462,370,729,2440
503,5,383,293,593,2458
289,0,227,143,373,2172
3772,5,2631,2284,4124,11950
5,0,5,5,11,114
68,0,40,37,71,255
170,5,102,94,178,451
395,0,252,240,407,822
1182,5,805,733,1255,2773
938,5,669,580,1028,2711
695,5,511,417,791,2673
318,5,243,179,383,2151
1569,5,1280,955,1898,9506
5,5,5,5,5,113
21,0,12,10,23,236
72,0,43,39,76,351
137,0,99,88,148,555
480,5,357,300,537,2007
416,0,341,269,488,2105
286,5,276,177,388,2245
156,0,149,71,234,1894
557,5,646,302,903,8585
5,0,5,0,5,111
5,5,5,5,15,212
16,0,12,5,22,282
42,0,37,26,53,444
163,0,155,90,228,1693
131,5,150,75,208,1859
131,5,168,72,227,2121
64,0,111,31,144,1863
617,12,707,314,1021,9222
5,0,5,5,5,133
11,5,12,5,19,205
26,0,24,14,36,325
44,0,38,21,61,488
145,5,148,71,225,1702
162,5,177,91,253,2058
141,5,185,75,253,2253
84,0,118,36,166,2058
2506,24,1694,1276,2943,11734
5,5,5,0,5,120
18,0,10,5,24,219
56,0,30,22,64,332
88,0,57,41,104,530
516,5,340,267,592,2187
640,5,431,333,741,2631
695,11,492,373,823,3018
488,5,332,236,588,2697
1693,10,1202,872,2030,9282
5,0,5,0,5,111
5,0,5,5,5,183
25,0,19,14,30,278
61,0,47,32,76,469
326,5,225,166,386,1710
466,5,339,264,541,2152
489,5,359,250,602,2318
315,5,207,144,380,2061
511,5,559,233,842,8358
5,0,5,5,5,110
5,0,5,0,5,202
12,0,11,5,18,298
16,0,15,5,22,379
101,5,106,48,160,1592
133,0,150,71,212,1817
138,5,168,67,241,2149
104,5,102,32,176,1811
190,5,357,54,500,7740
0,0,0,0,0,115
5,0,5,0,5,189
5,0,5,5,5,270
5,0,11,5,18,375
35,5,71,13,96,1472
50,5,94,13,132,1648
49,5,95,15,131,1949
43,5,70,5,105,1722
121,5,345,40,434,7853
5,0,5,0,5,147
5,0,5,5,5,217
5,0,5,0,5,261
5,0,16,5,19,377
20,5,64,5,84,1430
21,5,74,5,89,1756
37,5,103,14,127,1917
31,0,74,10,95,1748
204,5,417,77,550,7634
5,0,5,0,5,125
5,0,5,5,5,205
5,0,5,5,5,246
5,0,12,0,15,365
39,0,70,13,96,1442
43,5,99,21,124,1719
52,5,125,21,157,1860
57,5,98,18,139,1672
425,5,459,137,752,8189
5,0,5,5,5,118
5,0,5,5,5,210
5,5,5,5,13,309
16,5,16,5,30,407
54,5,81,13,123,1486
90,5,111,32,169,1757
128,0,135,40,223,2056
125,5,99,45,181,1846
509,5,481,159,833,8229
5,5,5,5,5,128
5,0,5,5,5,189
5,0,5,0,5,253
17,0,12,5,26,366
74,5,82,14,142,1457
123,0,113,37,199,1796
151,0,153,56,248,2118
138,5,111,46,204,1922
334,5,419,108,647,7993
0,0,5,0,5,127
5,0,5,0,5,168
5,0,5,0,5,269
13,0,14,5,24,421
39,0,62,13,88,1458
84,0,118,35,167,1761
98,5,118,29,189,1966
94,0,98,28,164,1823
227,27,420,67,605,8465
5,5,5,5,5,142
5,5,5,5,5,197
5,5,15,5,17,292
5,0,14,0,19,397
31,5,67,5,95,1513
57,5,113,22,153,1800
71,10,118,19,179,2163
57,5,88,16,133,1961
184,51,417,57,594,8112
5,5,0,0,5,121
0,0,5,0,5,179
5,5,12,5,14,264
5,0,11,0,15,361
28,13,70,5,106,1501
40,12,102,18,136,1792
57,12,119,14,173,2054
51,10,99,19,141,1840
317,50,518,104,775,8970
5,0,5,0,5,116
5,5,5,0,5,185
5,5,5,0,5,279
5,5,14,5,18,393
34,5,93,5,124,1604
72,15,119,25,180,1922
100,11,161,36,233,2321
96,11,125,33,199,2150
467,36,606,180,928,8918
5,0,5,0,5,86
5,0,5,5,5,182
5,0,11,0,13,216
10,5,20,5,28,390
54,13,90,19,137,1551
100,11,146,47,210,1928
129,5,179,52,263,2360
167,5,152,57,266,2205
267,13,456,96,639,7377
5,0,5,0,5,91
0,0,5,0,5,148
5,5,5,5,12,198
5,5,12,5,17,301
41,5,83,13,114,1284
55,5,112,27,142,1633
93,5,139,28,208,2009
63,5,100,24,140,1713
183,5,373,66,493,7492
5,0,5,0,5,68
5,0,5,5,5,100
5,0,5,0,11,163
5,0,10,5,11,322
24,5,56,10,72,1331
38,0,97,15,120,1714
61,5,115,26,151,1892
53,0,83,13,123,1902
60,5,190,22,229,4006
0,0,5,0,5,20
0,0,0,0,0,33
0,0,5,0,5,54
5,0,5,5,5,139
5,0,28,5,34,667
10,0,47,5,56,886
19,5,65,5,76,1158
19,0,45,5,56,1049
0,5,83,0,88,1071
0,5,5,0,5,10
0,0,5,0,5,5
0,0,5,0,5,28
0,0,5,0,5,43
0,0,5,0,5,154
0,5,18,0,19,199
0,5,16,0,18,215
0,5,35,0,36,415
0,5,75,0,82,1034
0,0,5,0,5,11
0,0,0,0,0,19
0,0,5,0,5,21
0,0,0,0,0,33
0,5,5,0,5,134
0,5,13,0,14,190
0,5,16,0,18,229
0,5,36,0,38,397
5,11,75,0,87,1025
0,0,0,0,0,12
0,0,0,0,0,5
0,0,5,0,5,16
0,0,5,0,5,32
0,5,12,0,13,176
0,5,13,0,18,199
5,5,18,0,21,222
0,5,29,0,32,359
16,5,56,5,67,924
0,0,0,0,0,5
5,0,5,5,5,12
0,0,0,0,0,12
0,0,5,0,5,29
5,5,5,5,13,156
5,0,5,5,5,180
5,0,11,5,15,193
5,0,26,5,27,335
0,5,56,0,57,951
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,32
0,0,5,0,5,48
0,0,5,0,5,155
0,0,10,0,10,162
0,5,11,0,12,203
0,0,24,0,24,338
5,0,41,0,42,955
0,0,5,0,5,12
0,0,5,0,5,5
0,0,0,0,0,20
0,0,5,0,5,43
0,0,5,0,5,152
0,0,5,0,5,186
0,0,5,0,5,195
5,0,20,0,21,340
5,0,44,5,51,985
0,0,0,0,0,5
0,0,0,0,0,15
0,0,0,0,0,21
5,0,5,0,5,37
0,0,5,0,5,151
5,0,5,0,10,214
0,0,5,0,5,200
5,0,21,5,24,338
74,0,80,36,118,1048
0,0,5,0,5,11
0,0,0,0,0,20
5,0,5,5,5,23
5,0,0,0,5,46
19,0,12,5,24,152
15,0,16,5,25,192
13,0,16,5,22,239
24,0,31,15,40,365
128,0,102,60,170,1068
0,0,0,0,0,5
5,0,5,5,5,16
5,0,0,0,5,23
5,0,5,5,5,33
22,0,18,12,28,148
33,0,30,19,44,223
26,0,19,10,35,231
43,0,33,17,59,385
71,5,81,35,118,1024
0,0,0,0,0,11
5,0,5,0,5,17
0,0,0,0,0,16
5,0,5,5,5,44
15,0,18,10,23,142
16,0,14,5,21,204
18,0,19,5,28,221
18,5,25,5,39,369
31,0,66,17,80,979
0,0,0,0,0,5
5,0,0,0,5,13
0,0,0,0,0,21
5,0,5,0,5,26
5,0,5,5,13,157
5,0,13,5,16,204
11,0,20,5,23,200
5,0,25,5,25,351
35,0,72,22,85,1005
0,0,0,0,0,5
5,0,5,5,5,17
5,0,5,0,5,20
5,0,5,5,5,33
5,0,5,5,5,148
5,0,14,5,17,210
5,0,20,5,23,224
5,0,25,5,27,344
48,0,88,26,110,992
0,0,0,0,0,13
5,0,0,0,5,13
5,0,5,5,5,31
5,0,5,0,5,28
5,0,14,5,18,173
12,0,21,5,25,195
5,0,20,5,22,204
17,0,27,5,36,335
28,0,64,17,75,1006
0,0,5,0,5,5
0,0,0,0,0,14
0,0,5,0,5,21
5,0,0,0,5,29
5,0,11,5,14,171
5,0,11,5,13,200
5,0,16,5,17,197
5,0,24,5,28,366
18,0,63,5,73,1080
0,0,0,0,0,5
0,0,0,0,0,17
5,0,5,5,5,21
0,0,5,0,5,37
5,0,5,5,12,144
5,0,13,5,14,214
5,0,13,5,14,250
5,0,28,5,30,392
14,0,70,5,75,1021
5,0,0,0,5,5
0,0,0,0,0,11
0,0,0,0,0,15
5,0,5,5,5,43
5,0,5,5,5,146
5,0,11,5,13,173
0,0,15,0,15,224
5,0,32,0,33,403
22,0,71,16,77,1024
0,0,0,0,0,5
0,0,0,0,0,10
0,0,0,0,0,23
5,0,5,5,5,34
5,0,10,5,12,136
5,0,11,5,12,221
5,0,24,5,25,248
5,0,25,5,25,346
13,0,45,5,51,961
0,0,5,0,5,10
0,0,0,0,0,5
0,0,0,0,0,21
5,0,0,0,5,36
5,0,5,5,12,170
5,0,5,5,10,184
5,0,11,5,12,196
0,0,15,0,15,335
25,0,68,19,74,1012
0,0,0,0,0,5
0,0,0,0,0,19
5,0,0,0,5,27
5,0,5,5,5,51
5,0,12,5,13,172
5,0,20,5,21,191
5,0,12,5,13,216
5,0,19,5,19,327
154,5,129,81,202,1238
0,0,0,0,0,5
5,0,0,0,5,20
13,0,5,5,13,37
16,0,11,10,17,49
35,5,24,17,42,225
43,0,29,21,51,252
21,0,29,14,36,223
23,0,29,12,40,423
251,0,227,161,317,1274
5,0,5,5,5,13
5,0,5,5,5,21
17,0,13,11,19,33
18,0,15,13,20,60
81,0,62,55,88,237
59,0,49,38,70,266
28,0,29,20,37,221
42,0,55,20,77,423
92,0,108,55,145,1146
0,0,0,0,0,10
5,0,5,0,5,16
5,0,5,5,5,27
10,0,5,5,10,55
24,0,18,14,28,180
29,0,37,20,46,229
16,0,16,5,23,255
5,0,28,5,32,374
45,0,81,25,101,1042
0,0,0,0,0,5
5,0,0,0,5,12
0,0,0,0,0,20
5,0,5,5,5,35
5,0,14,5,16,154
14,0,15,5,25,223
13,0,24,10,27,242
5,0,25,5,27,347
34,0,82,18,98,1083
0,0,5,0,5,10
0,0,0,0,0,12
0,0,5,0,5,28
5,0,5,5,5,31
5,0,19,5,22,168
11,0,13,5,18,208
13,0,21,5,27,271
5,0,23,5,25,355
161,0,157,83,235,1332
0,0,0,0,0,10
5,0,5,5,5,14
5,0,5,5,5,29
12,0,5,5,13,51
27,0,21,13,35,197
29,0,30,17,42,250
38,0,38,23,53,309
50,0,60,25,85,472
110,0,114,59,165,1139
5,0,5,5,5,5
5,0,5,0,5,12
5,0,5,5,5,21
5,0,5,5,5,43
25,0,20,16,29,182
25,0,30,15,40,236
19,0,23,10,32,249
32,0,36,15,53,387
28,0,63,10,81,1024
0,0,0,0,0,14
0,0,0,0,0,5
0,0,0,0,0,18
5,0,5,0,5,30
5,0,11,5,16,144
5,0,13,0,15,199
5,0,15,5,18,258
11,0,22,5,29,354
16,5,66,5,77,1033
0,0,0,0,0,13
0,0,0,0,0,18
0,0,5,0,5,28
5,0,5,0,5,39
5,0,5,5,5,135
5,0,5,5,10,208
5,5,20,5,24,228
5,0,25,5,30,364
44,0,82,15,111,1133
5,0,5,5,5,14
0,0,5,0,5,13
0,0,5,0,5,24
5,0,5,5,5,33
5,0,5,5,14,160
5,0,15,5,20,206
13,0,25,5,33,277
15,0,28,5,38,406
70,5,73,24,120,1058
0,0,0,0,0,12
0,0,0,0,0,10
5,0,5,0,5,15
5,0,5,5,5,38
11,0,5,5,16,168
5,0,13,5,18,185
16,0,23,5,33,245
30,5,26,11,46,385
58,0,77,18,117,1053
0,0,0,0,0,12
0,0,0,0,0,10
0,0,5,0,5,20
5,0,5,0,5,39
5,0,5,5,10,151
5,0,10,5,15,190
14,0,19,5,30,247
28,0,37,5,56,384
60,5,82,20,124,1112
5,0,5,0,5,18
0,0,0,0,0,15
0,0,0,0,0,15
5,0,5,0,5,40
5,0,5,5,13,152
5,0,11,5,15,199
5,0,17,5,21,237
35,5,45,13,69,436
23,5,69,10,83,1074
0,0,5,0,5,14
0,0,0,0,0,11
0,0,0,0,0,22
0,0,5,0,5,47
5,0,5,5,5,157
5,0,5,5,12,208
5,0,13,5,15,233
12,5,38,5,47,382
20,5,77,5,90,1098
5,0,5,0,5,18
0,0,0,0,0,23
5,0,5,0,5,24
0,0,0,0,0,32
5,5,5,0,10,132
5,0,12,5,14,233
5,0,23,5,25,252
5,5,32,5,36,384
22,5,95,14,107,1093
0,0,5,0,5,11
0,0,0,0,0,5
0,5,5,0,5,23
0,0,5,0,5,45
5,5,5,5,10,172
5,5,14,5,16,169
5,5,19,5,22,290
12,0,50,5,54,374
19,5,87,5,107,1146
0,5,0,0,5,11
0,0,0,0,0,5
0,0,5,0,5,23
5,5,5,5,5,44
5,5,10,0,12,178
5,0,20,0,21,221
5,5,23,5,27,260
11,5,31,5,42,401
35,5,93,13,121,1169
0,5,0,0,5,5
0,0,0,0,0,10
5,0,5,5,5,24
5,0,5,5,5,47
5,0,11,0,13,154
5,5,12,5,17,227
10,5,24,5,32,288
16,5,41,5,53,414
18,5,78,5,90,989
0,5,0,0,5,5
0,0,0,0,0,11
0,0,0,0,0,16
5,0,5,5,5,34
5,0,13,5,17,164
5,0,17,0,19,196
5,0,20,5,21,210
5,0,25,5,29,351
15,5,82,5,95,1172
0,0,0,0,0,11
0,0,0,0,0,10
0,0,0,0,0,19
0,0,5,0,5,46
5,5,5,0,5,156
5,0,17,5,20,238
5,5,17,0,20,279
5,5,40,5,46,413
14,5,46,5,53,660
0,0,0,0,0,5
0,0,5,0,5,5
0,0,5,0,5,21
5,0,5,5,5,32
0,0,5,0,5,81
5,5,5,5,5,128
5,0,13,5,13,166
5,0,19,5,25,221
0,5,70,0,76,1235
0,0,5,0,5,15
0,0,0,0,0,14
0,0,0,0,0,26
0,5,0,0,5,40
0,5,5,0,11,176
0,5,10,0,11,230
0,0,29,0,29,341
0,5,22,0,23,393
0,10,64,0,74,1218
0,0,0,0,0,22
0,5,0,0,5,14
0,0,5,0,5,29
0,5,5,0,5,38
0,5,12,0,14,181
0,5,11,0,14,255
0,0,17,0,17,297
0,5,22,0,25,382
10,13,75,5,94,1326
0,0,5,0,5,5
0,0,0,0,0,24
0,5,5,0,5,32
0,0,5,0,5,46
5,5,14,0,18,186
5,5,18,0,26,263
5,5,15,5,18,369
5,5,24,5,27,398
55,0,66,16,105,1170
0,0,0,0,0,20
0,0,5,0,5,19
0,0,0,0,0,29
0,0,0,0,0,34
5,0,5,0,10,178
10,0,17,5,24,219
18,0,23,5,35,317
25,0,17,5,35,354
22,5,48,5,66,1233
0,0,5,0,5,31
0,0,0,0,0,22
0,0,0,0,0,33
0,0,0,0,0,46
0,0,5,0,5,195
5,5,10,5,13,240
5,0,14,5,20,315
11,0,14,5,23,351
11,0,45,5,53,1230
0,0,0,0,0,21
0,0,0,0,0,34
0,0,0,0,0,22
0,0,0,0,0,31
5,0,10,5,10,186
5,0,10,5,11,245
5,0,15,0,18,307
5,0,10,0,14,384
129,0,89,48,170,1372
0,0,0,0,0,21
0,0,0,0,0,30
5,0,5,5,5,30
5,0,5,5,5,65
14,0,5,5,19,191
23,0,28,12,39,264
42,0,23,13,52,373
44,0,26,17,53,398
180,0,117,74,223,1469
0,0,0,0,0,15
0,0,0,0,0,18
0,0,0,0,0,40
5,0,5,5,5,63
16,0,20,5,29,224
33,0,22,14,41,300
52,0,32,21,63,373
72,0,41,30,83,436
113,0,82,48,147,1369
0,0,0,0,0,5
5,0,0,0,5,28
5,0,5,5,5,35
5,0,0,0,5,43
13,0,10,5,18,220
29,0,23,15,37,278
27,0,21,13,35,355
40,0,27,14,53,405
185,5,122,79,228,1461
0,0,0,0,0,13
0,0,5,0,5,27
5,0,5,5,5,36
5,0,5,5,5,49
19,0,21,10,30,212
48,5,25,21,52,313
54,5,37,24,67,377
57,5,32,20,69,434
387,0,212,166,433,1704
0,0,0,0,0,10
5,0,5,0,5,25
0,0,5,0,5,40
5,0,5,5,10,55
25,0,22,17,30,201
86,0,44,36,94,338
118,0,74,57,135,458
148,0,65,53,160,577
449,5,243,201,492,1681
0,0,0,0,0,16
0,0,0,0,0,23
0,0,0,0,0,29
5,0,5,5,5,52
58,0,29,25,62,208
94,0,61,54,101,337
142,5,79,66,156,483
148,0,70,53,165,533
264,0,182,136,310,1507
0,0,0,0,0,15
5,0,0,0,5,21
5,0,5,5,5,35
5,0,5,5,5,42
29,0,23,17,35,220
54,0,41,32,63,305
91,0,59,45,105,422
83,0,54,39,98,447
112,0,89,55,146,1227
0,0,0,0,0,10
5,0,5,5,5,19
5,0,5,5,5,37
5,0,5,0,5,39
14,0,10,5,16,182
24,0,24,14,34,266
37,0,27,19,45,311
31,0,24,12,43,363
78,0,92,44,126,1354
0,0,0,0,0,11
0,0,0,0,0,24
5,0,5,0,5,35
5,0,0,0,5,38
11,0,13,5,17,210
17,0,22,10,29,283
25,0,29,13,41,354
23,0,27,14,36,399
85,0,101,48,138,1269
0,0,5,0,5,15
5,0,5,5,5,26
0,0,5,0,5,33
5,0,5,5,5,35
16,0,13,10,19,186
22,0,29,15,36,277
22,0,26,5,40,346
22,0,28,13,37,351
70,0,69,43,96,1339
0,0,0,0,0,15
0,0,0,0,0,39
0,0,0,0,0,33
5,0,5,5,5,58
15,0,12,5,19,202
20,0,21,15,26,288
22,0,26,13,35,347
11,0,5,5,14,357
53,0,81,32,102,1320
0,0,0,0,0,14
0,0,0,0,0,27
5,0,5,5,5,25
5,0,5,5,5,55
5,0,12,5,15,191
17,0,23,10,30,291
5,0,21,5,23,332
16,0,22,5,30,385
59,0,73,33,99,1382
0,0,0,0,0,17
0,0,5,0,5,36
5,0,0,0,5,43
5,0,5,5,5,61
13,0,13,5,19,216
12,0,19,5,25,290
17,0,21,12,26,350
13,0,15,5,22,369
227,0,176,128,275,1522
0,0,0,0,0,12
5,0,5,5,5,26
5,0,5,5,5,40
11,0,5,5,12,57
50,0,33,24,59,260
54,0,43,31,66,309
65,0,60,50,75,432
39,0,29,14,54,386
638,0,419,376,681,1986
0,0,5,0,5,24
5,0,5,5,5,32
17,0,10,5,18,51
36,0,20,18,38,83
150,0,85,82,153,343
168,0,121,107,182,457
145,0,108,96,157,468
117,0,71,61,127,528
655,0,446,392,709,2105
5,0,0,0,5,24
5,0,5,5,5,40
5,0,5,5,10,51
35,0,24,23,36,85
155,0,108,99,164,362
149,0,111,102,158,435
163,0,108,90,181,515
139,0,87,72,154,593
324,0,248,200,372,1712
0,0,0,0,0,15
5,0,0,0,5,23
5,0,5,5,5,45
17,0,5,5,18,81
78,0,61,50,89,280
93,0,70,62,101,381
72,0,66,50,88,440
57,0,36,24,69,447
220,5,191,132,282,1639
0,0,5,0,5,21
5,0,5,0,5,31
5,0,5,5,5,34
12,0,11,5,14,57
41,5,28,22,48,236
58,0,54,40,72,342
64,0,58,39,83,415
41,5,35,20,58,503
273,5,201,145,330,1714
5,0,5,5,5,5
5,0,0,0,5,24
5,0,5,5,5,42
15,0,5,5,16,65
50,0,31,25,56,254
67,0,47,42,72,359
67,5,55,33,90,458
67,0,52,32,87,504
299,5,208,154,356,1475
0,0,0,0,0,5
0,0,0,0,0,17
0,0,5,0,5,27
5,0,5,5,5,38
43,0,33,24,52,224
63,5,48,40,72,307
103,5,77,57,125,452
85,5,45,30,100,401
78,5,87,38,136,1385
0,0,0,0,0,14
0,0,5,0,5,14
5,0,5,0,5,43
0,0,0,0,0,46
15,5,14,5,21,194
17,5,17,5,30,290
22,5,28,13,41,373
22,5,26,10,40,411
20,5,59,5,74,1291
0,0,0,0,0,11
0,0,0,0,0,23
0,5,0,0,5,32
0,0,0,0,0,46
5,0,11,5,12,199
5,0,13,5,15,252
5,5,19,5,24,369
5,5,16,5,22,359
12,5,42,5,54,1244
0,0,0,0,0,14
0,0,5,0,5,19
5,0,5,0,5,33
5,0,0,0,5,54
5,0,5,0,5,181
5,5,5,5,5,256
5,0,11,0,15,329
5,5,18,5,20,358
51,5,57,18,91,1422
5,0,0,0,5,19
5,0,5,5,5,46
5,0,5,5,5,41
5,0,5,0,5,46
5,0,5,5,11,200
5,5,5,5,13,283
10,0,18,5,23,389
21,0,19,5,36,398
73,5,63,24,113,1466
0,0,0,0,0,19
0,0,0,0,0,31
0,0,0,0,0,34
5,0,5,5,5,52
15,0,5,5,21,204
11,0,5,5,15,301
18,0,25,5,35,376
28,5,18,5,39,449
77,5,76,32,121,1406
5,0,0,0,5,14
5,0,0,0,5,35
0,0,5,0,5,33
0,0,5,0,5,51
5,0,5,5,10,178
14,0,17,5,27,303
29,0,27,16,40,371
25,5,23,5,39,421
57,0,43,11,89,1299
0,0,0,0,0,21
0,0,0,0,0,22
0,0,0,0,0,28
5,0,0,0,5,48
5,0,5,5,12,174
10,0,5,5,16,252
11,0,13,5,21,376
27,0,15,5,37,378
42,5,63,12,94,1391
5,0,5,5,5,23
0,0,0,0,0,23
5,0,5,0,5,29
5,0,5,0,5,55
5,0,5,5,5,184
12,0,16,5,24,281
11,5,15,5,26,374
13,0,21,5,29,422
47,5,71,16,107,1435
0,0,5,0,5,14
0,0,5,0,5,35
5,0,5,0,5,34
5,0,5,0,5,50
5,5,5,5,10,189
5,0,17,5,21,300
12,5,21,5,28,408
19,5,22,5,41,405
53,41,90,19,164,1552
0,5,5,0,5,11
0,0,0,0,0,22
0,0,5,0,5,32
5,5,5,0,5,51
5,5,11,5,21,213
5,5,16,5,27,300
15,16,26,5,52,446
21,5,31,5,54,477
41,20,79,14,126,1446
0,0,0,0,0,21
0,0,5,0,5,17
0,0,0,0,0,30
