,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
5048,By Month,2022,9,1,Vermont,Total - All Places of Death,85 years and over,15,0,15,5.0,23,172
5049,By Month,2022,10,1,Vermont,Total - All Places of Death,All Ages,35,0,38,11.0,62,535
5050,By Month,2022,10,1,Vermont,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
5051,By Month,2022,10,1,Vermont,Total - All Places of Death,18-29 years,0,0,0,0.0,0,5
5052,By Month,2022,10,1,Vermont,Total - All Places of Death,30-39 years,0,0,5,0.0,5,14
5053,By Month,2022,10,1,Vermont,Total - All Places of Death,40-49 years,5,0,5,5.0,5,16
5054,By Month,2022,10,1,Vermont,Total - All Places of Death,50-64 years,0,0,5,0.0,5,69
5055,By Month,2022,10,1,Vermont,Total - All Places of Death,65-74 years,5,0,11,5.0,12,96
5056,By Month,2022,10,1,Vermont,Total - All Places of Death,75-84 years,15,0,10,5.0,21,160
5057,By Month,2022,10,1,Vermont,Total - All Places of Death,85 years and over,17,0,12,5.0,24,172
5058,By Month,2022,11,1,Vermont,Total - All Places of Death,All Ages,32,0,27,5.0,53,555
5059,By Month,2022,11,1,Vermont,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
5060,By Month,2022,11,1,Vermont,Total - All Places of Death,18-29 years,0,0,0,0.0,0,5
5061,By Month,2022,11,1,Vermont,Total - All Places of Death,30-39 years,0,0,0,0.0,0,5
5062,By Month,2022,11,1,Vermont,Total - All Places of Death,40-49 years,0,0,0,0.0,0,12
5063,By Month,2022,11,1,Vermont,Total - All Places of Death,50-64 years,0,0,5,0.0,5,66
5064,By Month,2022,11,1,Vermont,Total - All Places of Death,65-74 years,5,0,5,0.0,5,114
5065,By Month,2022,11,1,Vermont,Total - All Places of Death,75-84 years,12,0,5,5.0,18,148
5066,By Month,2022,11,1,Vermont,Total - All Places of Death,85 years and over,19,0,11,5.0,25,200
5067,By Month,2022,12,1,Vermont,Total - All Places of Death,All Ages,20,18,38,5.0,72,574
5068,By Month,2022,12,1,Vermont,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
5069,By Month,2022,12,1,Vermont,Total - All Places of Death,18-29 years,0,0,0,0.0,0,5
5070,By Month,2022,12,1,Vermont,Total - All Places of Death,30-39 years,0,0,0,0.0,0,5
5071,By Month,2022,12,1,Vermont,Total - All Places of Death,40-49 years,0,5,5,0.0,5,19
5072,By Month,2022,12,1,Vermont,Total - All Places of Death,50-64 years,5,5,5,0.0,5,74
5073,By Month,2022,12,1,Vermont,Total - All Places of Death,65-74 years,0,5,5,0.0,5,110
5074,By Month,2022,12,1,Vermont,Total - All Places of Death,75-84 years,5,5,14,5.0,28,151
5075,By Month,2022,12,1,Vermont,Total - All Places of Death,85 years and over,10,5,17,5.0,31,201
5076,By Month,2022,1,3,Virginia,Total - All Places of Death,All Ages,2122,13,1311,994.0,2449,9355
5077,By Month,2022,1,3,Virginia,Total - All Places of Death,0-17 years,5,0,5,5.0,5,65
5078,By Month,2022,1,3,Virginia,Total - All Places of Death,18-29 years,16,0,5,5.0,17,125
5079,By Month,2022,1,3,Virginia,Total - All Places of Death,30-39 years,34,0,14,12.0,36,219
5080,By Month,2022,1,3,Virginia,Total - All Places of Death,40-49 years,98,0,57,52.0,103,364
5081,By Month,2022,1,3,Virginia,Total - All Places of Death,50-64 years,406,5,249,199.0,459,1555
5082,By Month,2022,1,3,Virginia,Total - All Places of Death,65-74 years,495,5,336,262.0,569,1968
5083,By Month,2022,1,3,Virginia,Total - All Places of Death,75-84 years,580,5,384,280.0,689,2545
5084,By Month,2022,1,3,Virginia,Total - All Places of Death,85 years and over,487,5,261,183.0,567,2514
5085,By Month,2022,2,3,Virginia,Total - All Places of Death,All Ages,1210,5,816,562.0,1472,7120
5086,By Month,2022,2,3,Virginia,Total - All Places of Death,0-17 years,5,0,0,0.0,5,63
5087,By Month,2022,2,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,130
5088,By Month,2022,2,3,Virginia,Total - All Places of Death,30-39 years,13,5,5,5.0,18,200
5089,By Month,2022,2,3,Virginia,Total - All Places of Death,40-49 years,32,0,18,13.0,37,258
5090,By Month,2022,2,3,Virginia,Total - All Places of Death,50-64 years,220,0,155,113.0,262,1156
5091,By Month,2022,2,3,Virginia,Total - All Places of Death,65-74 years,293,5,230,163.0,363,1523
5092,By Month,2022,2,3,Virginia,Total - All Places of Death,75-84 years,336,0,235,169.0,402,1852
5093,By Month,2022,2,3,Virginia,Total - All Places of Death,85 years and over,308,5,168,98.0,381,1938
5094,By Month,2022,3,3,Virginia,Total - All Places of Death,All Ages,407,5,382,151.0,643,6733
5095,By Month,2022,3,3,Virginia,Total - All Places of Death,0-17 years,5,0,0,0.0,5,75
5096,By Month,2022,3,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,123
5097,By Month,2022,3,3,Virginia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,190
5098,By Month,2022,3,3,Virginia,Total - All Places of Death,40-49 years,10,5,5,5.0,17,284
5099,By Month,2022,3,3,Virginia,Total - All Places of Death,50-64 years,63,5,49,21.0,91,1048
5100,By Month,2022,3,3,Virginia,Total - All Places of Death,65-74 years,88,5,92,40.0,142,1365
5101,By Month,2022,3,3,Virginia,Total - All Places of Death,75-84 years,130,0,124,49.0,205,1775
5102,By Month,2022,3,3,Virginia,Total - All Places of Death,85 years and over,108,5,103,35.0,177,1873
5103,By Month,2022,4,3,Virginia,Total - All Places of Death,All Ages,141,5,274,49.0,370,6129
5104,By Month,2022,4,3,Virginia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,81
5105,By Month,2022,4,3,Virginia,Total - All Places of Death,18-29 years,0,0,5,0.0,5,115
5106,By Month,2022,4,3,Virginia,Total - All Places of Death,30-39 years,0,0,5,0.0,5,182
5107,By Month,2022,4,3,Virginia,Total - All Places of Death,40-49 years,5,0,5,5.0,5,235
5108,By Month,2022,4,3,Virginia,Total - All Places of Death,50-64 years,25,0,48,5.0,64,1025
5109,By Month,2022,4,3,Virginia,Total - All Places of Death,65-74 years,28,5,69,12.0,85,1216
5110,By Month,2022,4,3,Virginia,Total - All Places of Death,75-84 years,42,5,75,13.0,107,1573
5111,By Month,2022,4,3,Virginia,Total - All Places of Death,85 years and over,44,5,71,14.0,102,1702
5112,By Month,2022,5,3,Virginia,Total - All Places of Death,All Ages,183,5,302,61.0,428,6384
5113,By Month,2022,5,3,Virginia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,75
5114,By Month,2022,5,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,146
5115,By Month,2022,5,3,Virginia,Total - All Places of Death,30-39 years,5,0,5,0.0,5,167
5116,By Month,2022,5,3,Virginia,Total - All Places of Death,40-49 years,5,0,5,5.0,10,271
5117,By Month,2022,5,3,Virginia,Total - All Places of Death,50-64 years,20,5,41,5.0,58,1035
5118,By Month,2022,5,3,Virginia,Total - All Places of Death,65-74 years,38,5,67,13.0,93,1284
5119,By Month,2022,5,3,Virginia,Total - All Places of Death,75-84 years,59,5,92,24.0,129,1670
5120,By Month,2022,5,3,Virginia,Total - All Places of Death,85 years and over,55,0,89,17.0,127,1736
5121,By Month,2022,6,3,Virginia,Total - All Places of Death,All Ages,246,5,290,75.0,465,6232
5122,By Month,2022,6,3,Virginia,Total - All Places of Death,0-17 years,5,5,0,0.0,5,77
5123,By Month,2022,6,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,141
5124,By Month,2022,6,3,Virginia,Total - All Places of Death,30-39 years,5,0,11,5.0,15,182
5125,By Month,2022,6,3,Virginia,Total - All Places of Death,40-49 years,5,0,10,5.0,12,268
5126,By Month,2022,6,3,Virginia,Total - All Places of Death,50-64 years,26,5,32,5.0,52,983
5127,By Month,2022,6,3,Virginia,Total - All Places of Death,65-74 years,43,5,64,12.0,95,1244
5128,By Month,2022,6,3,Virginia,Total - All Places of Death,75-84 years,69,0,82,23.0,128,1590
5129,By Month,2022,6,3,Virginia,Total - All Places of Death,85 years and over,95,5,88,28.0,156,1747
5130,By Month,2022,7,3,Virginia,Total - All Places of Death,All Ages,301,5,296,87.0,514,6509
5131,By Month,2022,7,3,Virginia,Total - All Places of Death,0-17 years,5,5,0,0.0,5,74
5132,By Month,2022,7,3,Virginia,Total - All Places of Death,18-29 years,0,0,5,0.0,5,129
5133,By Month,2022,7,3,Virginia,Total - All Places of Death,30-39 years,5,5,5,5.0,12,193
5134,By Month,2022,7,3,Virginia,Total - All Places of Death,40-49 years,13,0,5,5.0,17,243
5135,By Month,2022,7,3,Virginia,Total - All Places of Death,50-64 years,38,5,36,5.0,67,1032
5136,By Month,2022,7,3,Virginia,Total - All Places of Death,65-74 years,52,5,53,15.0,91,1332
5137,By Month,2022,7,3,Virginia,Total - All Places of Death,75-84 years,63,0,88,21.0,130,1685
5138,By Month,2022,7,3,Virginia,Total - All Places of Death,85 years and over,125,0,99,36.0,188,1821
5139,By Month,2022,8,3,Virginia,Total - All Places of Death,All Ages,357,5,307,98.0,567,6614
5140,By Month,2022,8,3,Virginia,Total - All Places of Death,0-17 years,5,0,0,0.0,5,82
5141,By Month,2022,8,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,125
5142,By Month,2022,8,3,Virginia,Total - All Places of Death,30-39 years,5,0,5,0.0,5,175
5143,By Month,2022,8,3,Virginia,Total - All Places of Death,40-49 years,5,0,5,0.0,10,275
5144,By Month,2022,8,3,Virginia,Total - All Places of Death,50-64 years,39,5,40,13.0,67,1049
5145,By Month,2022,8,3,Virginia,Total - All Places of Death,65-74 years,68,0,89,24.0,133,1354
5146,By Month,2022,8,3,Virginia,Total - All Places of Death,75-84 years,91,0,76,26.0,141,1637
5147,By Month,2022,8,3,Virginia,Total - All Places of Death,85 years and over,146,0,93,35.0,204,1917
5148,By Month,2022,9,3,Virginia,Total - All Places of Death,All Ages,294,5,332,95.0,532,6360
5149,By Month,2022,9,3,Virginia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,87
5150,By Month,2022,9,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,114
5151,By Month,2022,9,3,Virginia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,192
5152,By Month,2022,9,3,Virginia,Total - All Places of Death,40-49 years,5,5,5,5.0,10,225
5153,By Month,2022,9,3,Virginia,Total - All Places of Death,50-64 years,33,0,49,13.0,69,1025
5154,By Month,2022,9,3,Virginia,Total - All Places of Death,65-74 years,61,0,78,23.0,116,1315
5155,By Month,2022,9,3,Virginia,Total - All Places of Death,75-84 years,82,0,97,28.0,151,1592
5156,By Month,2022,9,3,Virginia,Total - All Places of Death,85 years and over,109,0,97,29.0,177,1810
5157,By Month,2022,10,3,Virginia,Total - All Places of Death,All Ages,236,5,328,70.0,502,6719
5158,By Month,2022,10,3,Virginia,Total - All Places of Death,0-17 years,0,5,5,0.0,5,82
5159,By Month,2022,10,3,Virginia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,123
5160,By Month,2022,10,3,Virginia,Total - All Places of Death,30-39 years,5,0,5,0.0,5,185
5161,By Month,2022,10,3,Virginia,Total - All Places of Death,40-49 years,5,0,10,0.0,13,255
5162,By Month,2022,10,3,Virginia,Total - All Places of Death,50-64 years,21,5,33,5.0,51,1026
5163,By Month,2022,10,3,Virginia,Total - All Places of Death,65-74 years,40,0,77,13.0,104,1343
5164,By Month,2022,10,3,Virginia,Total - All Places of Death,75-84 years,76,5,107,27.0,158,1740
5165,By Month,2022,10,3,Virginia,Total - All Places of Death,85 years and over,95,5,98,25.0,171,1965
5166,By Month,2022,11,3,Virginia,Total - All Places of Death,All Ages,190,51,305,53.0,493,6697
5167,By Month,2022,11,3,Virginia,Total - All Places of Death,0-17 years,0,5,5,0.0,5,91
5168,By Month,2022,11,3,Virginia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,108
5169,By Month,2022,11,3,Virginia,Total - All Places of Death,30-39 years,5,5,5,0.0,5,174
5170,By Month,2022,11,3,Virginia,Total - All Places of Death,40-49 years,5,0,5,0.0,5,236
5171,By Month,2022,11,3,Virginia,Total - All Places of Death,50-64 years,19,5,40,5.0,57,1031
5172,By Month,2022,11,3,Virginia,Total - All Places of Death,65-74 years,31,5,72,5.0,106,1335
5173,By Month,2022,11,3,Virginia,Total - All Places of Death,75-84 years,64,18,81,18.0,145,1779
5174,By Month,2022,11,3,Virginia,Total - All Places of Death,85 years and over,72,14,101,20.0,167,1943
5175,By Month,2022,12,3,Virginia,Total - All Places of Death,All Ages,308,78,431,105.0,710,7395
5176,By Month,2022,12,3,Virginia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,85
5177,By Month,2022,12,3,Virginia,Total - All Places of Death,18-29 years,5,5,5,0.0,5,127
5178,By Month,2022,12,3,Virginia,Total - All Places of Death,30-39 years,5,5,5,0.0,5,191
5179,By Month,2022,12,3,Virginia,Total - All Places of Death,40-49 years,5,5,10,5.0,16,251
5180,By Month,2022,12,3,Virginia,Total - All Places of Death,50-64 years,35,18,48,14.0,86,1111
5181,By Month,2022,12,3,Virginia,Total - All Places of Death,65-74 years,49,18,101,19.0,149,1505
5182,By Month,2022,12,3,Virginia,Total - All Places of Death,75-84 years,92,21,126,28.0,211,1902
5183,By Month,2022,12,3,Virginia,Total - All Places of Death,85 years and over,124,16,140,42.0,237,2223
5184,By Month,2022,1,10,Washington,Total - All Places of Death,All Ages,1135,5,1013,731.0,1421,7083
5185,By Month,2022,1,10,Washington,Total - All Places of Death,0-17 years,5,0,5,5.0,5,49
5186,By Month,2022,1,10,Washington,Total - All Places of Death,18-29 years,5,0,5,5.0,5,100
5187,By Month,2022,1,10,Washington,Total - All Places of Death,30-39 years,23,0,17,12.0,28,171
5188,By Month,2022,1,10,Washington,Total - All Places of Death,40-49 years,50,0,42,30.0,62,277
5189,By Month,2022,1,10,Washington,Total - All Places of Death,50-64 years,210,0,185,141.0,254,1148
5190,By Month,2022,1,10,Washington,Total - All Places of Death,65-74 years,259,5,234,176.0,318,1429
5191,By Month,2022,1,10,Washington,Total - All Places of Death,75-84 years,296,5,275,196.0,377,1821
5192,By Month,2022,1,10,Washington,Total - All Places of Death,85 years and over,289,5,253,172.0,371,2088
5193,By Month,2022,2,10,Washington,Total - All Places of Death,All Ages,806,5,685,476.0,1016,5720
5194,By Month,2022,2,10,Washington,Total - All Places of Death,0-17 years,5,0,5,5.0,5,51
5195,By Month,2022,2,10,Washington,Total - All Places of Death,18-29 years,5,0,5,5.0,5,111
5196,By Month,2022,2,10,Washington,Total - All Places of Death,30-39 years,5,0,5,5.0,10,149
5197,By Month,2022,2,10,Washington,Total - All Places of Death,40-49 years,19,0,21,13.0,27,202
5198,By Month,2022,2,10,Washington,Total - All Places of Death,50-64 years,116,0,105,74.0,147,824
5199,By Month,2022,2,10,Washington,Total - All Places of Death,65-74 years,172,0,161,118.0,215,1176
5200,By Month,2022,2,10,Washington,Total - All Places of Death,75-84 years,254,0,218,155.0,317,1496
5201,By Month,2022,2,10,Washington,Total - All Places of Death,85 years and over,229,5,168,109.0,289,1711
5202,By Month,2022,3,10,Washington,Total - All Places of Death,All Ages,242,5,381,136.0,491,5502
5203,By Month,2022,3,10,Washington,Total - All Places of Death,0-17 years,0,0,5,0.0,5,61
5204,By Month,2022,3,10,Washington,Total - All Places of Death,18-29 years,5,0,5,5.0,5,96
5205,By Month,2022,3,10,Washington,Total - All Places of Death,30-39 years,5,0,5,5.0,10,157
5206,By Month,2022,3,10,Washington,Total - All Places of Death,40-49 years,5,0,10,5.0,13,213
5207,By Month,2022,3,10,Washington,Total - All Places of Death,50-64 years,32,0,51,20.0,63,849
5208,By Month,2022,3,10,Washington,Total - All Places of Death,65-74 years,53,5,103,35.0,122,1112
5209,By Month,2022,3,10,Washington,Total - All Places of Death,75-84 years,59,5,104,37.0,128,1399
5210,By Month,2022,3,10,Washington,Total - All Places of Death,85 years and over,82,5,102,34.0,151,1615
5211,By Month,2022,4,10,Washington,Total - All Places of Death,All Ages,125,5,288,54.0,362,5336
5212,By Month,2022,4,10,Washington,Total - All Places of Death,0-17 years,0,0,5,0.0,5,58
5213,By Month,2022,4,10,Washington,Total - All Places of Death,18-29 years,0,0,5,0.0,5,89
5214,By Month,2022,4,10,Washington,Total - All Places of Death,30-39 years,5,0,5,5.0,5,166
5215,By Month,2022,4,10,Washington,Total - All Places of Death,40-49 years,5,0,5,5.0,5,189
5216,By Month,2022,4,10,Washington,Total - All Places of Death,50-64 years,16,0,41,5.0,49,856
5217,By Month,2022,4,10,Washington,Total - All Places of Death,65-74 years,18,0,60,5.0,69,1043
5218,By Month,2022,4,10,Washington,Total - All Places of Death,75-84 years,34,5,74,13.0,97,1317
5219,By Month,2022,4,10,Washington,Total - All Places of Death,85 years and over,51,5,97,22.0,127,1618
5220,By Month,2022,5,10,Washington,Total - All Places of Death,All Ages,175,5,332,76.0,440,5494
5221,By Month,2022,5,10,Washington,Total - All Places of Death,0-17 years,0,0,5,0.0,5,59
5222,By Month,2022,5,10,Washington,Total - All Places of Death,18-29 years,5,0,5,5.0,5,105
5223,By Month,2022,5,10,Washington,Total - All Places of Death,30-39 years,0,5,5,0.0,5,148
5224,By Month,2022,5,10,Washington,Total - All Places of Death,40-49 years,5,0,19,5.0,21,185
5225,By Month,2022,5,10,Washington,Total - All Places of Death,50-64 years,13,5,53,5.0,59,807
5226,By Month,2022,5,10,Washington,Total - All Places of Death,65-74 years,34,5,67,14.0,89,1124
5227,By Month,2022,5,10,Washington,Total - All Places of Death,75-84 years,52,5,93,21.0,128,1431
5228,By Month,2022,5,10,Washington,Total - All Places of Death,85 years and over,69,5,96,29.0,137,1635
5229,By Month,2022,6,10,Washington,Total - All Places of Death,All Ages,254,5,370,114.0,514,5348
5230,By Month,2022,6,10,Washington,Total - All Places of Death,0-17 years,0,0,0,0.0,0,55
5231,By Month,2022,6,10,Washington,Total - All Places of Death,18-29 years,0,0,0,0.0,0,107
5232,By Month,2022,6,10,Washington,Total - All Places of Death,30-39 years,5,0,5,0.0,5,146
5233,By Month,2022,6,10,Washington,Total - All Places of Death,40-49 years,5,0,5,5.0,5,209
5234,By Month,2022,6,10,Washington,Total - All Places of Death,50-64 years,26,5,57,12.0,73,848
5235,By Month,2022,6,10,Washington,Total - All Places of Death,65-74 years,47,5,74,17.0,105,1125
5236,By Month,2022,6,10,Washington,Total - All Places of Death,75-84 years,69,5,115,39.0,146,1338
5237,By Month,2022,6,10,Washington,Total - All Places of Death,85 years and over,108,0,111,44.0,175,1520
5238,By Month,2022,7,10,Washington,Total - All Places of Death,All Ages,316,5,361,124.0,557,5706
5239,By Month,2022,7,10,Washington,Total - All Places of Death,0-17 years,5,0,0,0.0,5,62
5240,By Month,2022,7,10,Washington,Total - All Places of Death,18-29 years,5,0,5,0.0,5,99
5241,By Month,2022,7,10,Washington,Total - All Places of Death,30-39 years,5,0,10,5.0,12,191
5242,By Month,2022,7,10,Washington,Total - All Places of Death,40-49 years,12,5,17,5.0,22,235
5243,By Month,2022,7,10,Washington,Total - All Places of Death,50-64 years,33,0,45,15.0,63,873
5244,By Month,2022,7,10,Washington,Total - All Places of Death,65-74 years,67,5,87,33.0,122,1206
5245,By Month,2022,7,10,Washington,Total - All Places of Death,75-84 years,77,5,102,24.0,156,1433
5246,By Month,2022,7,10,Washington,Total - All Places of Death,85 years and over,119,5,99,40.0,179,1607
5247,By Month,2022,8,10,Washington,Total - All Places of Death,All Ages,265,5,360,121.0,505,5616
5248,By Month,2022,8,10,Washington,Total - All Places of Death,0-17 years,5,5,5,5.0,5,53
5249,By Month,2022,8,10,Washington,Total - All Places of Death,18-29 years,5,0,5,5.0,5,123
5250,By Month,2022,8,10,Washington,Total - All Places of Death,30-39 years,5,0,5,5.0,5,204
5251,By Month,2022,8,10,Washington,Total - All Places of Death,40-49 years,5,0,5,5.0,5,213
5252,By Month,2022,8,10,Washington,Total - All Places of Death,50-64 years,17,0,50,5.0,59,872
5253,By Month,2022,8,10,Washington,Total - All Places of Death,65-74 years,44,0,76,27.0,93,1126
5254,By Month,2022,8,10,Washington,Total - All Places of Death,75-84 years,92,5,105,38.0,159,1411
5255,By Month,2022,8,10,Washington,Total - All Places of Death,85 years and over,102,0,111,43.0,170,1614
5256,By Month,2022,9,10,Washington,Total - All Places of Death,All Ages,195,0,335,85.0,445,5387
5257,By Month,2022,9,10,Washington,Total - All Places of Death,0-17 years,0,0,5,0.0,5,60
5258,By Month,2022,9,10,Washington,Total - All Places of Death,18-29 years,0,0,5,0.0,5,95
5259,By Month,2022,9,10,Washington,Total - All Places of Death,30-39 years,0,0,5,0.0,5,159
5260,By Month,2022,9,10,Washington,Total - All Places of Death,40-49 years,5,0,15,5.0,17,241
5261,By Month,2022,9,10,Washington,Total - All Places of Death,50-64 years,12,0,46,5.0,53,824
5262,By Month,2022,9,10,Washington,Total - All Places of Death,65-74 years,35,0,66,13.0,88,1050
5263,By Month,2022,9,10,Washington,Total - All Places of Death,75-84 years,68,0,110,35.0,143,1392
5264,By Month,2022,9,10,Washington,Total - All Places of Death,85 years and over,77,0,91,31.0,137,1566
5265,By Month,2022,10,10,Washington,Total - All Places of Death,All Ages,164,5,312,64.0,415,5396
5266,By Month,2022,10,10,Washington,Total - All Places of Death,0-17 years,0,0,5,0.0,5,61
5267,By Month,2022,10,10,Washington,Total - All Places of Death,18-29 years,0,0,5,0.0,5,104
5268,By Month,2022,10,10,Washington,Total - All Places of Death,30-39 years,5,0,5,0.0,5,165
5269,By Month,2022,10,10,Washington,Total - All Places of Death,40-49 years,5,0,5,0.0,5,188
5270,By Month,2022,10,10,Washington,Total - All Places of Death,50-64 years,14,5,40,5.0,49,819
5271,By Month,2022,10,10,Washington,Total - All Places of Death,65-74 years,34,0,87,10.0,111,1108
5272,By Month,2022,10,10,Washington,Total - All Places of Death,75-84 years,46,5,84,20.0,112,1337
5273,By Month,2022,10,10,Washington,Total - All Places of Death,85 years and over,67,0,93,28.0,132,1614
5274,By Month,2022,11,10,Washington,Total - All Places of Death,All Ages,175,31,360,66.0,498,5808
5275,By Month,2022,11,10,Washington,Total - All Places of Death,0-17 years,0,5,5,0.0,5,66
5276,By Month,2022,11,10,Washington,Total - All Places of Death,18-29 years,5,5,5,0.0,5,110
5277,By Month,2022,11,10,Washington,Total - All Places of Death,30-39 years,5,0,5,5.0,5,185
5278,By Month,2022,11,10,Washington,Total - All Places of Death,40-49 years,5,5,5,0.0,11,250
5279,By Month,2022,11,10,Washington,Total - All Places of Death,50-64 years,21,5,46,5.0,66,804
5280,By Month,2022,11,10,Washington,Total - All Places of Death,65-74 years,33,5,75,15.0,98,1205
5281,By Month,2022,11,10,Washington,Total - All Places of Death,75-84 years,57,5,103,22.0,143,1497
5282,By Month,2022,11,10,Washington,Total - All Places of Death,85 years and over,59,5,117,22.0,160,1691
5283,By Month,2022,12,10,Washington,Total - All Places of Death,All Ages,302,199,476,121.0,846,6750
5284,By Month,2022,12,10,Washington,Total - All Places of Death,0-17 years,0,5,5,0.0,5,57
5285,By Month,2022,12,10,Washington,Total - All Places of Death,18-29 years,5,5,5,0.0,5,105
5286,By Month,2022,12,10,Washington,Total - All Places of Death,30-39 years,5,5,5,0.0,14,215
5287,By Month,2022,12,10,Washington,Total - All Places of Death,40-49 years,5,5,18,5.0,30,245
5288,By Month,2022,12,10,Washington,Total - All Places of Death,50-64 years,27,39,64,10.0,117,1017
5289,By Month,2022,12,10,Washington,Total - All Places of Death,65-74 years,48,37,94,25.0,152,1303
5290,By Month,2022,12,10,Washington,Total - All Places of Death,75-84 years,85,50,137,35.0,236,1811
5291,By Month,2022,12,10,Washington,Total - All Places of Death,85 years and over,135,53,152,50.0,286,1997
5292,By Month,2022,1,3,West Virginia,Total - All Places of Death,All Ages,628,5,564,373.0,823,2861
5293,By Month,2022,1,3,West Virginia,Total - All Places of Death,0-17 years,5,0,0,0.0,5,13
5294,By Month,2022,1,3,West Virginia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,40
5295,By Month,2022,1,3,West Virginia,Total - All Places of Death,30-39 years,5,5,5,5.0,15,70
5296,By Month,2022,1,3,West Virginia,Total - All Places of Death,40-49 years,27,0,25,19.0,33,133
5297,By Month,2022,1,3,West Virginia,Total - All Places of Death,50-64 years,125,5,98,69.0,156,548
5298,By Month,2022,1,3,West Virginia,Total - All Places of Death,65-74 years,174,5,170,109.0,236,700
5299,By Month,2022,1,3,West Virginia,Total - All Places of Death,75-84 years,169,5,148,97.0,220,747
5300,By Month,2022,1,3,West Virginia,Total - All Places of Death,85 years and over,119,0,110,72.0,157,610
5301,By Month,2022,2,3,West Virginia,Total - All Places of Death,All Ages,531,0,450,303.0,678,2509
5302,By Month,2022,2,3,West Virginia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
5303,By Month,2022,2,3,West Virginia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,27
5304,By Month,2022,2,3,West Virginia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,77
5305,By Month,2022,2,3,West Virginia,Total - All Places of Death,40-49 years,16,0,17,5.0,27,115
5306,By Month,2022,2,3,West Virginia,Total - All Places of Death,50-64 years,102,0,95,69.0,128,456
5307,By Month,2022,2,3,West Virginia,Total - All Places of Death,65-74 years,135,0,107,78.0,164,598
5308,By Month,2022,2,3,West Virginia,Total - All Places of Death,75-84 years,152,0,125,84.0,193,683
5309,By Month,2022,2,3,West Virginia,Total - All Places of Death,85 years and over,116,0,102,63.0,155,544
5310,By Month,2022,3,3,West Virginia,Total - All Places of Death,All Ages,231,10,255,96.0,399,2374
5311,By Month,2022,3,3,West Virginia,Total - All Places of Death,0-17 years,0,5,5,0.0,5,13
5312,By Month,2022,3,3,West Virginia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,41
5313,By Month,2022,3,3,West Virginia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,72
5314,By Month,2022,3,3,West Virginia,Total - All Places of Death,40-49 years,5,0,5,5.0,5,94
5315,By Month,2022,3,3,West Virginia,Total - All Places of Death,50-64 years,34,5,44,15.0,66,426
5316,By Month,2022,3,3,West Virginia,Total - All Places of Death,65-74 years,57,5,55,25.0,88,528
5317,By Month,2022,3,3,West Virginia,Total - All Places of Death,75-84 years,76,5,89,30.0,139,642
5318,By Month,2022,3,3,West Virginia,Total - All Places of Death,85 years and over,56,0,57,22.0,91,558
5319,By Month,2022,4,3,West Virginia,Total - All Places of Death,All Ages,76,5,215,30.0,267,2098
5320,By Month,2022,4,3,West Virginia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,17
5321,By Month,2022,4,3,West Virginia,Total - All Places of Death,18-29 years,0,0,5,0.0,5,29
5322,By Month,2022,4,3,West Virginia,Total - All Places of Death,30-39 years,5,0,5,0.0,5,57
5323,By Month,2022,4,3,West Virginia,Total - All Places of Death,40-49 years,0,5,5,0.0,5,109
5324,By Month,2022,4,3,West Virginia,Total - All Places of Death,50-64 years,15,0,36,5.0,44,369
5325,By Month,2022,4,3,West Virginia,Total - All Places of Death,65-74 years,16,5,54,5.0,66,476
5326,By Month,2022,4,3,West Virginia,Total - All Places of Death,75-84 years,25,5,67,5.0,84,523
5327,By Month,2022,4,3,West Virginia,Total - All Places of Death,85 years and over,19,5,47,5.0,60,518
5328,By Month,2022,5,3,West Virginia,Total - All Places of Death,All Ages,92,5,163,27.0,235,2060
5329,By Month,2022,5,3,West Virginia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,24
5330,By Month,2022,5,3,West Virginia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,35
