,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
866,By Month,2022,1,3,District of Columbia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,19
867,By Month,2022,1,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,32
868,By Month,2022,1,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,5,5.0,11,43
869,By Month,2022,1,3,District of Columbia,Total - All Places of Death,50-64 years,53,0,42,39.0,56,187
870,By Month,2022,1,3,District of Columbia,Total - All Places of Death,65-74 years,54,0,39,34.0,59,180
871,By Month,2022,1,3,District of Columbia,Total - All Places of Death,75-84 years,36,0,38,24.0,50,151
872,By Month,2022,1,3,District of Columbia,Total - All Places of Death,85 years and over,33,0,31,24.0,40,157
873,By Month,2022,2,3,District of Columbia,Total - All Places of Death,All Ages,75,0,70,43.0,102,557
874,By Month,2022,2,3,District of Columbia,Total - All Places of Death,0-17 years,5,0,5,5.0,5,17
875,By Month,2022,2,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,5,0.0,5,20
876,By Month,2022,2,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,29
877,By Month,2022,2,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,5,0.0,5,31
878,By Month,2022,2,3,District of Columbia,Total - All Places of Death,50-64 years,14,0,12,5.0,18,113
879,By Month,2022,2,3,District of Columbia,Total - All Places of Death,65-74 years,18,0,17,10.0,25,134
880,By Month,2022,2,3,District of Columbia,Total - All Places of Death,75-84 years,18,0,16,10.0,24,118
881,By Month,2022,2,3,District of Columbia,Total - All Places of Death,85 years and over,18,0,18,12.0,24,95
882,By Month,2022,3,3,District of Columbia,Total - All Places of Death,All Ages,23,0,47,11.0,59,559
883,By Month,2022,3,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,13
884,By Month,2022,3,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,14
885,By Month,2022,3,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,5,0.0,5,30
886,By Month,2022,3,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,5,5.0,5,36
887,By Month,2022,3,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,15,5.0,17,123
888,By Month,2022,3,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,14,5.0,17,126
889,By Month,2022,3,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,10,5.0,14,124
890,By Month,2022,3,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,0.0,5,93
891,By Month,2022,4,3,District of Columbia,Total - All Places of Death,All Ages,11,0,35,5.0,42,488
892,By Month,2022,4,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,17
893,By Month,2022,4,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,21
894,By Month,2022,4,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,24
895,By Month,2022,4,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,5,0.0,5,28
896,By Month,2022,4,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,0.0,11,114
897,By Month,2022,4,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,0.0,5,118
898,By Month,2022,4,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,11,5.0,12,91
899,By Month,2022,4,3,District of Columbia,Total - All Places of Death,85 years and over,0,0,5,0.0,5,75
900,By Month,2022,5,3,District of Columbia,Total - All Places of Death,All Ages,16,0,30,5.0,38,530
901,By Month,2022,5,3,District of Columbia,Total - All Places of Death,0-17 years,5,0,0,0.0,5,10
902,By Month,2022,5,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,19
903,By Month,2022,5,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,5,0.0,5,30
904,By Month,2022,5,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,5,0.0,5,46
905,By Month,2022,5,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,5.0,5,118
906,By Month,2022,5,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,5.0,5,113
907,By Month,2022,5,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,5,5.0,10,103
908,By Month,2022,5,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5.0,5,91
909,By Month,2022,6,3,District of Columbia,Total - All Places of Death,All Ages,15,0,33,5.0,40,523
910,By Month,2022,6,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,25
911,By Month,2022,6,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,19
912,By Month,2022,6,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,22
913,By Month,2022,6,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,0,0.0,0,32
914,By Month,2022,6,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,5.0,5,117
915,By Month,2022,6,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,5.0,11,118
916,By Month,2022,6,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,5,0.0,5,100
917,By Month,2022,6,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5.0,5,90
918,By Month,2022,7,3,District of Columbia,Total - All Places of Death,All Ages,17,0,35,5.0,44,540
919,By Month,2022,7,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,21
920,By Month,2022,7,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,15
921,By Month,2022,7,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,5,0.0,5,26
922,By Month,2022,7,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,0,0.0,5,33
923,By Month,2022,7,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,5.0,11,125
924,By Month,2022,7,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,5.0,11,117
925,By Month,2022,7,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,12,5.0,14,98
926,By Month,2022,7,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5.0,5,105
927,By Month,2022,8,3,District of Columbia,Total - All Places of Death,All Ages,22,0,33,11.0,44,514
928,By Month,2022,8,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,23
929,By Month,2022,8,3,District of Columbia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,21
930,By Month,2022,8,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,5,0.0,5,22
931,By Month,2022,8,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,5,0.0,5,27
932,By Month,2022,8,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,5.0,11,116
933,By Month,2022,8,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,5.0,11,125
934,By Month,2022,8,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,5,5.0,11,103
935,By Month,2022,8,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,0.0,5,77
936,By Month,2022,9,3,District of Columbia,Total - All Places of Death,All Ages,16,0,36,5.0,47,561
937,By Month,2022,9,3,District of Columbia,Total - All Places of Death,0-17 years,5,0,5,5.0,5,16
938,By Month,2022,9,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,17
939,By Month,2022,9,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,0,0.0,0,16
940,By Month,2022,9,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,0,0.0,0,31
941,By Month,2022,9,3,District of Columbia,Total - All Places of Death,50-64 years,0,0,5,0.0,5,122
942,By Month,2022,9,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,10,5.0,13,135
943,By Month,2022,9,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,10,0.0,14,113
944,By Month,2022,9,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5.0,11,111
945,By Month,2022,10,3,District of Columbia,Total - All Places of Death,All Ages,5,0,38,5.0,41,558
946,By Month,2022,10,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,31
947,By Month,2022,10,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,15
948,By Month,2022,10,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,5,0.0,5,27
949,By Month,2022,10,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,5,0.0,5,35
950,By Month,2022,10,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,5.0,5,123
951,By Month,2022,10,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,14,5.0,14,128
952,By Month,2022,10,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,5,0.0,5,97
953,By Month,2022,10,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5.0,5,102
954,By Month,2022,11,3,District of Columbia,Total - All Places of Death,All Ages,17,5,43,5.0,61,569
955,By Month,2022,11,3,District of Columbia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,24
956,By Month,2022,11,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0.0,0,14
957,By Month,2022,11,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,0,0.0,0,23
958,By Month,2022,11,3,District of Columbia,Total - All Places of Death,40-49 years,5,5,5,5.0,5,32
959,By Month,2022,11,3,District of Columbia,Total - All Places of Death,50-64 years,5,5,5,5.0,12,131
960,By Month,2022,11,3,District of Columbia,Total - All Places of Death,65-74 years,5,5,13,5.0,18,149
961,By Month,2022,11,3,District of Columbia,Total - All Places of Death,75-84 years,5,5,5,0.0,11,112
962,By Month,2022,11,3,District of Columbia,Total - All Places of Death,85 years and over,5,5,10,5.0,12,84
963,By Month,2022,12,3,District of Columbia,Total - All Places of Death,All Ages,31,5,52,17.0,68,609
964,By Month,2022,12,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,23
965,By Month,2022,12,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,5,0.0,5,12
966,By Month,2022,12,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,0,0.0,0,30
967,By Month,2022,12,3,District of Columbia,Total - All Places of Death,40-49 years,5,5,0,0.0,5,32
968,By Month,2022,12,3,District of Columbia,Total - All Places of Death,50-64 years,5,5,13,5.0,16,136
969,By Month,2022,12,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,13,5.0,14,143
970,By Month,2022,12,3,District of Columbia,Total - All Places of Death,75-84 years,5,5,10,5.0,13,108
971,By Month,2022,12,3,District of Columbia,Total - All Places of Death,85 years and over,12,0,14,5.0,20,125
972,By Month,2022,1,4,Florida,Total - All Places of Death,All Ages,4615,31,4154,2904.0,5889,25552
973,By Month,2022,1,4,Florida,Total - All Places of Death,0-17 years,10,0,5,5.0,13,207
974,By Month,2022,1,4,Florida,Total - All Places of Death,18-29 years,29,0,25,16.0,38,363
975,By Month,2022,1,4,Florida,Total - All Places of Death,30-39 years,56,5,47,33.0,73,621
976,By Month,2022,1,4,Florida,Total - All Places of Death,40-49 years,116,0,104,72.0,148,855
977,By Month,2022,1,4,Florida,Total - All Places of Death,50-64 years,637,5,573,397.0,821,3702
978,By Month,2022,1,4,Florida,Total - All Places of Death,65-74 years,946,5,911,621.0,1241,5048
979,By Month,2022,1,4,Florida,Total - All Places of Death,75-84 years,1375,5,1239,891.0,1727,6800
980,By Month,2022,1,4,Florida,Total - All Places of Death,85 years and over,1446,5,1251,873.0,1828,7956
981,By Month,2022,2,4,Florida,Total - All Places of Death,All Ages,3458,17,3128,2110.0,4490,21709
982,By Month,2022,2,4,Florida,Total - All Places of Death,0-17 years,5,5,5,0.0,5,168
983,By Month,2022,2,4,Florida,Total - All Places of Death,18-29 years,11,5,5,5.0,15,304
984,By Month,2022,2,4,Florida,Total - All Places of Death,30-39 years,53,0,44,28.0,69,517
985,By Month,2022,2,4,Florida,Total - All Places of Death,40-49 years,80,0,76,48.0,108,754
986,By Month,2022,2,4,Florida,Total - All Places of Death,50-64 years,496,5,472,322.0,647,3260
987,By Month,2022,2,4,Florida,Total - All Places of Death,65-74 years,792,5,713,506.0,1001,4311
988,By Month,2022,2,4,Florida,Total - All Places of Death,75-84 years,1054,5,963,665.0,1357,5827
989,By Month,2022,2,4,Florida,Total - All Places of Death,85 years and over,969,5,848,535.0,1286,6568
990,By Month,2022,3,4,Florida,Total - All Places of Death,All Ages,1111,22,1662,584.0,2210,20500
991,By Month,2022,3,4,Florida,Total - All Places of Death,0-17 years,5,5,5,5.0,5,178
992,By Month,2022,3,4,Florida,Total - All Places of Death,18-29 years,5,5,5,0.0,10,370
993,By Month,2022,3,4,Florida,Total - All Places of Death,30-39 years,10,0,20,5.0,24,600
994,By Month,2022,3,4,Florida,Total - All Places of Death,40-49 years,25,5,31,11.0,46,785
995,By Month,2022,3,4,Florida,Total - All Places of Death,50-64 years,167,5,251,92.0,329,3169
996,By Month,2022,3,4,Florida,Total - All Places of Death,65-74 years,266,5,389,158.0,502,4120
997,By Month,2022,3,4,Florida,Total - All Places of Death,75-84 years,344,5,521,195.0,674,5398
998,By Month,2022,3,4,Florida,Total - All Places of Death,85 years and over,295,5,437,119.0,617,5880
999,By Month,2022,4,4,Florida,Total - All Places of Death,All Ages,456,10,1162,184.0,1441,18630
1000,By Month,2022,4,4,Florida,Total - All Places of Death,0-17 years,5,5,5,5.0,5,180
1001,By Month,2022,4,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,5,328
1002,By Month,2022,4,4,Florida,Total - All Places of Death,30-39 years,5,0,5,0.0,11,451
1003,By Month,2022,4,4,Florida,Total - All Places of Death,40-49 years,13,0,36,5.0,42,759
1004,By Month,2022,4,4,Florida,Total - All Places of Death,50-64 years,68,5,162,27.0,205,2755
1005,By Month,2022,4,4,Florida,Total - All Places of Death,65-74 years,90,0,267,46.0,311,3660
1006,By Month,2022,4,4,Florida,Total - All Places of Death,75-84 years,133,5,351,53.0,433,4914
1007,By Month,2022,4,4,Florida,Total - All Places of Death,85 years and over,143,5,325,47.0,424,5583
1008,By Month,2022,5,4,Florida,Total - All Places of Death,All Ages,536,19,1256,231.0,1578,19182
1009,By Month,2022,5,4,Florida,Total - All Places of Death,0-17 years,5,0,5,5.0,5,176
1010,By Month,2022,5,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,5,351
1011,By Month,2022,5,4,Florida,Total - All Places of Death,30-39 years,5,0,19,5.0,21,514
1012,By Month,2022,5,4,Florida,Total - All Places of Death,40-49 years,13,0,26,5.0,33,761
1013,By Month,2022,5,4,Florida,Total - All Places of Death,50-64 years,64,5,184,30.0,221,2936
1014,By Month,2022,5,4,Florida,Total - All Places of Death,65-74 years,86,5,280,34.0,335,3783
1015,By Month,2022,5,4,Florida,Total - All Places of Death,75-84 years,151,5,364,65.0,456,4962
1016,By Month,2022,5,4,Florida,Total - All Places of Death,85 years and over,212,5,374,89.0,502,5699
1017,By Month,2022,6,4,Florida,Total - All Places of Death,All Ages,1014,51,1438,437.0,2065,19195
1018,By Month,2022,6,4,Florida,Total - All Places of Death,0-17 years,5,5,5,0.0,5,198
1019,By Month,2022,6,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,11,341
1020,By Month,2022,6,4,Florida,Total - All Places of Death,30-39 years,5,5,15,5.0,21,509
1021,By Month,2022,6,4,Florida,Total - All Places of Death,40-49 years,29,5,36,5.0,61,780
1022,By Month,2022,6,4,Florida,Total - All Places of Death,50-64 years,92,5,186,36.0,245,2940
1023,By Month,2022,6,4,Florida,Total - All Places of Death,65-74 years,172,11,302,80.0,404,3749
1024,By Month,2022,6,4,Florida,Total - All Places of Death,75-84 years,295,13,421,129.0,600,5004
1025,By Month,2022,6,4,Florida,Total - All Places of Death,85 years and over,413,18,466,181.0,716,5674
1026,By Month,2022,7,4,Florida,Total - All Places of Death,All Ages,1454,18,1610,609.0,2470,19805
1027,By Month,2022,7,4,Florida,Total - All Places of Death,0-17 years,5,5,5,5.0,12,207
1028,By Month,2022,7,4,Florida,Total - All Places of Death,18-29 years,5,0,11,5.0,13,312
1029,By Month,2022,7,4,Florida,Total - All Places of Death,30-39 years,16,0,23,5.0,31,539
1030,By Month,2022,7,4,Florida,Total - All Places of Death,40-49 years,10,0,34,5.0,40,723
1031,By Month,2022,7,4,Florida,Total - All Places of Death,50-64 years,121,5,210,57.0,276,2946
1032,By Month,2022,7,4,Florida,Total - All Places of Death,65-74 years,248,5,328,103.0,477,3812
1033,By Month,2022,7,4,Florida,Total - All Places of Death,75-84 years,424,5,459,180.0,706,5101
1034,By Month,2022,7,4,Florida,Total - All Places of Death,85 years and over,627,5,538,255.0,915,6165
1035,By Month,2022,8,4,Florida,Total - All Places of Death,All Ages,1475,16,1627,663.0,2450,19937
1036,By Month,2022,8,4,Florida,Total - All Places of Death,0-17 years,5,0,5,0.0,5,221
1037,By Month,2022,8,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,5,304
1038,By Month,2022,8,4,Florida,Total - All Places of Death,30-39 years,5,0,16,5.0,22,531
1039,By Month,2022,8,4,Florida,Total - All Places of Death,40-49 years,28,5,37,15.0,51,716
1040,By Month,2022,8,4,Florida,Total - All Places of Death,50-64 years,138,5,207,56.0,290,2981
1041,By Month,2022,8,4,Florida,Total - All Places of Death,65-74 years,258,5,356,133.0,482,3936
1042,By Month,2022,8,4,Florida,Total - All Places of Death,75-84 years,444,5,483,215.0,715,5227
1043,By Month,2022,8,4,Florida,Total - All Places of Death,85 years and over,592,5,519,240.0,876,6021
1044,By Month,2022,9,4,Florida,Total - All Places of Death,All Ages,949,10,1319,401.0,1877,18787
1045,By Month,2022,9,4,Florida,Total - All Places of Death,0-17 years,5,0,5,5.0,5,196
1046,By Month,2022,9,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,5,300
1047,By Month,2022,9,4,Florida,Total - All Places of Death,30-39 years,5,0,5,5.0,5,493
1048,By Month,2022,9,4,Florida,Total - All Places of Death,40-49 years,21,0,32,5.0,47,738
1049,By Month,2022,9,4,Florida,Total - All Places of Death,50-64 years,95,5,164,44.0,217,2805
1050,By Month,2022,9,4,Florida,Total - All Places of Death,65-74 years,166,5,274,74.0,370,3578
1051,By Month,2022,9,4,Florida,Total - All Places of Death,75-84 years,269,5,414,120.0,565,5019
1052,By Month,2022,9,4,Florida,Total - All Places of Death,85 years and over,390,5,420,154.0,658,5658
1053,By Month,2022,10,4,Florida,Total - All Places of Death,All Ages,631,14,1349,269.0,1724,19587
1054,By Month,2022,10,4,Florida,Total - All Places of Death,0-17 years,5,0,5,5.0,5,210
1055,By Month,2022,10,4,Florida,Total - All Places of Death,18-29 years,0,0,5,0.0,5,328
1056,By Month,2022,10,4,Florida,Total - All Places of Death,30-39 years,5,0,17,5.0,19,514
1057,By Month,2022,10,4,Florida,Total - All Places of Death,40-49 years,5,5,30,5.0,32,687
1058,By Month,2022,10,4,Florida,Total - All Places of Death,50-64 years,61,5,166,24.0,205,2928
1059,By Month,2022,10,4,Florida,Total - All Places of Death,65-74 years,119,5,284,57.0,348,3885
1060,By Month,2022,10,4,Florida,Total - All Places of Death,75-84 years,169,5,394,73.0,495,5031
1061,By Month,2022,10,4,Florida,Total - All Places of Death,85 years and over,271,5,444,107.0,611,6004
1062,By Month,2022,11,4,Florida,Total - All Places of Death,All Ages,494,63,1243,219.0,1576,18850
1063,By Month,2022,11,4,Florida,Total - All Places of Death,0-17 years,0,5,5,0.0,5,193
1064,By Month,2022,11,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,5,304
1065,By Month,2022,11,4,Florida,Total - All Places of Death,30-39 years,5,0,17,0.0,19,488
1066,By Month,2022,11,4,Florida,Total - All Places of Death,40-49 years,5,5,25,0.0,29,653
1067,By Month,2022,11,4,Florida,Total - All Places of Death,50-64 years,40,14,167,20.0,199,2829
1068,By Month,2022,11,4,Florida,Total - All Places of Death,65-74 years,93,15,272,47.0,332,3771
1069,By Month,2022,11,4,Florida,Total - All Places of Death,75-84 years,147,18,357,60.0,461,4979
1070,By Month,2022,11,4,Florida,Total - All Places of Death,85 years and over,207,14,394,90.0,524,5633
1071,By Month,2022,12,4,Florida,Total - All Places of Death,All Ages,697,124,1639,359.0,2094,20801
1072,By Month,2022,12,4,Florida,Total - All Places of Death,0-17 years,5,5,5,0.0,5,206
1073,By Month,2022,12,4,Florida,Total - All Places of Death,18-29 years,5,5,11,5.0,16,340
1074,By Month,2022,12,4,Florida,Total - All Places of Death,30-39 years,5,5,19,5.0,27,556
1075,By Month,2022,12,4,Florida,Total - All Places of Death,40-49 years,5,5,34,0.0,47,762
1076,By Month,2022,12,4,Florida,Total - All Places of Death,50-64 years,51,13,164,21.0,207,2995
1077,By Month,2022,12,4,Florida,Total - All Places of Death,65-74 years,112,28,342,71.0,409,4007
1078,By Month,2022,12,4,Florida,Total - All Places of Death,75-84 years,226,43,501,117.0,651,5548
1079,By Month,2022,12,4,Florida,Total - All Places of Death,85 years and over,285,29,563,146.0,728,6387
1080,By Month,2022,1,4,Georgia,Total - All Places of Death,All Ages,2506,24,1694,1276.0,2943,11734
1081,By Month,2022,1,4,Georgia,Total - All Places of Death,0-17 years,5,5,5,0.0,5,120
1082,By Month,2022,1,4,Georgia,Total - All Places of Death,18-29 years,18,0,10,5.0,24,219
1083,By Month,2022,1,4,Georgia,Total - All Places of Death,30-39 years,56,0,30,22.0,64,332
1084,By Month,2022,1,4,Georgia,Total - All Places of Death,40-49 years,88,0,57,41.0,104,530
1085,By Month,2022,1,4,Georgia,Total - All Places of Death,50-64 years,516,5,340,267.0,592,2187
1086,By Month,2022,1,4,Georgia,Total - All Places of Death,65-74 years,640,5,431,333.0,741,2631
1087,By Month,2022,1,4,Georgia,Total - All Places of Death,75-84 years,695,11,492,373.0,823,3018
1088,By Month,2022,1,4,Georgia,Total - All Places of Death,85 years and over,488,5,332,236.0,588,2697
1089,By Month,2022,2,4,Georgia,Total - All Places of Death,All Ages,1693,10,1202,872.0,2030,9282
1090,By Month,2022,2,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,111
1091,By Month,2022,2,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,183
1092,By Month,2022,2,4,Georgia,Total - All Places of Death,30-39 years,25,0,19,14.0,30,278
1093,By Month,2022,2,4,Georgia,Total - All Places of Death,40-49 years,61,0,47,32.0,76,469
1094,By Month,2022,2,4,Georgia,Total - All Places of Death,50-64 years,326,5,225,166.0,386,1710
1095,By Month,2022,2,4,Georgia,Total - All Places of Death,65-74 years,466,5,339,264.0,541,2152
1096,By Month,2022,2,4,Georgia,Total - All Places of Death,75-84 years,489,5,359,250.0,602,2318
1097,By Month,2022,2,4,Georgia,Total - All Places of Death,85 years and over,315,5,207,144.0,380,2061
1098,By Month,2022,3,4,Georgia,Total - All Places of Death,All Ages,511,5,559,233.0,842,8358
1099,By Month,2022,3,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,5.0,5,110
1100,By Month,2022,3,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,202
1101,By Month,2022,3,4,Georgia,Total - All Places of Death,30-39 years,12,0,11,5.0,18,298
1102,By Month,2022,3,4,Georgia,Total - All Places of Death,40-49 years,16,0,15,5.0,22,379
1103,By Month,2022,3,4,Georgia,Total - All Places of Death,50-64 years,101,5,106,48.0,160,1592
1104,By Month,2022,3,4,Georgia,Total - All Places of Death,65-74 years,133,0,150,71.0,212,1817
1105,By Month,2022,3,4,Georgia,Total - All Places of Death,75-84 years,138,5,168,67.0,241,2149
1106,By Month,2022,3,4,Georgia,Total - All Places of Death,85 years and over,104,5,102,32.0,176,1811
1107,By Month,2022,4,4,Georgia,Total - All Places of Death,All Ages,190,5,357,54.0,500,7740
1108,By Month,2022,4,4,Georgia,Total - All Places of Death,0-17 years,0,0,0,0.0,0,115
1109,By Month,2022,4,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,189
1110,By Month,2022,4,4,Georgia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,270
1111,By Month,2022,4,4,Georgia,Total - All Places of Death,40-49 years,5,0,11,5.0,18,375
1112,By Month,2022,4,4,Georgia,Total - All Places of Death,50-64 years,35,5,71,13.0,96,1472
1113,By Month,2022,4,4,Georgia,Total - All Places of Death,65-74 years,50,5,94,13.0,132,1648
1114,By Month,2022,4,4,Georgia,Total - All Places of Death,75-84 years,49,5,95,15.0,131,1949
1115,By Month,2022,4,4,Georgia,Total - All Places of Death,85 years and over,43,5,70,5.0,105,1722
1116,By Month,2022,5,4,Georgia,Total - All Places of Death,All Ages,121,5,345,40.0,434,7853
1117,By Month,2022,5,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,147
1118,By Month,2022,5,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,217
1119,By Month,2022,5,4,Georgia,Total - All Places of Death,30-39 years,5,0,5,0.0,5,261
1120,By Month,2022,5,4,Georgia,Total - All Places of Death,40-49 years,5,0,16,5.0,19,377
1121,By Month,2022,5,4,Georgia,Total - All Places of Death,50-64 years,20,5,64,5.0,84,1430
1122,By Month,2022,5,4,Georgia,Total - All Places of Death,65-74 years,21,5,74,5.0,89,1756
1123,By Month,2022,5,4,Georgia,Total - All Places of Death,75-84 years,37,5,103,14.0,127,1917
1124,By Month,2022,5,4,Georgia,Total - All Places of Death,85 years and over,31,0,74,10.0,95,1748
1125,By Month,2022,6,4,Georgia,Total - All Places of Death,All Ages,204,5,417,77.0,550,7634
1126,By Month,2022,6,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,125
1127,By Month,2022,6,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,205
1128,By Month,2022,6,4,Georgia,Total - All Places of Death,30-39 years,5,0,5,5.0,5,246
1129,By Month,2022,6,4,Georgia,Total - All Places of Death,40-49 years,5,0,12,0.0,15,365
1130,By Month,2022,6,4,Georgia,Total - All Places of Death,50-64 years,39,0,70,13.0,96,1442
1131,By Month,2022,6,4,Georgia,Total - All Places of Death,65-74 years,43,5,99,21.0,124,1719
1132,By Month,2022,6,4,Georgia,Total - All Places of Death,75-84 years,52,5,125,21.0,157,1860
1133,By Month,2022,6,4,Georgia,Total - All Places of Death,85 years and over,57,5,98,18.0,139,1672
1134,By Month,2022,7,4,Georgia,Total - All Places of Death,All Ages,425,5,459,137.0,752,8189
1135,By Month,2022,7,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,5.0,5,118
1136,By Month,2022,7,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,210
1137,By Month,2022,7,4,Georgia,Total - All Places of Death,30-39 years,5,5,5,5.0,13,309
1138,By Month,2022,7,4,Georgia,Total - All Places of Death,40-49 years,16,5,16,5.0,30,407
1139,By Month,2022,7,4,Georgia,Total - All Places of Death,50-64 years,54,5,81,13.0,123,1486
1140,By Month,2022,7,4,Georgia,Total - All Places of Death,65-74 years,90,5,111,32.0,169,1757
1141,By Month,2022,7,4,Georgia,Total - All Places of Death,75-84 years,128,0,135,40.0,223,2056
1142,By Month,2022,7,4,Georgia,Total - All Places of Death,85 years and over,125,5,99,45.0,181,1846
1143,By Month,2022,8,4,Georgia,Total - All Places of Death,All Ages,509,5,481,159.0,833,8229
1144,By Month,2022,8,4,Georgia,Total - All Places of Death,0-17 years,5,5,5,5.0,5,128
1145,By Month,2022,8,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,189
1146,By Month,2022,8,4,Georgia,Total - All Places of Death,30-39 years,5,0,5,0.0,5,253
1147,By Month,2022,8,4,Georgia,Total - All Places of Death,40-49 years,17,0,12,5.0,26,366
